site,edition,classification,t,n,m,grade,location,stage,note,source_pdf_page,source_site,raw_line,extract_method,needs_review
Appendix - carcinoma,AJCC7,yp,T2|T3,N0,M0,Any,Any,II,"source_page=153; extract_method=stage_first; extra_factors/raw_extra=Carcinoma, NOS",153,Appendix,"Stage II T2, T3 N0 M0 Carcinoma, NOS",stage_first,YES
Appendix - carcinoma,AJCC7,yp,T4,N0,M0,Any,Any,III,source_page=153; extract_method=stage_first,153,Appendix,Stage III T4 N0 M0,stage_first,check
Appendix - carcinoma,AJCC7,yp,Any,N1,M0,Any,Any,III,source_page=153; extract_method=stage_carried; extra_factors/raw_extra=*The term “high-grade dysplasia” may be used as a syno-,153,Appendix,Any T N1 M0 *The term “high-grade dysplasia” may be used as a syno-,stage_carried,YES
Appendix - carcinoma,AJCC7,yp,Any,Any,M1,Any,Any,IV,source_page=153; extract_method=stage_first; extra_factors/raw_extra=pTis.,153,Appendix,Stage IV Any T Any N M1 pTis.,stage_first,YES
Appendix - carcinoma,AJCC7,any,Any,N0,M1a,Any,Any,IVA,source_page=156; extract_method=stage_first; extra_factors/raw_extra=G1 | IVA | Any T | N0 | M1a | G1,156,Appendix,IVA Any T N0 M1a G1 IVA Any T N0 M1a G1,stage_first,YES
Colon and Rectum,AJCC7,any,Tis,N0,M0,Any,Any,0,source_page=160; extract_method=stage_first; extra_factors/raw_extra=- | - | C18.2 Ascending colon; duplicate_source_page=178,160,Colon and Rectum,0 Tis N0 M0 - - C18.2 Ascending colon,stage_first,YES
Colon and Rectum,AJCC7,any,T1,N0,M0,Any,Any,I,source_page=160; extract_method=stage_first; extra_factors/raw_extra=A | A | of colon; duplicate_source_page=171; duplicate_source_page=178,160,Colon and Rectum,I T1 N0 M0 A A of colon,stage_first,YES
Colon and Rectum,AJCC7,any,T2,N0,M0,Any,Any,I,source_page=160; extract_method=stage_carried; extra_factors/raw_extra=A | B1 | C18.4 Transverse colon; duplicate_source_page=171; duplicate_source_page=178,160,Colon and Rectum,T2 N0 M0 A B1 C18.4 Transverse colon,stage_carried,YES
Colon and Rectum,AJCC7,any,T3,N0,M0,Any,Any,IIA,source_page=160; extract_method=stage_first; extra_factors/raw_extra=B | B2 | of colon; duplicate_source_page=178,160,Colon and Rectum,IIA T3 N0 M0 B B2 of colon,stage_first,YES
Colon and Rectum,AJCC7,any,T4a,N0,M0,Any,Any,IIB,source_page=160; extract_method=stage_first; extra_factors/raw_extra=B | B2 | C18.6 Descending colon; duplicate_source_page=171; duplicate_source_page=178,160,Colon and Rectum,IIB T4a N0 M0 B B2 C18.6 Descending colon,stage_first,YES
Colon and Rectum,AJCC7,any,T4b,N0,M0,Any,Any,IIC,source_page=160; extract_method=stage_first; extra_factors/raw_extra=B | B3 | C18.8 Overlapping lesion; duplicate_source_page=178,160,Colon and Rectum,IIC T4b N0 M0 B B3 C18.8 Overlapping lesion,stage_first,YES
Colon and Rectum,AJCC7,any,T1-T2,N1|N1c,M0,Any,Any,IIIA,source_page=160; extract_method=stage_first; extra_factors/raw_extra=C | C1 | of colon; duplicate_source_page=171; duplicate_source_page=178,160,Colon and Rectum,IIIA T1-T2 N1/N1c M0 C C1 of colon,stage_first,YES
Colon and Rectum,AJCC7,any,T1,N2a,M0,Any,Any,IIIA,source_page=160; extract_method=stage_carried; extra_factors/raw_extra=C | C1 | C19.9 Rectosigmoid; duplicate_source_page=171; duplicate_source_page=178,160,Colon and Rectum,T1 N2a M0 C C1 C19.9 Rectosigmoid,stage_carried,YES
Colon and Rectum,AJCC7,any,T3-T4a,N1|N1c,M0,Any,Any,IIIB,source_page=160; extract_method=stage_first; extra_factors/raw_extra=C | C2 | junction; duplicate_source_page=178,160,Colon and Rectum,IIIB T3-T4a N1/N1c M0 C C2 junction,stage_first,YES
Colon and Rectum,AJCC7,any,T2-T3,N2a,M0,Any,Any,IIIB,source_page=160; extract_method=stage_carried; extra_factors/raw_extra=C | C1/C2; duplicate_source_page=178,160,Colon and Rectum,T2-T3 N2a M0 C C1/C2,stage_carried,YES
Colon and Rectum,AJCC7,any,T1-T2,N2b,M0,Any,Any,IIIB,source_page=160; extract_method=stage_carried; extra_factors/raw_extra=C | C1 | ICD-O-3 HISTOLOGY; duplicate_source_page=178,160,Colon and Rectum,T1-T2 N2b M0 C C1 ICD-O-3 HISTOLOGY,stage_carried,YES
Colon and Rectum,AJCC7,any,T4a,N2a,M0,Any,Any,IIIC,"source_page=160; extract_method=stage_first; extra_factors/raw_extra=C | C2 | 8000-8152, 8154-8231,; duplicate_source_page=171; duplicate_source_page=178",160,Colon and Rectum,"IIIC T4a N2a M0 C C2 8000-8152, 8154-8231,",stage_first,YES
Colon and Rectum,AJCC7,any,T3-T4a,N2b,M0,Any,Any,IIIC,"source_page=160; extract_method=stage_carried; extra_factors/raw_extra=C | C2 | 8243-8245, 8247-8248,; duplicate_source_page=171; duplicate_source_page=178",160,Colon and Rectum,"T3-T4a N2b M0 C C2 8243-8245, 8247-8248,",stage_carried,YES
Colon and Rectum,AJCC7,any,T4b,N1-N2,M0,Any,Any,IIIC,source_page=160; extract_method=stage_carried; extra_factors/raw_extra=C | C3 | 8980-8981; duplicate_source_page=171; duplicate_source_page=178,160,Colon and Rectum,T4b N1-N2 M0 C C3 8980-8981,stage_carried,YES
Colon and Rectum,AJCC7,any,Any,Any,M1a,Any,Any,IVA,source_page=160; extract_method=stage_first; extra_factors/raw_extra=- | -; duplicate_source_page=178,160,Colon and Rectum,IVA Any T Any N M1a - -,stage_first,YES
Colon and Rectum,AJCC7,any,Any,Any,M1b,Any,Any,IVB,source_page=160; extract_method=stage_first; extra_factors/raw_extra=- | -; duplicate_source_page=171; duplicate_source_page=178,160,Colon and Rectum,IVB Any T Any N M1b - -,stage_first,YES
Anus,AJCC7,any,Tis,N0,M0,Any,Any,0,"source_page=181; extract_method=stage_first; extra_factors/raw_extra=C21.0 Anus, NOS; duplicate_source_page=185; duplicate_source_page=187",181,Anus,"0 Tis N0 M0 C21.0 Anus, NOS",stage_first,YES
Anus,AJCC7,any,T1,N0,M0,Any,Any,I,source_page=181; extract_method=stage_first; extra_factors/raw_extra=C21.1 Anal canal; duplicate_source_page=185; duplicate_source_page=187,181,Anus,I T1 N0 M0 C21.1 Anal canal,stage_first,YES
Anus,AJCC7,any,T2,N0,M0,Any,Any,II,source_page=181; extract_method=stage_first; extra_factors/raw_extra=C21.8 Overlapping lesion; duplicate_source_page=185; duplicate_source_page=187,181,Anus,II T2 N0 M0 C21.8 Overlapping lesion,stage_first,YES
Anus,AJCC7,any,T3,N0,M0,Any,Any,II,"source_page=181; extract_method=stage_carried; extra_factors/raw_extra=of rectum, anus,; duplicate_source_page=185; duplicate_source_page=187",181,Anus,"T3 N0 M0 of rectum, anus,",stage_carried,YES
Anus,AJCC7,any,T1,N1,M0,Any,Any,IIIA,source_page=181; extract_method=stage_first; extra_factors/raw_extra=and anal canal; duplicate_source_page=185; duplicate_source_page=187,181,Anus,IIIA T1 N1 M0 and anal canal,stage_first,YES
Anus,AJCC7,any,T2,N1,M0,Any,Any,IIIA,source_page=181; extract_method=stage_carried; duplicate_source_page=185; duplicate_source_page=187,181,Anus,T2 N1 M0,stage_carried,YES
Anus,AJCC7,any,T3,N1,M0,Any,Any,IIIA,source_page=181; extract_method=stage_carried; extra_factors/raw_extra=ICD-O-3 HISTOLOGY; duplicate_source_page=185; duplicate_source_page=187,181,Anus,T3 N1 M0 ICD-O-3 HISTOLOGY,stage_carried,YES
Anus,AJCC7,any,T4,N0,M0,Any,Any,IIIA,source_page=181; extract_method=stage_carried; extra_factors/raw_extra=CODE RANGES; duplicate_source_page=185; duplicate_source_page=187,181,Anus,T4 N0 M0 CODE RANGES,stage_carried,YES
Anus,AJCC7,any,T4,N1,M0,Any,Any,IIIB,"source_page=181; extract_method=stage_first; extra_factors/raw_extra=8243-8245, 8250-8576,; duplicate_source_page=185; duplicate_source_page=187",181,Anus,"IIIB T4 N1 M0 8243-8245, 8250-8576,",stage_first,YES
Anus,AJCC7,any,Any,N2,M0,Any,Any,IIIB,"source_page=181; extract_method=stage_carried; extra_factors/raw_extra=8940-8950, 8980-8981; duplicate_source_page=185; duplicate_source_page=187",181,Anus,"Any T N2 M0 8940-8950, 8980-8981",stage_carried,YES
Anus,AJCC7,any,Any,N3,M0,Any,Any,IIIB,source_page=181; extract_method=stage_carried; duplicate_source_page=185; duplicate_source_page=187,181,Anus,Any T N3 M0,stage_carried,YES
Anus,AJCC7,any,Any,Any,M1,Any,Any,IV,source_page=181; extract_method=stage_first; duplicate_source_page=185; duplicate_source_page=187,181,Anus,IV Any T Any N M1,stage_first,YES
Gastrointestinal Stromal Tumor,AJCC7,any,T1|T2,N0,M0,Any,Any,IA,source_page=191; extract_method=stage_first; extra_factors/raw_extra=Low | C17.8- | intestine; duplicate_source_page=195,191,Gastrointestinal Stromal Tumor,Stage IA T1 or T2 N0 M0 Low C17.8- intestine,stage_first,YES
Gastrointestinal Stromal Tumor,AJCC7,any,T3,N0,M0,Any,Any,IB,source_page=191; extract_method=stage_first; extra_factors/raw_extra=Low | C17.9; duplicate_source_page=195,191,Gastrointestinal Stromal Tumor,Stage IB T3 N0 M0 Low C17.9,stage_first,YES
Gastrointestinal Stromal Tumor,AJCC7,any,T1,N0,M0,Any,Any,II,source_page=191; extract_method=stage_first; extra_factors/raw_extra=High | C19.9 | Rectosigmoid; duplicate_source_page=195,191,Gastrointestinal Stromal Tumor,Stage II T1 N0 M0 High C19.9 Rectosigmoid,stage_first,YES
Gastrointestinal Stromal Tumor,AJCC7,any,T2,N0,M0,Any,Any,II,source_page=191; extract_method=stage_carried; extra_factors/raw_extra=High | junction; duplicate_source_page=195,191,Gastrointestinal Stromal Tumor,T2 N0 M0 High junction,stage_carried,YES
Gastrointestinal Stromal Tumor,AJCC7,any,T4,N0,M0,Any,Any,II,source_page=191; extract_method=stage_carried; extra_factors/raw_extra=Low | C20.9 | Rectum; duplicate_source_page=195,191,Gastrointestinal Stromal Tumor,T4 N0 M0 Low C20.9 Rectum,stage_carried,YES
Gastrointestinal Stromal Tumor,AJCC7,any,T3,N0,M0,Any,Any,IIIA,source_page=191; extract_method=stage_first; extra_factors/raw_extra=High | C48.0-C48.8 Retro-; duplicate_source_page=195,191,Gastrointestinal Stromal Tumor,Stage IIIA T3 N0 M0 High C48.0-C48.8 Retro-,stage_first,YES
Gastrointestinal Stromal Tumor,AJCC7,any,T4,N0,M0,Any,Any,IIIB,source_page=191; extract_method=stage_first; extra_factors/raw_extra=High | & Perito-; duplicate_source_page=191; duplicate_source_page=193; duplicate_source_page=195; duplicate_source_page=195,191,Gastrointestinal Stromal Tumor,Stage IIIB T4 N0 M0 High & Perito-,stage_first,YES
Gastrointestinal Stromal Tumor,AJCC7,any,Any,N1,M0,Any,Any,IV,source_page=191; extract_method=stage_first; extra_factors/raw_extra=Any rate | neum; duplicate_source_page=191; duplicate_source_page=195; duplicate_source_page=195,191,Gastrointestinal Stromal Tumor,Stage IV Any T N1 M0 Any rate neum,stage_first,YES
Gastrointestinal Stromal Tumor,AJCC7,any,Any,Any,M1,Any,Any,IV,source_page=191; extract_method=stage_carried; extra_factors/raw_extra=Any rate; duplicate_source_page=191; duplicate_source_page=195; duplicate_source_page=195,191,Gastrointestinal Stromal Tumor,Any T Any N M1 Any rate,stage_carried,YES
Gastrointestinal Stromal Tumor,AJCC7,any,T1|T2,N0,M0,Any,Any,I,source_page=191; extract_method=stage_first; extra_factors/raw_extra=Low; duplicate_source_page=195,191,Gastrointestinal Stromal Tumor,Stage I T1 or T2 N0 M0 Low,stage_first,YES
Gastrointestinal Stromal Tumor,AJCC7,any,T3,N0,M0,Any,Any,II,source_page=191; extract_method=stage_first; extra_factors/raw_extra=Low; duplicate_source_page=195,191,Gastrointestinal Stromal Tumor,Stage II T3 N0 M0 Low,stage_first,YES
Gastrointestinal Stromal Tumor,AJCC7,any,T1,N0,M0,Any,Any,IIIA,source_page=191; extract_method=stage_first; extra_factors/raw_extra=High; duplicate_source_page=195,191,Gastrointestinal Stromal Tumor,Stage IIIA T1 N0 M0 High,stage_first,YES
Gastrointestinal Stromal Tumor,AJCC7,any,T4,N0,M0,Any,Any,IIIA,source_page=191; extract_method=stage_carried; extra_factors/raw_extra=Low; duplicate_source_page=195,191,Gastrointestinal Stromal Tumor,T4 N0 M0 Low,stage_carried,YES
Gastrointestinal Stromal Tumor,AJCC7,any,T2,N0,M0,Any,Any,IIIB,source_page=191; extract_method=stage_first; extra_factors/raw_extra=High; duplicate_source_page=193; duplicate_source_page=195,191,Gastrointestinal Stromal Tumor,Stage IIIB T2 N0 M0 High,stage_first,YES
Gastrointestinal Stromal Tumor,AJCC7,any,T3,N0,M0,Any,Any,IIIB,source_page=191; extract_method=stage_carried; extra_factors/raw_extra=High; duplicate_source_page=193; duplicate_source_page=195,191,Gastrointestinal Stromal Tumor,T3 N0 M0 High,stage_carried,YES
Gastrointestinal Stromal Tumor,AJCC7,yp,T1,N0,M0,Any,Any,II,source_page=193; extract_method=stage_first; extra_factors/raw_extra=High,193,Gastrointestinal Stromal Tumor,Stage II T1 N0 M0 High,stage_first,YES
Gastrointestinal Stromal Tumor,AJCC7,yp,T2,N0,M0,Any,Any,II,source_page=193; extract_method=stage_carried; extra_factors/raw_extra=High,193,Gastrointestinal Stromal Tumor,T2 N0 M0 High,stage_carried,YES
Gastrointestinal Stromal Tumor,AJCC7,yp,T4,N0,M0,Any,Any,II,source_page=193; extract_method=stage_carried; extra_factors/raw_extra=Low,193,Gastrointestinal Stromal Tumor,T4 N0 M0 Low,stage_carried,YES
Gastrointestinal Stromal Tumor,AJCC7,yp,Any,N1,M0,Any,Any,IV,source_page=193; extract_method=stage_first; extra_factors/raw_extra=Any rate,193,Gastrointestinal Stromal Tumor,Stage IV Any T N1 M0 Any rate,stage_first,YES
Neuroendocrine Tumors,AJCC7,any,Tis,N0,M0,Any,Any,0,source_page=197; extract_method=stage_first; extra_factors/raw_extra=C16.0-C16.9 Stomach; duplicate_source_page=204,197,Neuroendocrine Tumors,Stage 0 Tis* N0 M0 C16.0-C16.9 Stomach,stage_first,YES
Neuroendocrine Tumors,AJCC7,any,T1,N0,M0,Any,Any,I,source_page=197; extract_method=stage_first; extra_factors/raw_extra=C17.0-C17.9 Small; duplicate_source_page=204,197,Neuroendocrine Tumors,Stage I T1 N0 M0 C17.0-C17.9 Small,stage_first,YES
Neuroendocrine Tumors,AJCC7,any,T2,N0,M0,Any,Any,IIA,"source_page=197; extract_method=stage_first; extra_factors/raw_extra=C18.0, | Colon; duplicate_source_page=204",197,Neuroendocrine Tumors,"Stage IIA T2 N0 M0 C18.0, Colon",stage_first,YES
Neuroendocrine Tumors,AJCC7,any,T3,N0,M0,Any,Any,IIB,source_page=197; extract_method=stage_first; extra_factors/raw_extra=C18.2-C18.9 (excludes; duplicate_source_page=204,197,Neuroendocrine Tumors,Stage IIB T3 N0 M0 C18.2-C18.9 (excludes,stage_first,YES
Neuroendocrine Tumors,AJCC7,any,T4,N0,M0,Any,Any,IIIA,source_page=197; extract_method=stage_first; extra_factors/raw_extra=C19.9 | Rectosigmoid; duplicate_source_page=204,197,Neuroendocrine Tumors,Stage IIIA T4 N0 M0 C19.9 Rectosigmoid,stage_first,YES
Neuroendocrine Tumors,AJCC7,any,Any,N1,M0,Any,Any,IIIB,source_page=197; extract_method=stage_first; extra_factors/raw_extra=junction; duplicate_source_page=204,197,Neuroendocrine Tumors,Stage IIIB Any T N1 M0 junction,stage_first,YES
Neuroendocrine Tumors,AJCC7,any,Any,Any,M1,Any,Any,IV,source_page=197; extract_method=stage_first; extra_factors/raw_extra=C24.1 | Ampulla of; duplicate_source_page=204,197,Neuroendocrine Tumors,Stage IV Any T Any N M1 C24.1 Ampulla of,stage_first,YES
HCC / Liver,AJCC7,any,T1,N0,M0,Any,Any,I,source_page=208; extract_method=stage_first; extra_factors/raw_extra=C22.0 Liver; duplicate_source_page=213,208,Liver (Excluding intrahepatic bile ducts),Stage I T1 N0 M0 C22.0 Liver,stage_first,YES
HCC / Liver,AJCC7,any,T2,N0,M0,Any,Any,II,source_page=208; extract_method=stage_first; duplicate_source_page=213,208,Liver (Excluding intrahepatic bile ducts),Stage II T2 N0 M0,stage_first,YES
HCC / Liver,AJCC7,any,T3a,N0,M0,Any,Any,IIIA,source_page=208; extract_method=stage_first; extra_factors/raw_extra=CODE RANGES; duplicate_source_page=213,208,Liver (Excluding intrahepatic bile ducts),Stage IIIA T3a N0 M0 CODE RANGES,stage_first,YES
HCC / Liver,AJCC7,any,T3b,N0,M0,Any,Any,IIIB,source_page=208; extract_method=stage_first; extra_factors/raw_extra=8170-8175; duplicate_source_page=210; duplicate_source_page=213,208,Liver (Excluding intrahepatic bile ducts),Stage IIIB T3b N0 M0 8170-8175,stage_first,YES
HCC / Liver,AJCC7,any,T4,N0,M0,Any,Any,IIIC,source_page=208; extract_method=stage_first; duplicate_source_page=213,208,Liver (Excluding intrahepatic bile ducts),Stage IIIC T4 N0 M0,stage_first,YES
HCC / Liver,AJCC7,any,Any,N1,M0,Any,Any,IVA,source_page=208; extract_method=stage_first; duplicate_source_page=213,208,Liver (Excluding intrahepatic bile ducts),Stage IVA Any T N1 M0,stage_first,YES
HCC / Liver,AJCC7,any,Any,Any,M1,Any,Any,IVB,source_page=208; extract_method=stage_first; duplicate_source_page=213,208,Liver (Excluding intrahepatic bile ducts),Stage IVB Any T Any N M1,stage_first,YES
Intrahepatic bile duct,AJCC7,any,Tis,N0,M0,Any,Any,0,source_page=217; extract_method=stage_first; extra_factors/raw_extra=C22.1 Intrahepatic bile; duplicate_source_page=220; duplicate_source_page=223,217,Intrahepatic Bile Ducts,Stage 0 Tis N0 M0 C22.1 Intrahepatic bile,stage_first,YES
Intrahepatic bile duct,AJCC7,any,T1,N0,M0,Any,Any,I,source_page=217; extract_method=stage_first; extra_factors/raw_extra=duct; duplicate_source_page=220; duplicate_source_page=223,217,Intrahepatic Bile Ducts,Stage I T1 N0 M0 duct,stage_first,YES
Intrahepatic bile duct,AJCC7,any,T2,N0,M0,Any,Any,II,source_page=217; extract_method=stage_first; extra_factors/raw_extra=ICD-O-3 HISTOLOGY; duplicate_source_page=220; duplicate_source_page=223,217,Intrahepatic Bile Ducts,Stage II T2 N0 M0 ICD-O-3 HISTOLOGY,stage_first,YES
Intrahepatic bile duct,AJCC7,any,T3,N0,M0,Any,Any,III,source_page=217; extract_method=stage_first; extra_factors/raw_extra=CODE RANGES; duplicate_source_page=220; duplicate_source_page=223,217,Intrahepatic Bile Ducts,Stage III T3 N0 M0 CODE RANGES,stage_first,YES
Intrahepatic bile duct,AJCC7,any,T4,N0,M0,Any,Any,IVA,source_page=217; extract_method=stage_first; duplicate_source_page=220; duplicate_source_page=223,217,Intrahepatic Bile Ducts,Stage IVA T4 N0 M0,stage_first,YES
Intrahepatic bile duct,AJCC7,any,Any,N1,M0,Any,Any,IVA,source_page=217; extract_method=stage_carried; duplicate_source_page=220; duplicate_source_page=223,217,Intrahepatic Bile Ducts,Any T N1 M0,stage_carried,YES
Intrahepatic bile duct,AJCC7,any,Any,Any,M1,Any,Any,IVB,source_page=217; extract_method=stage_first; duplicate_source_page=220; duplicate_source_page=223,217,Intrahepatic Bile Ducts,Stage IVB Any T Any N M1,stage_first,YES
Gallbladder,AJCC7,any,Tis,N0,M0,Any,Any,0,source_page=227; extract_method=stage_first; extra_factors/raw_extra=C23.9 Gallbladder; duplicate_source_page=230; duplicate_source_page=231,227,Gallbladder,Stage 0 Tis N0 M0 C23.9 Gallbladder,stage_first,YES
Gallbladder,AJCC7,any,T1,N0,M0,Any,Any,I,source_page=227; extract_method=stage_first; extra_factors/raw_extra=C24.0 Cystic duct only | 20; duplicate_source_page=230; duplicate_source_page=231,227,Gallbladder,Stage I T1 N0 M0 C24.0 Cystic duct only 20,stage_first,YES
Gallbladder,AJCC7,any,T2,N0,M0,Any,Any,II,source_page=227; extract_method=stage_first; extra_factors/raw_extra=ICD-O-3 HISTOLOGY; duplicate_source_page=230; duplicate_source_page=231,227,Gallbladder,Stage II T2 N0 M0 ICD-O-3 HISTOLOGY,stage_first,YES
Gallbladder,AJCC7,any,T3,N0,M0,Any,Any,IIIA,source_page=227; extract_method=stage_first; extra_factors/raw_extra=CODE RANGES; duplicate_source_page=231,227,Gallbladder,Stage IIIA T3 N0 M0 CODE RANGES,stage_first,YES
Gallbladder,AJCC7,any,T1|T2|T3,N1,M0,Any,Any,IIIB,"source_page=227; extract_method=stage_first; extra_factors/raw_extra=8243-8245, 8250-8576,; duplicate_source_page=231",227,Gallbladder,"Stage IIIB T1-3 N1 M0 8243-8245, 8250-8576,",stage_first,YES
Gallbladder,AJCC7,any,T4,N0|N1,M0,Any,Any,IVA,"source_page=227; extract_method=stage_first; extra_factors/raw_extra=8940-8950, 8980-8981; duplicate_source_page=231",227,Gallbladder,"Stage IVA T4 N0-1 M0 8940-8950, 8980-8981",stage_first,YES
Gallbladder,AJCC7,any,Any,N2,M0,Any,Any,IVB,source_page=227; extract_method=stage_first; duplicate_source_page=231,227,Gallbladder,Stage IVB Any T N2 M0,stage_first,YES
Gallbladder,AJCC7,any,Any,Any,M1,Any,Any,IVB,source_page=227; extract_method=stage_carried; duplicate_source_page=231,227,Gallbladder,Any T Any N M1,stage_carried,YES
Gallbladder,AJCC7,yp,T3,N0,M0,Any,Any,IIIA,source_page=230; extract_method=stage_first; extra_factors/raw_extra=Spindle and giant cell types,230,Gallbladder,Stage IIIA T3 N0 M0 Spindle and giant cell types,stage_first,YES
Gallbladder,AJCC7,yp,T1|T2|T3,N1,M0,Any,Any,IIIB,"source_page=230; extract_method=stage_first; extra_factors/raw_extra=Carcinoma, NOS",230,Gallbladder,"Stage IIIB T1-3 N1 M0 Carcinoma, NOS",stage_first,YES
Gallbladder,AJCC7,yp,T4,N0|N1,M0,Any,Any,IVA,source_page=230; extract_method=stage_first; extra_factors/raw_extra=Carcinosarcoma,230,Gallbladder,Stage IVA T4 N0-1 M0 Carcinosarcoma,stage_first,YES
Gallbladder,AJCC7,yp,Any,N2,M0,Any,Any,IVB,source_page=230; extract_method=stage_first,230,Gallbladder,Stage IVB Any T N2 M0,stage_first,check
Gallbladder,AJCC7,yp,Any,Any,M1,Any,Any,IVB,source_page=230; extract_method=stage_carried; extra_factors/raw_extra=*Grade 4 by definition,230,Gallbladder,Any T Any N M1 *Grade 4 by definition,stage_carried,YES
Perihilar bile duct,AJCC7,any,Tis,N0,M0,Any,Any,0,source_page=235; extract_method=stage_first; extra_factors/raw_extra=C24.0 Extrahepatic bile; duplicate_source_page=239,235,Perihilar Bile Ducts,Stage 0 Tis N0 M0 C24.0 Extrahepatic bile,stage_first,YES
Perihilar bile duct,AJCC7,any,T1,N0,M0,Any,Any,I,source_page=235; extract_method=stage_first; extra_factors/raw_extra=duct (proximal or; duplicate_source_page=239,235,Perihilar Bile Ducts,Stage I T1 N0 M0 duct (proximal or,stage_first,YES
Perihilar bile duct,AJCC7,any,T2a|T2b,N0,M0,Any,Any,II,source_page=235; extract_method=stage_first; duplicate_source_page=237; duplicate_source_page=239,235,Perihilar Bile Ducts,Stage II T2a-b N0 M0,stage_first,YES
Perihilar bile duct,AJCC7,any,T3,N0,M0,Any,Any,IIIA,source_page=235; extract_method=stage_first; extra_factors/raw_extra=ICD-O-3 HISTOLOGY; duplicate_source_page=239,235,Perihilar Bile Ducts,Stage IIIA T3 N0 M0 ICD-O-3 HISTOLOGY,stage_first,YES
Perihilar bile duct,AJCC7,any,T1|T2|T3,N1,M0,Any,Any,IIIB,"source_page=235; extract_method=stage_first; extra_factors/raw_extra=8000-8152, 8154-8231,; duplicate_source_page=239",235,Perihilar Bile Ducts,"Stage IIIB T1-3 N1 M0 8000-8152, 8154-8231,",stage_first,YES
Perihilar bile duct,AJCC7,any,T4,N0|N1,M0,Any,Any,IVA,"source_page=235; extract_method=stage_first; extra_factors/raw_extra=8243-8245, 8250-8576,; duplicate_source_page=239",235,Perihilar Bile Ducts,"Stage IVA T4 N0-1 M0 8243-8245, 8250-8576,",stage_first,YES
Perihilar bile duct,AJCC7,any,Any,N2,M0,Any,Any,IVB,source_page=235; extract_method=stage_first; duplicate_source_page=239,235,Perihilar Bile Ducts,Stage IVB Any T N2 M0,stage_first,YES
Perihilar bile duct,AJCC7,any,Any,Any,M1,Any,Any,IVB,source_page=235; extract_method=stage_carried; duplicate_source_page=239,235,Perihilar Bile Ducts,Any T Any N M1,stage_carried,YES
Distal bile duct,AJCC7,any,Tis,N0,M0,Any,Any,0,source_page=243; extract_method=stage_first; extra_factors/raw_extra=C24.0 Distal bile duct; duplicate_source_page=247,243,Distal Bile Duct,Stage 0 Tis N0 M0 C24.0 Distal bile duct,stage_first,YES
Distal bile duct,AJCC7,any,T1,N0,M0,Any,Any,IA,source_page=243; extract_method=stage_first; extra_factors/raw_extra=only; duplicate_source_page=247,243,Distal Bile Duct,Stage IA T1 N0 M0 only,stage_first,YES
Distal bile duct,AJCC7,any,T2,N0,M0,Any,Any,IB,source_page=243; extract_method=stage_first; extra_factors/raw_extra=ICD-O-3 HISTOLOGY; duplicate_source_page=247,243,Distal Bile Duct,Stage IB T2 N0 M0 ICD-O-3 HISTOLOGY,stage_first,YES
Distal bile duct,AJCC7,any,T3,N0,M0,Any,Any,IIA,source_page=243; extract_method=stage_first; extra_factors/raw_extra=CODE RANGES; duplicate_source_page=247,243,Distal Bile Duct,Stage IIA T3 N0 M0 CODE RANGES,stage_first,YES
Distal bile duct,AJCC7,any,T1,N1,M0,Any,Any,IIB,"source_page=243; extract_method=stage_first; extra_factors/raw_extra=8243-8245, 8250-8576,; duplicate_source_page=247",243,Distal Bile Duct,"Stage IIB T1 N1 M0 8243-8245, 8250-8576,",stage_first,YES
Distal bile duct,AJCC7,any,T2,N1,M0,Any,Any,IIB,"source_page=243; extract_method=stage_carried; extra_factors/raw_extra=8940-8950, 8980-8981; duplicate_source_page=247",243,Distal Bile Duct,"T2 N1 M0 8940-8950, 8980-8981",stage_carried,YES
Distal bile duct,AJCC7,any,T3,N1,M0,Any,Any,IIB,source_page=243; extract_method=stage_carried; duplicate_source_page=247,243,Distal Bile Duct,T3 N1 M0,stage_carried,YES
Distal bile duct,AJCC7,any,T4,Any,M0,Any,Any,III,source_page=243; extract_method=stage_first; duplicate_source_page=247,243,Distal Bile Duct,Stage III T4 Any N M0,stage_first,YES
Distal bile duct,AJCC7,any,Any,Any,M1,Any,Any,IV,source_page=243; extract_method=stage_first; duplicate_source_page=247,243,Distal Bile Duct,Stage IV Any T Any N M1,stage_first,YES
Ampulla of Vater,AJCC7,any,Tis,N0,M0,Any,Any,0,source_page=251; extract_method=stage_first; extra_factors/raw_extra=C24.1 Ampulla of Vater; duplicate_source_page=255,251,Ampulla of Vater,Stage 0 Tis N0 M0 C24.1 Ampulla of Vater,stage_first,YES
Ampulla of Vater,AJCC7,any,T1,N0,M0,Any,Any,IA,source_page=251; extract_method=stage_first; duplicate_source_page=255,251,Ampulla of Vater,Stage IA T1 N0 M0,stage_first,YES
Ampulla of Vater,AJCC7,any,T2,N0,M0,Any,Any,IB,source_page=251; extract_method=stage_first; extra_factors/raw_extra=CODE RANGES; duplicate_source_page=255,251,Ampulla of Vater,Stage IB T2 N0 M0 CODE RANGES,stage_first,YES
Ampulla of Vater,AJCC7,any,T3,N0,M0,Any,Any,IIA,"source_page=251; extract_method=stage_first; extra_factors/raw_extra=8000-8152, 8154-8231,; duplicate_source_page=255",251,Ampulla of Vater,"Stage IIA T3 N0 M0 8000-8152, 8154-8231,",stage_first,YES
