site,edition,classification,t,n,m,grade,location,stage,note,source_pdf_page,source_site,raw_line,extract_method,needs_review
Major Salivary Glands,AJCC7,any,Any,N3,M0,Any,Any,IVB,source_page=95; extract_method=stage_carried; duplicate_source_page=100,95,Major Salivary Glands,Any T N3 M0,stage_carried,YES
Major Salivary Glands,AJCC7,any,Any,Any,M1,Any,Any,IVC,source_page=95; extract_method=stage_first; duplicate_source_page=100,95,Major Salivary Glands,Stage IVC Any T Any N M1,stage_first,YES
Thyroid,AJCC7,any,Any,Any,M0,Any,Any,I,source_page=103; extract_method=stage_first; duplicate_source_page=105; duplicate_source_page=110,103,Thyroid,Stage I Any T Any N M0,stage_first,YES
Thyroid,AJCC7,any,Any,Any,M1,Any,Any,II,source_page=103; extract_method=stage_first; duplicate_source_page=110,103,Thyroid,Stage II Any T Any N M1,stage_first,YES
Thyroid,AJCC7,any,T1,N0,M0,Any,Any,I,source_page=103; extract_method=stage_first; duplicate_source_page=103; duplicate_source_page=105; duplicate_source_page=110; duplicate_source_page=110,103,Thyroid,Stage I T1 N0 M0,stage_first,YES
Thyroid,AJCC7,any,T2,N0,M0,Any,Any,II,source_page=103; extract_method=stage_first; duplicate_source_page=103; duplicate_source_page=105; duplicate_source_page=110; duplicate_source_page=110,103,Thyroid,Stage II T2 N0 M0,stage_first,YES
Thyroid,AJCC7,any,T3,N0,M0,Any,Any,III,source_page=103; extract_method=stage_first; duplicate_source_page=105; duplicate_source_page=110,103,Thyroid,Stage III T3 N0 M0,stage_first,YES
Thyroid,AJCC7,any,T1,N1a,M0,Any,Any,III,source_page=103; extract_method=stage_carried; duplicate_source_page=103; duplicate_source_page=105; duplicate_source_page=110; duplicate_source_page=110,103,Thyroid,T1 N1a M0,stage_carried,YES
Thyroid,AJCC7,any,T2,N1a,M0,Any,Any,III,source_page=103; extract_method=stage_carried; duplicate_source_page=103; duplicate_source_page=105; duplicate_source_page=110; duplicate_source_page=110,103,Thyroid,T2 N1a M0,stage_carried,YES
Thyroid,AJCC7,any,T3,N1a,M0,Any,Any,III,source_page=103; extract_method=stage_carried; duplicate_source_page=103; duplicate_source_page=105; duplicate_source_page=110; duplicate_source_page=110,103,Thyroid,T3 N1a M0,stage_carried,YES
Thyroid,AJCC7,any,T4a,N0,M0,Any,Any,IVA,source_page=103; extract_method=stage_first; duplicate_source_page=104; duplicate_source_page=105; duplicate_source_page=110; duplicate_source_page=110,103,Thyroid,Stage IVA T4a N0 M0,stage_first,YES
Thyroid,AJCC7,any,T4a,N1a,M0,Any,Any,IVA,source_page=103; extract_method=stage_carried; duplicate_source_page=104; duplicate_source_page=105; duplicate_source_page=110; duplicate_source_page=110,103,Thyroid,T4a N1a M0,stage_carried,YES
Thyroid,AJCC7,any,T1,N1b,M0,Any,Any,IVA,source_page=103; extract_method=stage_carried; duplicate_source_page=104; duplicate_source_page=105; duplicate_source_page=110; duplicate_source_page=110,103,Thyroid,T1 N1b M0,stage_carried,YES
Thyroid,AJCC7,any,T2,N1b,M0,Any,Any,IVA,source_page=103; extract_method=stage_carried; duplicate_source_page=104; duplicate_source_page=105; duplicate_source_page=110; duplicate_source_page=110,103,Thyroid,T2 N1b M0,stage_carried,YES
Thyroid,AJCC7,any,T3,N1b,M0,Any,Any,IVA,source_page=103; extract_method=stage_carried; duplicate_source_page=104; duplicate_source_page=110; duplicate_source_page=110,103,Thyroid,T3 N1b M0,stage_carried,YES
Thyroid,AJCC7,any,T4a,N1b,M0,Any,Any,IVA,source_page=103; extract_method=stage_carried; duplicate_source_page=104; duplicate_source_page=110; duplicate_source_page=110,103,Thyroid,T4a N1b M0,stage_carried,YES
Thyroid,AJCC7,any,T4b,Any,M0,Any,Any,IVB,source_page=103; extract_method=stage_first; duplicate_source_page=104; duplicate_source_page=104; duplicate_source_page=105; duplicate_source_page=105; duplicate_source_page=105; duplicate_source_page=110; duplicate_source_page=110; duplicate_source_page=110,103,Thyroid,Stage IVB T4b Any N M0,stage_first,YES
Thyroid,AJCC7,any,Any,Any,M1,Any,Any,IVC,source_page=103; extract_method=stage_first; duplicate_source_page=104; duplicate_source_page=104; duplicate_source_page=110; duplicate_source_page=110; duplicate_source_page=110,103,Thyroid,Stage IVC Any T Any N M1,stage_first,YES
Thyroid,AJCC7,any,T3,N0,M0,Any,Any,II,source_page=103; extract_method=stage_carried; duplicate_source_page=110,103,Thyroid,T3 N0 M0,stage_carried,YES
Thyroid,AJCC7,any,T4a,Any,M0,Any,Any,IVA,source_page=104; extract_method=stage_first; duplicate_source_page=105; duplicate_source_page=110,104,Thyroid,Stage IVA T4a Any N M0,stage_first,YES
Mucosal Melanoma of the Head and Neck,AJCC7,any,T3,N0,M0,Any,Any,III,source_page=113; extract_method=stage_first; extra_factors/raw_extra=For a complete description; duplicate_source_page=114; duplicate_source_page=115,113,Mucosal Melanoma of the Head and Neck,Stage III T3 N0 M0 For a complete description,stage_first,YES
Mucosal Melanoma of the Head and Neck,AJCC7,any,T4a,N0,M0,Any,Any,IVA,"source_page=113; extract_method=stage_first; extra_factors/raw_extra=of codes, refer to the appro-; duplicate_source_page=114; duplicate_source_page=115",113,Mucosal Melanoma of the Head and Neck,"Stage IVA T4a N0 M0 of codes, refer to the appro-",stage_first,YES
Mucosal Melanoma of the Head and Neck,AJCC7,any,T3-T4a,N1,M0,Any,Any,IVA,source_page=113; extract_method=stage_carried; extra_factors/raw_extra=priate anatomic site chapter; duplicate_source_page=114; duplicate_source_page=115,113,Mucosal Melanoma of the Head and Neck,T3-T4a N1 M0 priate anatomic site chapter,stage_carried,YES
Mucosal Melanoma of the Head and Neck,AJCC7,any,T4b,Any,M0,Any,Any,IVB,source_page=113; extract_method=stage_first; extra_factors/raw_extra=mucosal melanoma; duplicate_source_page=114; duplicate_source_page=115,113,Mucosal Melanoma of the Head and Neck,Stage IVB T4b Any N M0 mucosal melanoma,stage_first,YES
Mucosal Melanoma of the Head and Neck,AJCC7,any,Any,Any,M1,Any,Any,IVC,source_page=113; extract_method=stage_first; extra_factors/raw_extra=(see Chapters 3-6); duplicate_source_page=114; duplicate_source_page=115,113,Mucosal Melanoma of the Head and Neck,Stage IVC Any T Any N M1 (see Chapters 3-6),stage_first,YES
Esophagus and EGJ,AJCC7,any,T1,N0,M01|X,Any,Any,IA,source_page=119; extract_method=stage_first; extra_factors/raw_extra=Any | C15.3 Upper third,119,Esophagus and Esophagogastric Junction,"IA T1 N0 M0 1, X Any C15.3 Upper third",stage_first,YES
Esophagus and EGJ,AJCC7,any,T1,N0,M02-3,Any,Any,IB,source_page=119; extract_method=stage_first; extra_factors/raw_extra=Any | of esophagus,119,Esophagus and Esophagogastric Junction,IB T1 N0 M0 2-3 Any of esophagus,stage_first,YES
Esophagus and EGJ,AJCC7,any,T2|T3,N0,M01|X,Any,Any,IB,"source_page=119; extract_method=stage_carried; extra_factors/raw_extra=Lower, X | C15.4 Middle third",119,Esophagus and Esophagogastric Junction,"T2-3 N0 M0 1, X Lower, X C15.4 Middle third",stage_carried,YES
Esophagus and EGJ,AJCC7,any,T2|T3,N0,M01|X,Any,Any,IIA,"source_page=119; extract_method=stage_first; extra_factors/raw_extra=Upper, middle | C15.5 Lower third",119,Esophagus and Esophagogastric Junction,"IIA T2-3 N0 M0 1, X Upper, middle C15.5 Lower third",stage_first,YES
Esophagus and EGJ,AJCC7,any,T2|T3,N0,M02-3,Any,Any,IIA,"source_page=119; extract_method=stage_carried; extra_factors/raw_extra=Lower, X | of esophagus",119,Esophagus and Esophagogastric Junction,"T2-3 N0 M0 2-3 Lower, X of esophagus",stage_carried,YES
Esophagus and EGJ,AJCC7,any,T2|T3,N0,M02-3,Any,Any,IIB,"source_page=119; extract_method=stage_first; extra_factors/raw_extra=Upper, middle | C15.8 Overlapping lesion",119,Esophagus and Esophagogastric Junction,"IIB T2-3 N0 M0 2-3 Upper, middle C15.8 Overlapping lesion",stage_first,YES
Esophagus and EGJ,AJCC7,any,T1|T2,N1,M0Any,Any,Any,IIB,source_page=119; extract_method=stage_carried; extra_factors/raw_extra=Any | of esophagus,119,Esophagus and Esophagogastric Junction,T1-2 N1 M0 Any Any of esophagus,stage_carried,YES
Esophagus and EGJ,AJCC7,any,T1|T2,N2,M0Any,Any,Any,IIIA,"source_page=119; extract_method=stage_first; extra_factors/raw_extra=Any | C16.0 Cardia, esophago-",119,Esophagus and Esophagogastric Junction,"IIIA T1-2 N2 M0 Any Any C16.0 Cardia, esophago-",stage_first,YES
Esophagus and EGJ,AJCC7,any,T3,N1,M0Any,Any,Any,IIIA,source_page=119; extract_method=stage_carried; extra_factors/raw_extra=Any | gastric junction,119,Esophagus and Esophagogastric Junction,T3 N1 M0 Any Any gastric junction,stage_carried,YES
Esophagus and EGJ,AJCC7,any,T4a,N0,M0Any,Any,Any,IIIA,"source_page=119; extract_method=stage_carried; extra_factors/raw_extra=Any | C16.1 Fundus of stomach,",119,Esophagus and Esophagogastric Junction,"T4a N0 M0 Any Any C16.1 Fundus of stomach,",stage_carried,YES
Esophagus and EGJ,AJCC7,any,T3,N2,M0Any,Any,Any,IIIB,source_page=119; extract_method=stage_first; extra_factors/raw_extra=Any | proximal 5 cm only*,119,Esophagus and Esophagogastric Junction,IIIB T3 N2 M0 Any Any proximal 5 cm only*,stage_first,YES
Esophagus and EGJ,AJCC7,any,T4a,N1|N2M0Any,Any,Any,Any,IIIC,source_page=119; extract_method=stage_first; extra_factors/raw_extra=proximal 5 cm only*,119,Esophagus and Esophagogastric Junction,IIIC T4a N1-2 M0 Any Any proximal 5 cm only*,stage_first,YES
Esophagus and EGJ,AJCC7,any,T4b,AnyM0Any,Any,Any,Any,IIIC,source_page=119; extract_method=stage_carried,119,Esophagus and Esophagogastric Junction,T4b Any M0 Any Any,stage_carried,check
Esophagus and EGJ,AJCC7,any,Any,N3,M0Any,Any,Any,IIIC,source_page=119; extract_method=stage_carried; extra_factors/raw_extra=Any | *Note: If gastric tumor extends,119,Esophagus and Esophagogastric Junction,Any N3 M0 Any Any *Note: If gastric tumor extends,stage_carried,YES
Esophagus and EGJ,AJCC7,any,Any,Any,M1Any,Any,Any,IV,source_page=119; extract_method=stage_first; extra_factors/raw_extra=Any | junction.,119,Esophagus and Esophagogastric Junction,IV Any Any M1 Any Any junction.,stage_first,YES
Esophagus and EGJ,AJCC7,any,T1,N0,M0,Any,Any,IA,"source_page=120; extract_method=stage_first; extra_factors/raw_extra=1-2, X | 8980-8981 (C16 only); duplicate_source_page=129; duplicate_source_page=130",120,Esophagus and Esophagogastric Junction,"IA T1 N0 M0 1-2, X 8980-8981 (C16 only)",stage_first,YES
Esophagus and EGJ,AJCC7,any,T1,N0,M0,Any,Any,IB,source_page=120; extract_method=stage_first; extra_factors/raw_extra=3; duplicate_source_page=129; duplicate_source_page=130,120,Esophagus and Esophagogastric Junction,IB T1 N0 M0 3,stage_first,YES
Esophagus and EGJ,AJCC7,any,T2,N0,M0,Any,Any,IB,"source_page=120; extract_method=stage_carried; extra_factors/raw_extra=1-2, X; duplicate_source_page=130",120,Esophagus and Esophagogastric Junction,"T2 N0 M0 1-2, X",stage_carried,YES
Esophagus and EGJ,AJCC7,any,T2,N0,M0,Any,Any,IIA,source_page=120; extract_method=stage_first; extra_factors/raw_extra=3; duplicate_source_page=130,120,Esophagus and Esophagogastric Junction,IIA T2 N0 M0 3,stage_first,YES
Esophagus and EGJ,AJCC7,any,T3,N0,M0,Any,Any,IIB,source_page=120; extract_method=stage_first; duplicate_source_page=130,120,Esophagus and Esophagogastric Junction,IIB T3 N0 M0 Any,stage_first,YES
Esophagus and EGJ,AJCC7,any,T1|T2,N1,M0,Any,Any,IIB,source_page=120; extract_method=stage_carried; duplicate_source_page=129; duplicate_source_page=130,120,Esophagus and Esophagogastric Junction,T1-2 N1 M0 Any,stage_carried,YES
Esophagus and EGJ,AJCC7,any,T1|T2,N2,M0,Any,Any,IIIA,source_page=120; extract_method=stage_first; duplicate_source_page=129; duplicate_source_page=130,120,Esophagus and Esophagogastric Junction,IIIA T1-2 N2 M0 Any,stage_first,YES
Esophagus and EGJ,AJCC7,any,T3,N1,M0,Any,Any,IIIA,source_page=120; extract_method=stage_carried; duplicate_source_page=129; duplicate_source_page=130,120,Esophagus and Esophagogastric Junction,T3 N1 M0 Any,stage_carried,YES
Esophagus and EGJ,AJCC7,any,T4a,N0,M0,Any,Any,IIIA,source_page=120; extract_method=stage_carried; duplicate_source_page=129; duplicate_source_page=130,120,Esophagus and Esophagogastric Junction,T4a N0 M0 Any,stage_carried,YES
Esophagus and EGJ,AJCC7,any,T3,N2,M0,Any,Any,IIIB,source_page=120; extract_method=stage_first; duplicate_source_page=129; duplicate_source_page=130,120,Esophagus and Esophagogastric Junction,IIIB T3 N2 M0 Any,stage_first,YES
Esophagus and EGJ,AJCC7,any,T4a,N1|N2M0,Any,Any,Any,IIIC,source_page=120; extract_method=stage_first,120,Esophagus and Esophagogastric Junction,IIIC T4a N1-2 M0 Any,stage_first,check
Esophagus and EGJ,AJCC7,any,T4b,AnyM0,Any,Any,Any,IIIC,source_page=120; extract_method=stage_carried,120,Esophagus and Esophagogastric Junction,T4b Any M0 Any,stage_carried,check
Esophagus and EGJ,AJCC7,any,Any,N3,M0,Any,Any,IIIC,source_page=120; extract_method=stage_carried; duplicate_source_page=129; duplicate_source_page=130,120,Esophagus and Esophagogastric Junction,Any N3 M0 Any,stage_carried,YES
Esophagus and EGJ,AJCC7,any,Any,Any,M1,Any,Any,IV,source_page=120; extract_method=stage_first; duplicate_source_page=129; duplicate_source_page=130,120,Esophagus and Esophagogastric Junction,IV Any Any M1 Any,stage_first,YES
Esophagus and EGJ,AJCC7,yp,T2,N0,M03,Any,Any,IIA,source_page=125; extract_method=stage_first,125,Esophagus and Esophagogastric Junction,IIA T2 N0 M0 3,stage_first,check
Esophagus and EGJ,AJCC7,any,T2|T3,N0,M0,Any,Any,IB,"source_page=129; extract_method=stage_carried; extra_factors/raw_extra=1, X | Lower, X | T2-3 | N0 | M0 | 1, X | Lower, X",129,Esophagus and Esophagogastric Junction,"T2-3 N0 M0 1, X Lower, X T2-3 N0 M0 1, X Lower, X",stage_carried,YES
Esophagus and EGJ,AJCC7,any,T2|T3,N0,M0,Any,Any,IIA,"source_page=129; extract_method=stage_first; extra_factors/raw_extra=1, X | Upper, middle | IIA | T2-3 | N0 | M0 | 1, X | Upper, middle; duplicate_source_page=129",129,Esophagus and Esophagogastric Junction,"IIA T2-3 N0 M0 1, X Upper, middle IIA T2-3 N0 M0 1, X Upper, middle",stage_first,YES
Esophagus and EGJ,AJCC7,any,T2|T3,N0,M0,Any,Any,IIB,"source_page=129; extract_method=stage_first; extra_factors/raw_extra=2-3 | Upper, middle | IIB | T2-3 | N0 | M0 | 2-3 | Upper, middle",129,Esophagus and Esophagogastric Junction,"IIB T2-3 N0 M0 2-3 Upper, middle IIB T2-3 N0 M0 2-3 Upper, middle",stage_first,YES
Esophagus and EGJ,AJCC7,any,T4a,N1|N2,M0,Any,Any,IIIC,source_page=129; extract_method=stage_first; extra_factors/raw_extra=Any | Any | IIIC | T4a | N1-2 | M0 | Any | Any; duplicate_source_page=130,129,Esophagus and Esophagogastric Junction,IIIC T4a N1-2 M0 Any Any IIIC T4a N1-2 M0 Any Any,stage_first,YES
Esophagus and EGJ,AJCC7,any,T4b,Any,M0,Any,Any,IIIC,source_page=129; extract_method=stage_carried; extra_factors/raw_extra=Any | Any | T4b | Any | M0 | Any | Any; duplicate_source_page=130,129,Esophagus and Esophagogastric Junction,T4b Any M0 Any Any T4b Any M0 Any Any,stage_carried,YES
Esophagus and EGJ,AJCC7,any,Tis(HGD),N0,M0,Any,Any,0,"source_page=130; extract_method=stage_first; extra_factors/raw_extra=1, X | 0 | Tis (HGD) | N0 | M0 | 1, X",130,Esophagus and Esophagogastric Junction,"0 Tis (HGD) N0 M0 1, X 0 Tis (HGD) N0 M0 1, X",stage_first,YES
Stomach,AJCC7,any,Tis,N0,M0,Any,Any,0,source_page=133; extract_method=stage_first; extra_factors/raw_extra=C16.1 Fundus; duplicate_source_page=136; duplicate_source_page=140,133,Stomach,Stage 0 Tis N0 M0 C16.1 Fundus,stage_first,YES
Stomach,AJCC7,any,T1,N0,M0,Any,Any,IA,source_page=133; extract_method=stage_first; extra_factors/raw_extra=of stomach*; duplicate_source_page=140,133,Stomach,Stage IA T1 N0 M0 of stomach*,stage_first,YES
Stomach,AJCC7,any,T2,N0,M0,Any,Any,IB,source_page=133; extract_method=stage_first; extra_factors/raw_extra=C16.3 Gastric antrum; duplicate_source_page=136; duplicate_source_page=140,133,Stomach,Stage IB T2 N0 M0 C16.3 Gastric antrum,stage_first,YES
Stomach,AJCC7,any,T1,N1,M0,Any,Any,IB,source_page=133; extract_method=stage_carried; extra_factors/raw_extra=C16.4 Pylorus; duplicate_source_page=136; duplicate_source_page=140,133,Stomach,T1 N1 M0 C16.4 Pylorus,stage_carried,YES
Stomach,AJCC7,any,T3,N0,M0,Any,Any,IIA,source_page=133; extract_method=stage_first; extra_factors/raw_extra=C16.5 Lesser curvature; duplicate_source_page=140,133,Stomach,Stage IIA T3 N0 M0 C16.5 Lesser curvature,stage_first,YES
Stomach,AJCC7,any,T2,N1,M0,Any,Any,IIA,"source_page=133; extract_method=stage_carried; extra_factors/raw_extra=of stomach, NOS; duplicate_source_page=140",133,Stomach,"T2 N1 M0 of stomach, NOS",stage_carried,YES
Stomach,AJCC7,any,T1,N2,M0,Any,Any,IIA,source_page=133; extract_method=stage_carried; extra_factors/raw_extra=C16.6 Greater curvature; duplicate_source_page=140,133,Stomach,T1 N2 M0 C16.6 Greater curvature,stage_carried,YES
Stomach,AJCC7,any,T4a,N0,M0,Any,Any,IIB,source_page=133; extract_method=stage_first; extra_factors/raw_extra=C16.8 Overlapping lesion; duplicate_source_page=136; duplicate_source_page=140,133,Stomach,Stage IIB T4a N0 M0 C16.8 Overlapping lesion,stage_first,YES
Stomach,AJCC7,any,T3,N1,M0,Any,Any,IIB,source_page=133; extract_method=stage_carried; extra_factors/raw_extra=of stomach | 11; duplicate_source_page=136; duplicate_source_page=140,133,Stomach,T3 N1 M0 of stomach 11,stage_carried,YES
Stomach,AJCC7,any,T2,N2,M0,Any,Any,IIB,"source_page=133; extract_method=stage_carried; extra_factors/raw_extra=C16.9 Stomach, NOS; duplicate_source_page=136; duplicate_source_page=140",133,Stomach,"T2 N2 M0 C16.9 Stomach, NOS",stage_carried,YES
Stomach,AJCC7,any,T1,N3,M0,Any,Any,IIB,source_page=133; extract_method=stage_carried; duplicate_source_page=136; duplicate_source_page=140,133,Stomach,T1 N3 M0,stage_carried,YES
Stomach,AJCC7,any,T4a,N1,M0,Any,Any,IIIA,source_page=133; extract_method=stage_first; extra_factors/raw_extra=Summary of Changes.; duplicate_source_page=140,133,Stomach,Stage IIIA T4a N1 M0 Summary of Changes.,stage_first,YES
Stomach,AJCC7,any,T3,N2,M0,Any,Any,IIIA,source_page=133; extract_method=stage_carried; duplicate_source_page=140,133,Stomach,T3 N2 M0,stage_carried,YES
Stomach,AJCC7,any,T2,N3,M0,Any,Any,IIIA,source_page=133; extract_method=stage_carried; duplicate_source_page=140,133,Stomach,T2 N3 M0,stage_carried,YES
