site,edition,classification,category_type,category,short_definition,detail_note,verification_status,source_pdf_page,source_section,definition_origin
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,T,T3c,IIIC Macroscopic peritoneal metastasis beyond the pelvis more than 2 cm in greatest dimension with or without metastasis to the retroperitoneal lymph nodes (includes extension of tumor to capsule of liver and spleen without parenchymal involvement of either organ),,strict_table_extracted_v1_6,184,Definition of Primary Tumor (T),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,,strict_table_extracted_v1_6,184,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,N,N0,No regional lymph node metastasis,,strict_table_extracted_v1_6,184,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,N,N0(i+),Isolated tumor cells in regional lymph node(s) no greater than 0.2 mm,,strict_table_extracted_v1_6,184,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,N,N1,IIIA1 Positive retroperitoneal lymph nodes only (histologically confirmed),,strict_table_extracted_v1_6,184,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,N,N1a,IIIA1i Metastasis up to and including 10 mm in greatest dimension,,strict_table_extracted_v1_6,184,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,N,N1b,IIIA1ii Metastasis more than 10 mm in greatest dimension,,strict_table_extracted_v1_6,184,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,M,M0,No distant metastasis,,strict_table_extracted_v1_6,184,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,M,M1,"IV Distant metastasis, including pleural effusion with positive cytology; liver or splenic parenchymal metastasis; metastasis to extra-abdominal organs (including inguinal lymph nodes and lymph nodes outside the abdominal cavity); and transmural involvement of intestine",,strict_table_extracted_v1_6,184,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,M,M1a,IVA Pleural effusion with positive cytology,,strict_table_extracted_v1_6,184,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
"Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma",AJCC8,any,M,M1b,IVB Liver or splenic parenchymal metastases; metastases to extra-abdominal organs (including inguinal lymph nodes and lymph nodes outside the abdominal cavity); transmural involvement of intestine,,strict_table_extracted_v1_6,184,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Penis,AJCC8,clinical,N,NX,Regional lymph nodes cannot be assessed,,strict_table_extracted_v1_6,187,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Penis,AJCC8,clinical,N,N0,No palpable or visibly enlarged inguinal lymph nodes,,strict_table_extracted_v1_6,187,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Penis,AJCC8,clinical,N,N1,Palpable mobile unilateral inguinal lymph node,,strict_table_extracted_v1_6,187,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Penis,AJCC8,clinical,N,N2,Palpable mobile ≥ 2 unilateral inguinal nodes or bilateral inguinal lymph nodes,,strict_table_extracted_v1_6,187,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Penis,AJCC8,clinical,N,N3,Palpable fixed inguinal nodal mass or pelvic lymphadenopathy unilateral or bilateral Pathological N (pN) pN Criteria,,strict_table_extracted_v1_6,187,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Penis,AJCC8,pathological,N,NX,Lymph node metastasis cannot be established,,strict_table_extracted_v1_6,187,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Penis,AJCC8,pathological,N,N0,No lymph node metastasis,,strict_table_extracted_v1_6,187,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Penis,AJCC8,pathological,N,N1,"≤2 unilateral inguinal metastases, no ENE",,strict_table_extracted_v1_6,187,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Penis,AJCC8,pathological,N,N2,"≥3 unilateral inguinal metastases or bilateral metastases, no ENE",,strict_table_extracted_v1_6,187,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Penis,AJCC8,pathological,N,N3,ENE of lymph node metastases or pelvic lymph node metastases,,strict_table_extracted_v1_6,187,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Penis,AJCC8,any,M,M0,No distant metastasis,,strict_table_extracted_v1_6,187,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Penis,AJCC8,any,M,M1,Distant metastasis present,,strict_table_extracted_v1_6,187,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Prostate,AJCC8,any,T,T2,Organ confined,,strict_table_extracted_v1_6,190,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Prostate,AJCC8,any,T,T3,Extraprostatic extension,,strict_table_extracted_v1_6,190,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Prostate,AJCC8,any,T,T3a,Extraprostatic extension (unilateral or bilateral) or microscopic invasion of bladder neck,,strict_table_extracted_v1_6,190,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Prostate,AJCC8,any,T,T3b,Tumor invades seminal vesicle(s),,strict_table_extracted_v1_6,190,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Prostate,AJCC8,any,T,T4,"Tumor is fixed or invades adjacent structures other than seminal vesicles such as external sphincter, rectum, bladder, levator muscles, and/or pelvic wall indicating residual microscopic disease.",,strict_table_extracted_v1_6,190,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Prostate,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,,strict_table_extracted_v1_6,190,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Prostate,AJCC8,any,N,N0,No positive regional nodes,,strict_table_extracted_v1_6,190,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Prostate,AJCC8,any,N,N1,Metastases in regional node(s),,strict_table_extracted_v1_6,190,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Prostate,AJCC8,any,M,M0,No distant metastasis,,strict_table_extracted_v1_6,190,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Prostate,AJCC8,any,M,M1,Distant metastasis,,strict_table_extracted_v1_6,190,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Prostate,AJCC8,any,M,M1a,Nonregional lymph node(s),,strict_table_extracted_v1_6,190,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Prostate,AJCC8,any,M,M1b,Bone(s),,strict_table_extracted_v1_6,190,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Prostate,AJCC8,any,M,M1c,"Other site(s) with or without bone disease advanced category is used. M1c is most advanced. Definition of Prostate-Specific Antigen (PSA) PSA values are used to assign this category. PSA values <10 ≥10 <20 <20 ≥20 Any value Definition of Histologic Grade Group (G) Recently, the Gleason system has been compressed into so-called Grade Groups.44 Grade Group Gleason Score Gleason Pattern ≤6 ≤3+3 3+4 4+3 4+4, 3+5, 5+3 9 or 10 4+5, 5+4, or 5+5",,strict_table_extracted_v1_6,190,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Testis,AJCC8,clinical,T,TX,Primary tumor cannot be assessed,,strict_table_extracted_v1_6,193,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Testis,AJCC8,clinical,T,T0,No evidence of primary tumor,,strict_table_extracted_v1_6,193,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Testis,AJCC8,clinical,T,Tis,Germ cell neoplasia in situ,,strict_table_extracted_v1_6,193,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Testis,AJCC8,clinical,T,T4,Tumor invades scrotum with or without vascular/ lymphatic invasion mary tumor is classified by radical orchiectomy. TX may be used for other categories for clinical staging. Clinical N (cN),,strict_table_extracted_v1_6,193,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Testis,AJCC8,clinical,N,NX,Regional lymph nodes cannot be assessed,,strict_table_extracted_v1_6,193,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Testis,AJCC8,clinical,N,N0,No regional lymph node metastasis,,strict_table_extracted_v1_6,193,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Testis,AJCC8,clinical,N,N1,"Metastasis with a lymph node mass 2 cm or smaller in greatest dimension OR Multiple lymph nodes, none larger than 2 cm in greatest dimension",,strict_table_extracted_v1_6,193,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Testis,AJCC8,clinical,N,N2,"Metastasis with a lymph node mass larger than 2 cm but not larger than 5 cm in greatest dimension OR Multiple lymph nodes, any one mass larger than 2 cm but not larger than 5 cm in greatest dimension",,strict_table_extracted_v1_6,193,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Testis,AJCC8,clinical,N,N3,Metastasis with a lymph node mass larger than 5 cm in greatest dimension Pathological T (pT) pT Criteria,,strict_table_extracted_v1_6,193,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Testis,AJCC8,pathological,T,TX,Primary tumor cannot be assessed,,strict_table_extracted_v1_6,193,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Testis,AJCC8,pathological,T,T0,No evidence of primary tumor,,strict_table_extracted_v1_6,193,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Testis,AJCC8,pathological,T,Tis,Germ cell neoplasia in situ,,strict_table_extracted_v1_6,193,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Testis,AJCC8,pathological,T,T1,Tumor limited to testis (including rete testis invasion) without lymphovascular invasion,,strict_table_extracted_v1_6,193,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Testis,AJCC8,pathological,T,T1a,Tumor smaller than 3 cm in size,,strict_table_extracted_v1_6,193,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Testis,AJCC8,pathological,T,T1b,Tumor 3 cm or larger in size,,strict_table_extracted_v1_6,193,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Testis,AJCC8,pathological,T,T2,Tumor limited to testis (including rete testis invasion) with lymphovascular invasion OR Tumor invading hilar soft tissue or epididymis or penetrating visceral mesothelial layer covering the external surface of tunica albuginea with or without lymphovascular invasion,,strict_table_extracted_v1_6,193,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Testis,AJCC8,pathological,T,T3,Tumor directly invades spermatic cord soft tissue with or without lymphovascular invasion,,strict_table_extracted_v1_6,193,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Testis,AJCC8,pathological,T,T4,Tumor invades scrotum with or without lymphovascular invasion *Subclassification of pT1 applies only to pure seminoma.,,strict_table_extracted_v1_6,193,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Kidney,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,,strict_table_extracted_v1_6,196,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Kidney,AJCC8,any,N,N0,No regional lymph node metastasis,,strict_table_extracted_v1_6,196,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Kidney,AJCC8,any,N,N1,Metastasis in regional lymph node(s),,strict_table_extracted_v1_6,196,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Kidney,AJCC8,any,M,M0,No distant metastasis,,strict_table_extracted_v1_6,196,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Kidney,AJCC8,any,M,M1,Distant metastasis,,strict_table_extracted_v1_6,196,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Renal Pelvis and Ureter,AJCC8,any,T,TX,Primary tumor cannot be assessed,,strict_table_extracted_v1_6,199,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Renal Pelvis and Ureter,AJCC8,any,T,T0,No evidence of primary tumor Ta Papillary noninvasive carcinoma,,strict_table_extracted_v1_6,199,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Renal Pelvis and Ureter,AJCC8,any,T,Tis,Carcinoma in situ,,strict_table_extracted_v1_6,199,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Renal Pelvis and Ureter,AJCC8,any,T,T1,Tumor invades subepithelial connective tissue,,strict_table_extracted_v1_6,199,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Renal Pelvis and Ureter,AJCC8,any,T,T2,Tumor invades the muscularis,,strict_table_extracted_v1_6,199,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Renal Pelvis and Ureter,AJCC8,any,T,T3,For renal pelvis only: Tumor invades beyond muscularis into peripelvic fat or into the renal parenchyma For ureter only:Tumor invades beyond muscularis into periureteric fat,,strict_table_extracted_v1_6,199,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Renal Pelvis and Ureter,AJCC8,any,T,T4,"Tumor invades adjacent organs, or through the kidney into the perinephric fat",,strict_table_extracted_v1_6,199,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Renal Pelvis and Ureter,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,,strict_table_extracted_v1_6,199,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Renal Pelvis and Ureter,AJCC8,any,N,N0,No regional lymph node metastasis,,strict_table_extracted_v1_6,199,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Renal Pelvis and Ureter,AJCC8,clinical,N,N1,"Metastasis ≤2 cm in greatest dimension, in a single lymph node",,strict_table_extracted_v1_6,199,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Renal Pelvis and Ureter,AJCC8,clinical,N,N2,"Metastasis >2 cm, in a single lymph node; or multiple lymph nodes",,strict_table_extracted_v1_6,199,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Renal Pelvis and Ureter,AJCC8,any,M,M0,No distant metastasis,,strict_table_extracted_v1_6,199,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Renal Pelvis and Ureter,AJCC8,any,M,M1,Distant metastasis,,strict_table_extracted_v1_6,199,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,any,T,TX,Primary tumor cannot be assessed,,strict_table_extracted_v1_6,201,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,any,T,T0,No evidence of primary tumor Ta Non-invasive papillary carcinoma,,strict_table_extracted_v1_6,201,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,any,T,Tis,Urothelial carcinoma in situ: “flat tumor”,,strict_table_extracted_v1_6,201,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,any,T,T1,Tumor invades lamina propria (subepithelial connective tissue),,strict_table_extracted_v1_6,201,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,any,T,T2,Tumor invades muscularis propria,,strict_table_extracted_v1_6,201,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,pathological,T,T2a,Tumor invades superficial muscularis propria (inner half),,strict_table_extracted_v1_6,201,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,pathological,T,T2b,Tumor invades deep muscularis propria (outer half),,strict_table_extracted_v1_6,201,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,any,T,T3,Tumor invades perivesical soft tissue,,strict_table_extracted_v1_6,201,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,pathological,T,T3a,Microscopically,,strict_table_extracted_v1_6,201,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,pathological,T,T3b,Macroscopically (extravesical mass),,strict_table_extracted_v1_6,201,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,any,T,T4,"Extravesical tumor directly invades any of the following: prostatic stroma, seminal vesicles, uterus, vagina, pelvic wall, abdominal wall",,strict_table_extracted_v1_6,201,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,any,T,T4a,"Extravesical tumor invades directly into prostatic stroma, seminal vesicles, uterus, vagina",,strict_table_extracted_v1_6,201,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,any,T,T4b,"Extravesical tumor invades pelvic wall, abdominal wall",,strict_table_extracted_v1_6,201,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,any,N,NX,Lymph nodes cannot be assessed,,strict_table_extracted_v1_6,202,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,any,N,N0,No lymph node metastasis,,strict_table_extracted_v1_6,202,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,any,N,N1,"Single regional lymph node metastasis in the true pelvis (perivesical, obturator, internal and external iliac, or sacral lymph node)",,strict_table_extracted_v1_6,202,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,any,N,N2,"Multiple regional lymph node metastasis in the true pelvis (perivesical, obturator, internal and external iliac, or sacral lymph node metastasis)",,strict_table_extracted_v1_6,202,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,any,N,N3,Lymph node metastasis to the common iliac lymph nodes,,strict_table_extracted_v1_6,202,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,any,M,M0,No distant metastasis,,strict_table_extracted_v1_6,202,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,any,M,M1,Distant metastasis,,strict_table_extracted_v1_6,202,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,any,M,M1a,Distant metastasis limited to lymph nodes beyond the common iliacs,,strict_table_extracted_v1_6,202,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Urinary Bladder,AJCC8,any,M,M1b,Non-lymph-node distant metastases,,strict_table_extracted_v1_6,202,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Urethra,AJCC8,any,M,M0,No distant metastasis,,strict_table_extracted_v1_6,205,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Urethra,AJCC8,any,M,M1,IV G Definition LG Low grade HG High grade Male Penile Urethra and Female Urethra,,strict_table_extracted_v1_6,205,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Urethra,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,,strict_table_extracted_v1_6,205,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Urethra,AJCC8,any,N,N0,No regional lymph node metastasis,,strict_table_extracted_v1_6,205,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Urethra,AJCC8,any,N,N1,"Single regional lymph node metastasis in the inguinal region or true pelvis [perivesical, obturator, internal (hypogastric) and external iliac], or presacral lymph node",,strict_table_extracted_v1_6,205,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Urethra,AJCC8,any,N,N2,"Multiple regional lymph node metastasis in the inguinal region or true pelvis [perivesical, obturator, internal (hypogastric) and external iliac], or presacral lymph node When T is… And N is… And M is… Then the stage group is…",,strict_table_extracted_v1_6,205,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Urethra,AJCC8,any,T,TX,Primary tumor cannot be assessed,,strict_table_extracted_v1_6,205,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Urethra,AJCC8,any,T,T0,No evidence of primary tumor Ta Non-invasive papillary carcinoma,,strict_table_extracted_v1_6,205,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Urethra,AJCC8,any,T,Tis,Carcinoma in situ involving the prostatic urethra or periurethral or prostatic ducts without stromal invasion,,strict_table_extracted_v1_6,205,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Urethra,AJCC8,any,T,T1,Tumor invades urethral subepithelial connective tissue immediately underlying the urothelium,,strict_table_extracted_v1_6,205,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Urethra,AJCC8,any,T,T2,Tumor invades the prostatic stroma surrounding ducts either by direct extension from the urothelial surface or by invasion from prostatic ducts,,strict_table_extracted_v1_6,205,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Urethra,AJCC8,any,T,T3,"Tumor invades any of the following: corpus cavernosum, anterior vagina",,strict_table_extracted_v1_6,205,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Urethra,AJCC8,any,T,T4,"Tumor invades other adjacent organs (e.g., invasion of the bladder wall) Prostatic Urethra T Definition",,strict_table_extracted_v1_6,205,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Eyelid Carcinoma,AJCC8,any,N,NX,Regional lymph nodes cannot be assessed,,strict_table_extracted_v1_6,207,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Eyelid Carcinoma,AJCC8,any,N,N0,No evidence of lymph node involvement,,strict_table_extracted_v1_6,207,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Eyelid Carcinoma,AJCC8,clinical,N,N1,"Metastasis in a single ipsilateral regional lymph node, ≤3 cm in greatest dimension",,strict_table_extracted_v1_6,207,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Eyelid Carcinoma,AJCC8,clinical,N,N1a,Metastasis in a single ipsilateral lymph node based on clinical evaluation or imaging findings,,strict_table_extracted_v1_6,207,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Eyelid Carcinoma,AJCC8,clinical,N,N1b,Metastasis in a single ipsilateral lymph node based on lymph node biopsy,,strict_table_extracted_v1_6,207,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Eyelid Carcinoma,AJCC8,clinical,N,N2,"Metastasis in a single ipsilateral lymph node, >3 cm in greatest dimension, or in bilateral or contralateral lymph nodes",,strict_table_extracted_v1_6,207,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Eyelid Carcinoma,AJCC8,clinical,N,N2a,Metastasis documented based on clinical evaluation or imaging findings,,strict_table_extracted_v1_6,207,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Eyelid Carcinoma,AJCC8,clinical,N,N2b,Metastasis documented based on microscopic findings on lymph node biopsy,,strict_table_extracted_v1_6,207,Definition of Regional Lymph Node (N),strict_table_extraction_v1_6
Eyelid Carcinoma,AJCC8,any,M,M0,No distant metastasis,,strict_table_extracted_v1_6,207,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Eyelid Carcinoma,AJCC8,any,M,M1,Distant metastasis,,strict_table_extracted_v1_6,207,Definition of Distant Metastasis (M),strict_table_extraction_v1_6
Conjunctival Melanoma,AJCC8,any,T,TX,Primary tumor cannot be assessed,,strict_table_extracted_v1_6,213,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Conjunctival Melanoma,AJCC8,any,T,T0,No evidence of primary tumor cT Criteria,,strict_table_extracted_v1_6,213,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Conjunctival Melanoma,AJCC8,any,T,T1,Tumor of the bulbar conjunctiva,,strict_table_extracted_v1_6,213,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Conjunctival Melanoma,AJCC8,any,T,T1a,"Tumor of the bulbar conjunctiva with invasion of the substantia propria, not more than 2.0 mm in thickness",,strict_table_extracted_v1_6,213,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Conjunctival Melanoma,AJCC8,any,T,T1b,"Tumor of the bulbar conjunctiva with invasion of the substantia propria, more than 2.0 mm in thickness",,strict_table_extracted_v1_6,213,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Conjunctival Melanoma,AJCC8,any,T,T1c,≥2 to <3 quadrants,,strict_table_extracted_v1_6,213,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Conjunctival Melanoma,AJCC8,any,T,T1d,≥3 quadrants,,strict_table_extracted_v1_6,213,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Conjunctival Melanoma,AJCC8,any,T,T2,"Tumor of the nonbulbar (forniceal, palpebral, tarsal) conjunctiva, and tumor involving the caruncle",,strict_table_extracted_v1_6,213,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Conjunctival Melanoma,AJCC8,any,T,T2a,"Tumor of the nonbulbar conjunctiva with invasion of the substantia propria, not more than 2.0 mm in thickness",,strict_table_extracted_v1_6,213,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Conjunctival Melanoma,AJCC8,any,T,T2b,"Tumor of the nonbulbar conjunctiva with invasion of the substantia propria, more than 2.0 mm in thickness",,strict_table_extracted_v1_6,213,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Conjunctival Melanoma,AJCC8,any,T,T2c,"Caruncular, and ≤1 quadrant of the nonbulbar conjunctiva involved T2d Caruncular, and >1 quadrant of the nonbulbar conjunctiva involved",,strict_table_extracted_v1_6,213,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Conjunctival Melanoma,AJCC8,any,T,T3,Tumor of any size with local invasion,,strict_table_extracted_v1_6,213,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Conjunctival Melanoma,AJCC8,any,T,T3a,Globe,,strict_table_extracted_v1_6,213,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Conjunctival Melanoma,AJCC8,any,T,T3b,Eyelid,,strict_table_extracted_v1_6,213,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Conjunctival Melanoma,AJCC8,any,T,T3c,Orbit,,strict_table_extracted_v1_6,213,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Conjunctival Melanoma,AJCC8,any,T,T3d,Nasolacrimal duct and/or lacrimal sac and/or paranasal sinuses,,strict_table_extracted_v1_6,213,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Conjunctival Melanoma,AJCC8,any,T,T4,Tumor of any size with invasion of the central nervous system Pathological Tumor (pT) pT Criteria,,strict_table_extracted_v1_6,213,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Conjunctival Melanoma,AJCC8,any,T,Tis,Melanoma confined to the conjunctival epithelium,,strict_table_extracted_v1_6,213,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,T,TX,Primary tumor cannot be assessed,,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,T,T0,No evidence of primary tumor,,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,T,T1,Tumor limited to the iris,,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,T,T1a,Tumor size category 1 without ciliary body involvement and extraocular extension,,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,T,T1b,"Tumor limited to the iris, more than 3 clock hours in size",,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,T,T1c,Tumor size category 1 without ciliary body involvement but with extraocular extension ≤5 mm in largest diameter,,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,T,T2,"Tumor confluent with or extending into the ciliary body, choroid, or both",,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
Uveal Melanoma,AJCC8,any,T,T2a,"Tumor confluent with or extending into the ciliary body, without secondary glaucoma",,strict_table_extracted_v1_6,215,Definition of Primary Tumor (T),strict_table_extraction_v1_6
