edition,source_pdf_page,site,source_site,line_no,raw_line,columns_json
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,18,(the measurements cannot be added). A deep shave biopsy or to regional nodes. Analysis of prognostic factors in 1134,"[""(the measurements cannot be added). A deep shave biopsy or"", ""to regional nodes. Analysis of prognostic factors in 1134""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,19,curettage may result in transection of the tumor at the deep patients from the John Wayne Cancer Clinic. Ann Surg.,"[""curettage may result in transection of the tumor at the deep"", ""patients from the John Wayne Cancer Clinic. Ann Surg.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,20,margin. The maximal thickness should be recorded without 1991;214:491-9; discussion 499-501.,"[""margin. The maximal thickness should be recorded without"", ""1991;214:491-9; discussion 499-501.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,21,"the addition of any residual tumor found in the re-excision. 3. Rousseau DL Jr, Ross MI, Johnson MM, et al. Revised","[""the addition of any residual tumor found in the re-excision."", ""3. Rousseau DL Jr, Ross MI, Johnson MM, et al. Revised""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,22,If the total thickness found in the re-excision is greater than American Joint Committee on Cancer staging criteria,"[""If the total thickness found in the re-excision is greater than"", ""American Joint Committee on Cancer staging criteria""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,23,accurately predict sentinel lymph node positivity in clini-,"[""accurately predict sentinel lymph node positivity in clini-""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,24,"the thickness of the original biopsy, then only the maximal","[""the thickness of the original biopsy, then only the maximal""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,25,cally node-negative melanoma patients. Ann Surg Oncol.,"[""cally node-negative melanoma patients. Ann Surg Oncol.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,26,thickness in the re-excision should be recorded. Other prog- 2003;10:569-74.,"[""thickness in the re-excision should be recorded. Other prog-"", ""2003;10:569-74.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,27,"nostic features of localized melanomas were not incorporated 4. Karakousis GC, Gimotty PA, Botbyl JD, et al. Predictors of","[""nostic features of localized melanomas were not incorporated"", ""4. Karakousis GC, Gimotty PA, Botbyl JD, et al. Predictors of""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,28,"into the new TNM categories, but are important nevertheless","[""into the new TNM categories, but are important nevertheless""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,29,to record in medical records and cancer registries so that the,"[""to record in medical records and cancer registries so that the""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,30,regional nodal disease in patients with thin melanomas. Ann 31,"[""regional nodal disease in patients with thin melanomas. Ann"", ""31""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,31,Surg Oncol. 2006;13:533-41.,"[""Surg Oncol. 2006;13:533-41.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,32,"information is available for other types of data analysis, such 5. Vaquerano J, Kraybill WG, Driscoll DL, et al. American Joint","[""information is available for other types of data analysis, such"", ""5. Vaquerano J, Kraybill WG, Driscoll DL, et al. American Joint""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,33,as for clinical trials. These include the patient’s age and gen- Committee on Cancer clinical stage as a selection criterion,"[""as for clinical trials. These include the patient’s age and gen-"", ""Committee on Cancer clinical stage as a selection criterion""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,34,"der, the anatomic site of the primary melanoma (i.e., trunk, for sentinel lymph node biopsy in thin melanoma. Ann Surg","[""der, the anatomic site of the primary melanoma (i.e., trunk,"", ""for sentinel lymph node biopsy in thin melanoma. Ann Surg""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,35,"extremities, or head and neck), regression (if present), and Oncol. 2006;13:198-204.","[""extremities, or head and neck), regression (if present), and"", ""Oncol. 2006;13:198-204.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,36,"the growth pattern (superficial spreading, nodular, lentigo 6. Paek SC, Griffith KA, Johnson TM, et al. The impact of fac-","[""the growth pattern (superficial spreading, nodular, lentigo"", ""6. Paek SC, Griffith KA, Johnson TM, et al. The impact of fac-""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,37,"maligna melanoma, acral lentiginous melanoma, or desmo- tors beyond Breslow depth on predicting sentinel lymph","[""maligna melanoma, acral lentiginous melanoma, or desmo-"", ""tors beyond Breslow depth on predicting sentinel lymph""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,38,node positivity in melanoma. Cancer. 2007;109:100-8.,"[""node positivity in melanoma. Cancer. 2007;109:100-8.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,39,plastic melanoma).,"[""plastic melanoma).""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,40,"7. Morton DL, Cochran AJ, Thompson JF, et al. Sentinel node","[""7. Morton DL, Cochran AJ, Thompson JF, et al. Sentinel node""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,41,biopsy for early-stage melanoma: accuracy and morbid-,"[""biopsy for early-stage melanoma: accuracy and morbid-""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,42,"Stage III Melanoma. Electronic data fields for melanoma ity in MSLT-I, an international multicenter trial. Ann Surg.","[""Stage III Melanoma. Electronic data fields for melanoma"", ""ity in MSLT-I, an international multicenter trial. Ann Surg.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,43,should incorporate all the information listed above for the 2005;242:302-11; discussion 311-3.,"[""should incorporate all the information listed above for the"", ""2005;242:302-11; discussion 311-3.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,44,"primary melanoma. In addition, the total number of meta- 8. Balch CM, Cascinelli N. Sentinel-node biopsy in melanoma.","[""primary melanoma. In addition, the total number of meta-"", ""8. Balch CM, Cascinelli N. Sentinel-node biopsy in melanoma.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,45,static lymph nodes identified by the pathologist (out of a total N Engl J Med. 2006;355:1370-1.,"[""static lymph nodes identified by the pathologist (out of a total"", ""N Engl J Med. 2006;355:1370-1.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,46,"number of lymph nodes examined), the presence or absence 9. Carlson GW, Murray DR, Hestley A, et al. Sentinel lymph","[""number of lymph nodes examined), the presence or absence"", ""9. Carlson GW, Murray DR, Hestley A, et al. Sentinel lymph""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,47,"of intralymphatic metastases (satellites or in transits), and node mapping for thick (> or = 4-mm) melanoma: should","[""of intralymphatic metastases (satellites or in transits), and"", ""node mapping for thick (> or = 4-mm) melanoma: should""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,48,the intent of the surgical procedure that led to the detection we be doing it? Ann Surg Oncol. 2003;10:408-15.,"[""the intent of the surgical procedure that led to the detection"", ""we be doing it? Ann Surg Oncol. 2003;10:408-15.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,49,"of the nodal metastases (i.e., a “therapeutic” lymphadenec- 10. Ferrone CR, Panageas KS, Busam K, et al. Multivariate prog-","[""of the nodal metastases (i.e., a “therapeutic” lymphadenec-"", ""10. Ferrone CR, Panageas KS, Busam K, et al. Multivariate prog-""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,50,tomy for clinically detectable metastatic lymph nodes or a nostic model for patients with thick cutaneous melanoma:,"[""tomy for clinically detectable metastatic lymph nodes or a"", ""nostic model for patients with thick cutaneous melanoma:""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,51,importance of sentinel lymph node status. Ann Surg Oncol.,"[""importance of sentinel lymph node status. Ann Surg Oncol.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,52,sentinel lymph node biopsy that detected clinically occult,"[""sentinel lymph node biopsy that detected clinically occult""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,53,2002;9:637-45.,"[""2002;9:637-45.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,54,"metastases). The former define “macroscopic” nodal disease 11. Chao C, Wong SL, Ross MI, et al. Patterns of early recurrence","[""metastases). The former define “macroscopic” nodal disease"", ""11. Chao C, Wong SL, Ross MI, et al. Patterns of early recurrence""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,55,while the latter would define “microscopic” nodal disease. It after sentinel lymph node biopsy for melanoma. Am J Surg.,"[""while the latter would define “microscopic” nodal disease. It"", ""after sentinel lymph node biopsy for melanoma. Am J Surg.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,56,is acknowledged that these terms are operational definitions 2002;184:520-4; discussion 525.,"[""is acknowledged that these terms are operational definitions"", ""2002;184:520-4; discussion 525.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,57,"simply used for communicating a level of tumor burden, 12. Cascinelli N, Bombardieri E, Bufalino R, et al. Sentinel","[""simply used for communicating a level of tumor burden,"", ""12. Cascinelli N, Bombardieri E, Bufalino R, et al. Sentinel""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,58,and are not intended to be used as a more strict definition and nonsentinel node status in stage IB and II melanoma,"[""and are not intended to be used as a more strict definition"", ""and nonsentinel node status in stage IB and II melanoma""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,59,of microscopic disease that cannot be observed without a patients: two-step prognostic indicators of survival. J Clin,"[""of microscopic disease that cannot be observed without a"", ""patients: two-step prognostic indicators of survival. J Clin""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,60,microscope. Given the evolving importance of sentinel node Oncol. 2006;24:4464-71.,"[""microscope. Given the evolving importance of sentinel node"", ""Oncol. 2006;24:4464-71.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,61,"microscopic tumor burden in recent reports, pathologists 13. Sondak VK, Taylor JM, Sabel MS, et al. Mitotic rate and","[""microscopic tumor burden in recent reports, pathologists"", ""13. Sondak VK, Taylor JM, Sabel MS, et al. Mitotic rate and""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,62,should also consider reporting the diameter of the largest younger age are predictors of sentinel lymph node positivity:,"[""should also consider reporting the diameter of the largest"", ""younger age are predictors of sentinel lymph node positivity:""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,63,metastasis in the sentinel node and/or the percentage area of lessons learned from the generation of a probabilistic model.,"[""metastasis in the sentinel node and/or the percentage area of"", ""lessons learned from the generation of a probabilistic model.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,64,Ann Surg Oncol. 2004;11:247-58.,"[""Ann Surg Oncol. 2004;11:247-58.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,65,the node involved by tumor.,"[""the node involved by tumor.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,66,"14. McMasters KM, Wong SL, Edwards MJ, et al. Factors that","[""14. McMasters KM, Wong SL, Edwards MJ, et al. Factors that""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,67,predict the presence of sentinel lymph node metastasis in,"[""predict the presence of sentinel lymph node metastasis in""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,68,Stage IV Melanoma. Electronic fields for patients with patients with melanoma. Surgery. 2001;130:151-6.,"[""Stage IV Melanoma. Electronic fields for patients with"", ""patients with melanoma. Surgery. 2001;130:151-6.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,69,"Stage IV melanoma should include all the information listed 15. Leong SP, Kashani-Sabet M, Desmond RA, et al. Clini-","[""Stage IV melanoma should include all the information listed"", ""15. Leong SP, Kashani-Sabet M, Desmond RA, et al. Clini-""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,70,"above for the primary melanoma and regional metastases, cal significance of occult metastatic melanoma in sentinel","[""above for the primary melanoma and regional metastases,"", ""cal significance of occult metastatic melanoma in sentinel""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,71,plus the site(s) of distant metastases as well as the serum LDH lymph nodes and other high-risk factors based on long-,"[""plus the site(s) of distant metastases as well as the serum LDH"", ""lymph nodes and other high-risk factors based on long-""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,72,level (normal vs. elevated). Additional data to be considered term follow-up. World J Surg. 2005;29:683-91.,"[""level (normal vs. elevated). Additional data to be considered"", ""term follow-up. World J Surg. 2005;29:683-91.""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,77,Melanoma of the Skin 337,"[""Melanoma of the Skin"", ""337""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,82,"In order to view this proof accurately, the Overprint Preview Option must be","[""In order to view this proof accurately, the Overprint Preview Option must be""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,83,set to Always in Acrobat Professional or Adobe Reader. Please contact your,"[""set to Always in Acrobat Professional or Adobe Reader. Please contact your""]"
AJCC7,353,Melanoma of the Skin,Melanoma of the Skin,84,Customer Service Representative if you have questions about finding this option.,"[""Customer Service Representative if you have questions about finding this option.""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,1,Job Name: -- /381449t,"[""Job Name: --"", ""/381449t""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,6,"16. Gershenwald JE, Thompson W, Mansfield PF, et al. Multi- 34. Kesmodel SB, Karakousis GC, Botbyl JD, et al. Mitotic rate","[""16. Gershenwald JE, Thompson W, Mansfield PF, et al. Multi-"", ""34. Kesmodel SB, Karakousis GC, Botbyl JD, et al. Mitotic rate""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,7,institutional melanoma lymphatic mapping experience: as a predictor of sentinel lymph node positivity in patients,"[""institutional melanoma lymphatic mapping experience:"", ""as a predictor of sentinel lymph node positivity in patients""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,8,the prognostic value of sentinel lymph node status in 612 with thin melanomas. Ann Surg Oncol. 2005;12:449-58.,"[""the prognostic value of sentinel lymph node status in 612"", ""with thin melanomas. Ann Surg Oncol. 2005;12:449-58.""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,9,stage I or II melanoma patients. J Clin Oncol. 1999;17:976-83. 35. Busam KJ. The prognostic importance of tumor mitotic,"[""stage I or II melanoma patients. J Clin Oncol. 1999;17:976-83."", ""35. Busam KJ. The prognostic importance of tumor mitotic""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,10,"17. Cormier JN, Xing Y, Ding M, et al. Population-based assess- rate for patients with primary cutaneous melanoma. Ann","[""17. Cormier JN, Xing Y, Ding M, et al. Population-based assess-"", ""rate for patients with primary cutaneous melanoma. Ann""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,11,ment of surgical treatment trends for patients with mela- Surg Oncol. 2004;11:360-1.,"[""ment of surgical treatment trends for patients with mela-"", ""Surg Oncol. 2004;11:360-1.""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,12,"noma in the era of sentinel lymph node biopsy. J Clin Oncol. 36. Francken AB, Shaw HM, Thompson JF, et al. The prog-","[""noma in the era of sentinel lymph node biopsy. J Clin Oncol."", ""36. Francken AB, Shaw HM, Thompson JF, et al. The prog-""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,13,2005;23:6054-62. nostic importance of tumor mitotic rate confirmed in,"[""2005;23:6054-62."", ""nostic importance of tumor mitotic rate confirmed in""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,14,"18. Voit C, Kron M, Schafer G, et al. Ultrasound-guided fine nee- 1317 patients with primary cutaneous melanoma and long","[""18. Voit C, Kron M, Schafer G, et al. Ultrasound-guided fine nee-"", ""1317 patients with primary cutaneous melanoma and long""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,15,dle aspiration cytology prior to sentinel lymph node biopsy follow-up. Ann Surg Oncol. 2004;11:426-33.,"[""dle aspiration cytology prior to sentinel lymph node biopsy"", ""follow-up. Ann Surg Oncol. 2004;11:426-33.""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,16,"in melanoma patients. Ann Surg Oncol. 2006;13:1682-9. 37. Azzola MF, Shaw HM, Thompson JF, et al. Tumor mitotic","[""in melanoma patients. Ann Surg Oncol. 2006;13:1682-9."", ""37. Azzola MF, Shaw HM, Thompson JF, et al. Tumor mitotic""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,17,"19. Doubrovsky A, Scolyer RA, Murali R, et al. Diagnostic accu- rate is a more powerful prognostic indicator than ulceration","[""19. Doubrovsky A, Scolyer RA, Murali R, et al. Diagnostic accu-"", ""rate is a more powerful prognostic indicator than ulceration""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,18,racy of fine needle biopsy for metastatic melanoma and in patients with primary cutaneous melanoma: an analysis,"[""racy of fine needle biopsy for metastatic melanoma and"", ""in patients with primary cutaneous melanoma: an analysis""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,19,its implications for patient management. Ann Surg Oncol. of 3661 patients from a single center. Cancer. 2003;97:1488-98.,"[""its implications for patient management. Ann Surg Oncol."", ""of 3661 patients from a single center. Cancer. 2003;97:1488-98.""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,20,"2008;15:323-332. 37a. Scolyer RA, Shaw HM, Thompson JF, et al. Interobserver","[""2008;15:323-332."", ""37a. Scolyer RA, Shaw HM, Thompson JF, et al. Interobserver""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,21,"20. van Rijk MC, Teertstra HJ, Peterse JL, et al. Ultrasonogra- reproducibility of histopathologic prognostic variables","[""20. van Rijk MC, Teertstra HJ, Peterse JL, et al. Ultrasonogra-"", ""reproducibility of histopathologic prognostic variables""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,22,phy and fine-needle aspiration cytology in the preoperative in primary cutaneous melanomas. Am J Surg Pathol.,"[""phy and fine-needle aspiration cytology in the preoperative"", ""in primary cutaneous melanomas. Am J Surg Pathol.""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,23,evaluation of melanoma patients eligible for sentinel node 2003;27:1571-6.,"[""evaluation of melanoma patients eligible for sentinel node"", ""2003;27:1571-6.""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,24,"biopsy. Ann Surg Oncol. 2006;13:1511-6. 38. Clark WH Jr, From L, Bernardino EA, et al. The histogen-","[""biopsy. Ann Surg Oncol. 2006;13:1511-6."", ""38. Clark WH Jr, From L, Bernardino EA, et al. The histogen-""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,25,"21. Starritt EC, Uren RF, Scolyer RA, et al. Ultrasound examination esis and biologic behavior of primary human malignant","[""21. Starritt EC, Uren RF, Scolyer RA, et al. Ultrasound examination"", ""esis and biologic behavior of primary human malignant""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,26,of sentinel nodes in the initial assessment of patients with pri- melanomas of the skin. Cancer Res. 1969;29:705-27.,"[""of sentinel nodes in the initial assessment of patients with pri-"", ""melanomas of the skin. Cancer Res. 1969;29:705-27.""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,27,"mary cutaneous melanoma. Ann Surg Oncol. 2005;12:18-23. 39. Balch CM, Soong S, Ross MI, et al. Long-term results of a","[""mary cutaneous melanoma. Ann Surg Oncol. 2005;12:18-23."", ""39. Balch CM, Soong S, Ross MI, et al. Long-term results of a""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,28,"22. Rossi CR, Mocellin S, Scagnet B, et al. The role of preop- multi-institutional randomized trial comparing prognostic","[""22. Rossi CR, Mocellin S, Scagnet B, et al. The role of preop-"", ""multi-institutional randomized trial comparing prognostic""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,29,erative ultrasound scan in detecting lymph node metastasis factors and surgical results for intermediate thickness mel-,"[""erative ultrasound scan in detecting lymph node metastasis"", ""factors and surgical results for intermediate thickness mel-""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,30,before sentinel node biopsy in melanoma patients. J Surg anomas (1.0 to 4.0 mm). Intergroup Melanoma Surgical,"[""before sentinel node biopsy in melanoma patients. J Surg"", ""anomas (1.0 to 4.0 mm). Intergroup Melanoma Surgical""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,31,Oncol. 2003;83:80-4. Trial. Ann Surg Oncol. 2000;7:87-97.,"[""Oncol. 2003;83:80-4."", ""Trial. Ann Surg Oncol. 2000;7:87-97.""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,32,"23. Lee JH, Essner R, Torisu-Itakura H, et al. Factors predictive 40. Buzaid AC, Ross MI, Balch CM, et al. Critical analysis of the","[""23. Lee JH, Essner R, Torisu-Itakura H, et al. Factors predictive"", ""40. Buzaid AC, Ross MI, Balch CM, et al. Critical analysis of the""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,33,of tumor-positive nonsentinel lymph nodes after tumor- current American Joint Committee on Cancer staging sys-,"[""of tumor-positive nonsentinel lymph nodes after tumor-"", ""current American Joint Committee on Cancer staging sys-""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,34,positive sentinel lymph node dissection for melanoma. J Clin tem for cutaneous melanoma and proposal of a new staging,"[""positive sentinel lymph node dissection for melanoma. J Clin"", ""tem for cutaneous melanoma and proposal of a new staging""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,35,Oncol. 2004;22:3677-84. system. J Clin Oncol. 1997;15:1039-51.,"[""Oncol. 2004;22:3677-84."", ""system. J Clin Oncol. 1997;15:1039-51.""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,36,"24. Balch CM, Buzaid AC, Soong SJ, et al. Final version of the 41. Breslow A. Problems in the measurement of tumor thick-","[""24. Balch CM, Buzaid AC, Soong SJ, et al. Final version of the"", ""41. Breslow A. Problems in the measurement of tumor thick-""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,37,American Joint Committee on Cancer staging system for ness and level of invasion in cutaneous melanoma. Hum,"[""American Joint Committee on Cancer staging system for"", ""ness and level of invasion in cutaneous melanoma. Hum""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,38,cutaneous melanoma. J Clin Oncol. 2001;19:3635-48. Pathol. 1977;8:1-2.,"[""cutaneous melanoma. J Clin Oncol. 2001;19:3635-48."", ""Pathol. 1977;8:1-2.""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,39,"25. Dessureault S, Soong SJ, Ross MI, et al. Improved staging of 42. Prade M, Sancho-Garnier H, Cesarini JP, et al. Difficulties","[""25. Dessureault S, Soong SJ, Ross MI, et al. Improved staging of"", ""42. Prade M, Sancho-Garnier H, Cesarini JP, et al. Difficulties""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,40,node-negative patients with intermediate to thick melano- encountered in the application of Clark classification and,"[""node-negative patients with intermediate to thick melano-"", ""encountered in the application of Clark classification and""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,41,mas (>1 mm) with the use of lymphatic mapping and sen- the Breslow thickness measurement in cutaneous malig-,"[""mas (>1 mm) with the use of lymphatic mapping and sen-"", ""the Breslow thickness measurement in cutaneous malig-""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,42,tinel lymph node biopsy. Ann Surg Oncol. 2001;8:766-70. nant melanoma. Int J Cancer. 1980;26:159-63.,"[""tinel lymph node biopsy. Ann Surg Oncol. 2001;8:766-70."", ""nant melanoma. Int J Cancer. 1980;26:159-63.""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,43,"26. Breslow A. Tumor thickness, level of invasion and node dis- 43. Finley JW, Gibbs JF, Rodriguez LM, et al. Pathologic and","[""26. Breslow A. Tumor thickness, level of invasion and node dis-"", ""43. Finley JW, Gibbs JF, Rodriguez LM, et al. Pathologic and""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,44,section in stage I cutaneous melanoma. Ann Surg. 1975;182: clinical features influencing outcome of thin cutaneous,"[""section in stage I cutaneous melanoma. Ann Surg. 1975;182:"", ""clinical features influencing outcome of thin cutaneous""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,45,572-5. melanoma: correlation with newly proposed staging sys-,"[""572-5."", ""melanoma: correlation with newly proposed staging sys-""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,46,"27. Breslow A. Thickness, cross-sectional areas and depth of tem. Am Surg. 2000;66:527-31; discussion 531-2.","[""27. Breslow A. Thickness, cross-sectional areas and depth of"", ""tem. Am Surg. 2000;66:527-31; discussion 531-2.""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,47,"invasion in the prognosis of cutaneous melanoma. Ann Surg. 44. Salman SM, Rogers GS. Prognostic factors in thin cuta-","[""invasion in the prognosis of cutaneous melanoma. Ann Surg."", ""44. Salman SM, Rogers GS. Prognostic factors in thin cuta-""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,48,1970;172:902-8. neous malignant melanoma. J Dermatol Surg Oncol.,"[""1970;172:902-8."", ""neous malignant melanoma. J Dermatol Surg Oncol.""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,49,"28. Spatz A, Cook MG, Elder DE, et al. Interobserver reproduc- 1990;16: 413-8.","[""28. Spatz A, Cook MG, Elder DE, et al. Interobserver reproduc-"", ""1990;16: 413-8.""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,50,"ibility of ulceration assessment in primary cutaneous mela- 45. Shaw HM, McCarthy WH, McCarthy SW, et al. Thin malig-","[""ibility of ulceration assessment in primary cutaneous mela-"", ""45. Shaw HM, McCarthy WH, McCarthy SW, et al. Thin malig-""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,51,nomas. Eur J Cancer. 2003;39:1861-5. nant melanomas and recurrence potential. Arch Surg.,"[""nomas. Eur J Cancer. 2003;39:1861-5."", ""nant melanomas and recurrence potential. Arch Surg.""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,52,"29. Balch CM, Murad TM, Soong SJ, et al. A multifactorial 1987;122:1147-50.","[""29. Balch CM, Murad TM, Soong SJ, et al. A multifactorial"", ""1987;122:1147-50.""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,53,"analysis of melanoma: prognostic histopathological features 46. Morton DL, Davtyan DG, Wanek LA, et al. Multivariate","[""analysis of melanoma: prognostic histopathological features"", ""46. Morton DL, Davtyan DG, Wanek LA, et al. Multivariate""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,54,comparing Clark’s and Breslow’s staging methods. Ann Surg. analysis of the relationship between survival and the micro-,"[""comparing Clark’s and Breslow’s staging methods. Ann Surg."", ""analysis of the relationship between survival and the micro-""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,55,1978;188:732-42. stage of primary melanoma by Clark level and Breslow,"[""1978;188:732-42."", ""stage of primary melanoma by Clark level and Breslow""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,56,"30. Balch CM, Soong SJ, Murad TM, et al. A multifactorial analy- thickness. Cancer. 1993;71:3737-43.","[""30. Balch CM, Soong SJ, Murad TM, et al. A multifactorial analy-"", ""thickness. Cancer. 1993;71:3737-43.""]"
AJCC7,354,Melanoma of the Skin,Melanoma of the Skin,57,"sis of melanoma. II. Prognostic factors in patients with stage 47. Marghoob AA, Koenig K, Bittencourt FV, et al. Breslow","[""sis of melanoma. II. Prognostic factors in patients with stage"", ""47. Marghoob AA, Koenig K, Bittencourt FV, et al. Breslow""]"
