edition,source_pdf_page,site,source_site,line_no,raw_line,columns_json
AJCC7,67,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",47,dimension,"[""dimension""]"
AJCC7,67,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",48,"T2 Tumor invades more than one subsite of hypopharynx or an adjacent site, or T2","[""T2"", ""Tumor invades more than one subsite of hypopharynx or an adjacent site, or"", ""T2""]"
AJCC7,67,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",49,measures more than 2 cm but not more than 4 cm in greatest dimension,"[""measures more than 2 cm but not more than 4 cm in greatest dimension""]"
AJCC7,67,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",50,without fixation of hemilarynx,"[""without fixation of hemilarynx""]"
AJCC7,67,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",51,T3 Tumor more than 4 cm in greatest dimension or with fixation of hemilarynx or T3,"[""T3"", ""Tumor more than 4 cm in greatest dimension or with fixation of hemilarynx or"", ""T3""]"
AJCC7,67,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",52,extension to esophagus,"[""extension to esophagus""]"
AJCC7,67,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",53,T4a Moderately advanced local disease. T4a,"[""T4a"", ""Moderately advanced local disease."", ""T4a""]"
AJCC7,67,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",54,"Tumor invades thyroid/cricoid cartilage, hyoid bone, thyroid gland, or central","[""Tumor invades thyroid/cricoid cartilage, hyoid bone, thyroid gland, or central""]"
AJCC7,67,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",55,compartment soft tissue*,"[""compartment soft tissue*""]"
AJCC7,67,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",56,T4b Very advanced local disease. T4b,"[""T4b"", ""Very advanced local disease."", ""T4b""]"
AJCC7,67,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",57,"Tumor invades prevertebral fascia, encases carotid artery, or involves","[""Tumor invades prevertebral fascia, encases carotid artery, or involves""]"
AJCC7,67,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",58,mediastinal structures,"[""mediastinal structures""]"
AJCC7,67,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",59,* Central compartment soft tissue includes prelaryngeal strap muscles and,"[""* Central compartment soft tissue includes prelaryngeal strap muscles and""]"
AJCC7,67,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",60,subcutaneous fat.,"[""subcutaneous fat.""]"
AJCC7,67,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",64,HOSPITAL NAME /ADDRESS PATIENT NAME / INFORMATION,"[""HOSPITAL NAME /ADDRESS"", ""PATIENT NAME / INFORMATION""]"
AJCC7,67,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",69,(continued on next page),"[""(continued on next page)""]"
AJCC7,67,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",74,Pharynx 51,"[""Pharynx"", ""51""]"
AJCC7,67,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",79,"In order to view this proof accurately, the Overprint Preview Option must be","[""In order to view this proof accurately, the Overprint Preview Option must be""]"
AJCC7,67,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",80,set to Always in Acrobat Professional or Adobe Reader. Please contact your,"[""set to Always in Acrobat Professional or Adobe Reader. Please contact your""]"
AJCC7,67,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",81,Customer Service Representative if you have questions about finding this option.,"[""Customer Service Representative if you have questions about finding this option.""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",1,Job Name: -- /381449t,"[""Job Name: --"", ""/381449t""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",6,PHARYNX STAGING FORM,"[""PHARYNX STAGING FORM""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",7,REGIONAL LYMPH NODES (N),"[""REGIONAL LYMPH NODES (N)""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",8,Nasopharynx,"[""Nasopharynx""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",9,The distribution and the prognostic impact of regional lymph node spread from,"[""The distribution and the prognostic impact of regional lymph node spread from""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",10,"nasopharynx cancer, particularly of the undifferentiated type, are different from","[""nasopharynx cancer, particularly of the undifferentiated type, are different from""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",11,those of other head and neck mucosal cancers and justify the use of a different,"[""those of other head and neck mucosal cancers and justify the use of a different""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",12,N classification scheme.,"[""N classification scheme.""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",14,NX Regional lymph nodes cannot be assessed NX,"[""NX"", ""Regional lymph nodes cannot be assessed"", ""NX""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",15,N0 No regional lymph node metastasis N0,"[""N0"", ""No regional lymph node metastasis"", ""N0""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",16,"N1 Unilateral metastasis in lymph node(s), 6 cm or less in greatest dimension, N1","[""N1"", ""Unilateral metastasis in lymph node(s), 6 cm or less in greatest dimension,"", ""N1""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",17,"above the supraclavicular fossa, and/or unilateral or bilateral, retropharyngeal","[""above the supraclavicular fossa, and/or unilateral or bilateral, retropharyngeal""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",18,"lymph nodes, 6 cm or less, in greatest dimension*","[""lymph nodes, 6 cm or less, in greatest dimension*""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",19,"N2 Bilateral metastasis in lymph node(s), 6 cm or less in greatest dimension, above N2","[""N2"", ""Bilateral metastasis in lymph node(s), 6 cm or less in greatest dimension, above"", ""N2""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",20,the supraclavicular fossa*,"[""the supraclavicular fossa*""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",21,N3 Metastasis in a lymph node(s)* >6 cm and/or extension to supraclavicular fossa N3,"[""N3"", ""Metastasis in a lymph node(s)* >6 cm and/or extension to supraclavicular fossa"", ""N3""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",22,N3a Greater than 6 cm in dimension N3a,"[""N3a"", ""Greater than 6 cm in dimension"", ""N3a""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",23,N3b Extension to the supraclavicular fossa** N3b,"[""N3b"", ""Extension to the supraclavicular fossa**"", ""N3b""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",24,* Midline nodes are considered ipsilateral nodes.,"[""* Midline nodes are considered ipsilateral nodes.""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",25,**Supraclavicular zone or fossa is relevant to the staging of nasopharyngeal,"[""**Supraclavicular zone or fossa is relevant to the staging of nasopharyngeal""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",26,carcinoma and is the triangular region originally described by Ho. It is defined,"[""carcinoma and is the triangular region originally described by Ho. It is defined""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",27,"by three points: (1) the superior margin of the sternal end of the clavicle, (2)","[""by three points: (1) the superior margin of the sternal end of the clavicle, (2)""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",28,"the superior margin of the lateral end of the clavicle, (3) the point where the","[""the superior margin of the lateral end of the clavicle, (3) the point where the""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",29,neck meets the shoulder (see Fig. 4.2). Note that this would include caudal,"[""neck meets the shoulder (see Fig. 4.2). Note that this would include caudal""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",30,portions of Levels IV and VB. All cases with lymph nodes (whole or part) in,"[""portions of Levels IV and VB. All cases with lymph nodes (whole or part) in""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",31,the fossa are considered N3b.,"[""the fossa are considered N3b.""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",33,Oropharynx and Hypopharynx,"[""Oropharynx and Hypopharynx""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",34,NX Regional lymph nodes cannot be assessed NX,"[""NX"", ""Regional lymph nodes cannot be assessed"", ""NX""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",35,N0 No regional lymph node metastasis N0,"[""N0"", ""No regional lymph node metastasis"", ""N0""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",36,"N1 Metastasis in a single ipsilateral lymph node, 3 cm or less in greatest dimension N1","[""N1"", ""Metastasis in a single ipsilateral lymph node, 3 cm or less in greatest dimension"", ""N1""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",37,"N2 Metastasis in a single ipsilateral lymph node, more than 3 cm but not more than N2","[""N2"", ""Metastasis in a single ipsilateral lymph node, more than 3 cm but not more than"", ""N2""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",38,"6 cm in greatest dimension, or in multiple ipsilateral lymph nodes, none more","[""6 cm in greatest dimension, or in multiple ipsilateral lymph nodes, none more""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",39,"than 6 cm in greatest dimension, or in bilateral or contralateral lymph nodes,","[""than 6 cm in greatest dimension, or in bilateral or contralateral lymph nodes,""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",40,none more than 6 cm in greatest dimension,"[""none more than 6 cm in greatest dimension""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",41,N2a Metastasis in a single ipsilateral lymph node more than 3 cm but not more than N2a,"[""N2a"", ""Metastasis in a single ipsilateral lymph node more than 3 cm but not more than"", ""N2a""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",42,6 cm in greatest dimension,"[""6 cm in greatest dimension""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",43,"N2b Metastasis in multiple ipsilateral lymph nodes, none more than 6 cm in greatest N2b","[""N2b"", ""Metastasis in multiple ipsilateral lymph nodes, none more than 6 cm in greatest"", ""N2b""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",44,dimension,"[""dimension""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",45,"N2c Metastasis in bilateral or contralateral lymph nodes, none more than 6 cm in N2c","[""N2c"", ""Metastasis in bilateral or contralateral lymph nodes, none more than 6 cm in"", ""N2c""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",46,greatest dimension,"[""greatest dimension""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",47,N3 Metastasis in a lymph node more than 6 cm in greatest dimension N3,"[""N3"", ""Metastasis in a lymph node more than 6 cm in greatest dimension"", ""N3""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",48,* Metastases at Level VII are considered regional lymph node metastases.,"[""* Metastases at Level VII are considered regional lymph node metastases.""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",50,DISTANT METASTASIS (M),"[""DISTANT METASTASIS (M)""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",51,M0 No distant metastasis (no pathologic M0; use clinical M to complete stage group),"[""M0"", ""No distant metastasis (no pathologic M0; use clinical M to complete stage group)""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",52,M1 Distant metastasis M1,"[""M1"", ""Distant metastasis"", ""M1""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",57,HOSPITAL NAME /ADDRESS PATIENT NAME / INFORMATION,"[""HOSPITAL NAME /ADDRESS"", ""PATIENT NAME / INFORMATION""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",62,(continued from previous page),"[""(continued from previous page)""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",67,52 American Joint Committee on Cancer • 2010,"[""52"", ""American Joint Committee on Cancer • 2010""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",72,"In order to view this proof accurately, the Overprint Preview Option must be","[""In order to view this proof accurately, the Overprint Preview Option must be""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",73,set to Always in Acrobat Professional or Adobe Reader. Please contact your,"[""set to Always in Acrobat Professional or Adobe Reader. Please contact your""]"
AJCC7,68,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",74,Customer Service Representative if you have questions about finding this option.,"[""Customer Service Representative if you have questions about finding this option.""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",1,Job Name: -- /381449t,"[""Job Name: --"", ""/381449t""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",6,PHARYNX STAGING FORM,"[""PHARYNX STAGING FORM""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",7,ANATOMIC STAGE • PROGNOSTIC GROUPS-NASOPHARYNX,"[""ANATOMIC STAGE • PROGNOSTIC GROUPS-NASOPHARYNX""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",8,C LINICAL P ATHOLOGIC,"[""C LINICAL"", ""P ATHOLOGIC""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",9,GROUP T N M GROUP T N M,"[""GROUP"", ""T"", ""N"", ""M"", ""GROUP"", ""T"", ""N"", ""M""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",10,0 Tis N0 M0 0 Tis N0 M0,"[""0"", ""Tis"", ""N0"", ""M0"", ""0"", ""Tis"", ""N0"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",11,I T1 N0 M0 I T1 N0 M0,"[""I"", ""T1"", ""N0"", ""M0"", ""I"", ""T1"", ""N0"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",12,II T1 N1 M0 II T1 N1 M0,"[""II"", ""T1"", ""N1"", ""M0"", ""II"", ""T1"", ""N1"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",13,T2 N0 M0 T2 N0 M0,"[""T2"", ""N0"", ""M0"", ""T2"", ""N0"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",14,T2 N1 M0 T2 N1 M0,"[""T2"", ""N1"", ""M0"", ""T2"", ""N1"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",15,III T1 N2 M0 III T1 N2 M0,"[""III"", ""T1"", ""N2"", ""M0"", ""III"", ""T1"", ""N2"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",16,T2 N2 M0 T2 N2 M0,"[""T2"", ""N2"", ""M0"", ""T2"", ""N2"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",17,T3 N0 M0 T3 N0 M0,"[""T3"", ""N0"", ""M0"", ""T3"", ""N0"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",18,T3 N1 M0 T3 N1 M0,"[""T3"", ""N1"", ""M0"", ""T3"", ""N1"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",19,T3 N2 M0 T3 N2 M0,"[""T3"", ""N2"", ""M0"", ""T3"", ""N2"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",20,IVA T4 N0 M0 IVA T4 N0 M0,"[""IVA"", ""T4"", ""N0"", ""M0"", ""IVA"", ""T4"", ""N0"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",21,T4 N1 M0 T4 N1 M0,"[""T4"", ""N1"", ""M0"", ""T4"", ""N1"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",22,T4 N2 M0 T4 N2 M0,"[""T4"", ""N2"", ""M0"", ""T4"", ""N2"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",23,IVB Any T N3 M0 IVB Any T N3 M0,"[""IVB"", ""Any T"", ""N3"", ""M0"", ""IVB"", ""Any T"", ""N3"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",24,IVC Any T Any N M1 IVC Any T Any N M1,"[""IVC"", ""Any T"", ""Any N"", ""M1"", ""IVC"", ""Any T"", ""Any N"", ""M1""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",26,Stage unknown Stage unknown,"[""Stage unknown"", ""Stage unknown""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",27,"ANATOMIC STAGE • PROGNOSTIC GROUPS-OROPHARYNX, HYPOPHARYNX","[""ANATOMIC STAGE • PROGNOSTIC GROUPS-OROPHARYNX, HYPOPHARYNX""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",28,C LINICAL P ATHOLOGIC,"[""C LINICAL"", ""P ATHOLOGIC""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",29,GROUP T N M GROUP T N M,"[""GROUP"", ""T"", ""N"", ""M"", ""GROUP"", ""T"", ""N"", ""M""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",30,0 Tis N0 M0 0 Tis N0 M0,"[""0"", ""Tis"", ""N0"", ""M0"", ""0"", ""Tis"", ""N0"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",31,I T1 N0 M0 I T1 N0 M0,"[""I"", ""T1"", ""N0"", ""M0"", ""I"", ""T1"", ""N0"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",32,II T2 N0 M0 II T2 N0 M0,"[""II"", ""T2"", ""N0"", ""M0"", ""II"", ""T2"", ""N0"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",33,III T3 N0 M0 III T3 N0 M0,"[""III"", ""T3"", ""N0"", ""M0"", ""III"", ""T3"", ""N0"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",34,T1 N1 M0 T1 N1 M0,"[""T1"", ""N1"", ""M0"", ""T1"", ""N1"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",35,T2 N1 M0 T2 N1 M0,"[""T2"", ""N1"", ""M0"", ""T2"", ""N1"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",36,T3 N1 M0 T3 N1 M0,"[""T3"", ""N1"", ""M0"", ""T3"", ""N1"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",37,IVA T4a N0 M0 IVA T4a N0 M0,"[""IVA"", ""T4a"", ""N0"", ""M0"", ""IVA"", ""T4a"", ""N0"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",38,T4a N1 M0 T4a N1 M0,"[""T4a"", ""N1"", ""M0"", ""T4a"", ""N1"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",39,T1 N2 M0 T1 N2 M0,"[""T1"", ""N2"", ""M0"", ""T1"", ""N2"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",40,T2 N2 M0 T2 N2 M0,"[""T2"", ""N2"", ""M0"", ""T2"", ""N2"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",41,T3 N2 M0 T3 N2 M0,"[""T3"", ""N2"", ""M0"", ""T3"", ""N2"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",42,T4a N2 M0 T4a N2 M0,"[""T4a"", ""N2"", ""M0"", ""T4a"", ""N2"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",43,IVB T4b Any N M0 IVB T4b Any N M0,"[""IVB"", ""T4b"", ""Any N"", ""M0"", ""IVB"", ""T4b"", ""Any N"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",44,Any T N3 M0 Any T N3 M0,"[""Any T"", ""N3"", ""M0"", ""Any T"", ""N3"", ""M0""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",45,IVC Any T Any N M1 IVC Any T Any N M1,"[""IVC"", ""Any T"", ""Any N"", ""M1"", ""IVC"", ""Any T"", ""Any N"", ""M1""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",47,Stage unknown Stage unknown,"[""Stage unknown"", ""Stage unknown""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",52,HOSPITAL NAME /ADDRESS PATIENT NAME / INFORMATION,"[""HOSPITAL NAME /ADDRESS"", ""PATIENT NAME / INFORMATION""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",57,(continued on next page),"[""(continued on next page)""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",62,Pharynx 53,"[""Pharynx"", ""53""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",67,"In order to view this proof accurately, the Overprint Preview Option must be","[""In order to view this proof accurately, the Overprint Preview Option must be""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",68,set to Always in Acrobat Professional or Adobe Reader. Please contact your,"[""set to Always in Acrobat Professional or Adobe Reader. Please contact your""]"
AJCC7,69,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",69,Customer Service Representative if you have questions about finding this option.,"[""Customer Service Representative if you have questions about finding this option.""]"
AJCC7,70,"Pharynx (Including base of tongue, soft palate, and uvula)","Pharynx (Including base of tongue, soft palate, and uvula)",1,Job Name: -- /381449t,"[""Job Name: --"", ""/381449t""]"
