edition,site,category_type,category,candidate_definition,source_block_id,source_pdf_page,printed_page,section_heading,extraction_status,review_instruction
AJCC7,Major Salivary Glands,N,N2a,"Metastasis in a single ipsilateral lymph node, more than 3 cm but not more than 6 cm in great- est dimension",B00054,96,80,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Major Salivary Glands,N,N2b,"Metastasis in multiple ipsilateral lymph nodes, none more than 6 cm in greatest dimension",B00054,96,80,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Major Salivary Glands,N,N2c,"Metastasis in bilateral or contralateral lymph nodes, none more than 6 cm in greatest dimension",B00054,96,80,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Major Salivary Glands,N,N3,"Metastasis in a lymph node, more than 6 cm in greatest dimension",B00054,96,80,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Major Salivary Glands,T,T4b,NX N0 N1 N2 N2a N2b N2c N3,B00057,99,83,PRIMARY TUMOR (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Major Salivary Glands,N,N3,M0 M1,B00058,99,83,REGIONAL LYMPH NODES (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,T,TX,Primary tumor cannot be assessed,B00064,105,89,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,T,T0,No evidence of primary tumor,B00064,105,89,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,T,T1,Tumor 2 cm or less in greatest dimension limited to the thyroid,B00064,105,89,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,T,T1a,"Tumor 1 cm or less, limited to the thyroid",B00064,105,89,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,T,T1b,"Tumor more than 1 cm but not more than 2 cm in greatest dimension, limited to the thyroid",B00064,105,89,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,T,T2,Tumor more than 2 cm but not more than 4 cm in greatest dimension limited to the thyroid,B00064,105,89,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,T,T3,"Tumor more than 4 cm in greatest dimension limited to the thyroid or any tumor with minimal extrathyroid extension (e.g., extension to ster- nothyroid muscle or perithyroid soft tissues)",B00064,105,89,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,T,T4a,"Moderately advanced disease Tumor of any size extending beyond the thyroid capsule to invade subcutaneous soft tissues, larynx, trachea, esophagus, or recurrent laryngeal nerve",B00064,105,89,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,T,T4b,Very advanced disease Tumor invades prevertebral fascia or encases carotid artery or mediastinal vessels All anaplastic carcinomas are considered T4 tumors,B00064,105,89,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,T,T4a,Intrathyroidal anaplastic carcinoma,B00064,105,89,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,T,T4b,Anaplastic carcinoma with gross extrathyroid extension,B00064,105,89,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,N,NX,Regional lymph nodes cannot be assessed,B00065,105,89,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,N,N0,No regional lymph node metastasis,B00065,105,89,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,N,N1,Regional lymph node metastasis,B00065,105,89,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,N,N1a,"Metastasis to Level VI (pretracheal, paratracheal, and prelaryngeal/Delphian lymph nodes)",B00065,105,89,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,N,N1b,"Metastasis to unilateral, bilateral, or contralateral cervical (Levels I, II, III, IV, or V) or retropharyngeal or superior mediastinal lymph nodes (Level VII)",B00065,105,89,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,G,GX,Grade cannot be assessed,B00067,106,90,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,G,G1,Well differentiated,B00067,106,90,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,G,G2,Moderately differentiated,B00067,106,90,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,G,G3,Poorly differentiated,B00067,106,90,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,G,G4,"Undifferentiated FIGURE 8.1. ( A ) Five-year, observed survival by “combined” AJCC stage for papillary adenocarcinoma of the thyroid gland, 1998-1999. (95% confi dence intervals correspond to year-5",B00067,106,90,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,T,T4b,NX N0 N1 N1a N1b,B00068,109,93,PRIMARY TUMOR (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Thyroid,N,N1b,M0 M1,B00069,109,93,REGIONAL LYMPH NODES (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Mucosal Melanoma of the Head and Neck,G,GX,Grade cannot be assessed,B00075,114,98,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Mucosal Melanoma of the Head and Neck,G,G1,Well differentiated,B00075,114,98,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Mucosal Melanoma of the Head and Neck,G,G2,Moderately differentiated,B00075,114,98,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Mucosal Melanoma of the Head and Neck,G,G3,Poorly differentiated,B00075,114,98,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Mucosal Melanoma of the Head and Neck,G,G4,"Undifferentiated BIBLIOGRAPHY Medina JE, Ferlito A, Pellitteri PK, Shaha AR, Khafi f A, Devaney KO, et al. Current management of mucosal melanoma of the head and neck. J Surg Oncol. 2003;83:116-22. Patel SG, Prasad ML, Escrig M, Singh B, Shaha AR, Kraus DH, et al. Primary mucosal malignant melanoma of the head and neck. Head Neck. 2002;24:247-57. Temam S, Mamelle G, Marandas P, Wibault P, Avril MF, Janot F, et al. Postoperative radiotherapy for primary mucosal mela- noma of the head and neck. Cancer. 2005;103:313-9. Teppo H, Kervinen J, Koivunen P, Alho OP. Incidence and out- come of head and neck mucosal melanoma - a population- based survey from Northern Finland. Int J Circumpolar Health. 2006;65:443-7. In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",B00075,114,98,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Mucosal Melanoma of the Head and Neck,T,T4b,NX N0 N1,B00076,115,99,PRIMARY TUMOR (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Mucosal Melanoma of the Head and Neck,N,N1,M0 M1,B00077,115,99,REGIONAL LYMPH NODES (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Mucosal Melanoma of the Head and Neck,M,M1,GROUP T N M III T3 N0,B00078,115,99,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Mucosal Melanoma of the Head and Neck,M,M0,IVA T4a N0,B00078,115,99,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Mucosal Melanoma of the Head and Neck,M,M0,T3-T4a N1,B00078,115,99,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Mucosal Melanoma of the Head and Neck,M,M0,IVB T4b Any N,B00078,115,99,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Mucosal Melanoma of the Head and Neck,M,M0,IVC Any T Any N,B00078,115,99,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Mucosal Melanoma of the Head and Neck,M,M1,PATHOLOGIC GROUP T N M III T3 N0,B00078,115,99,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Mucosal Melanoma of the Head and Neck,M,M1,Stage unknown Stage unknown,B00078,115,99,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,T,TX,Primary tumor cannot be assessed,B00083,125,109,Primary Tumor (T)**,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,T,T0,No evidence of primary tumor,B00083,125,109,Primary Tumor (T)**,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,T,Tis,High-grade dysplasia***,B00083,125,109,Primary Tumor (T)**,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,T,T1,"Tumor invades lamina propria, muscularis mucosae, or submucosa",B00083,125,109,Primary Tumor (T)**,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,T,T1a,Tumor invades lamina propria or muscularis mucosae,B00083,125,109,Primary Tumor (T)**,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,T,T1b,Tumor invades submucosa,B00083,125,109,Primary Tumor (T)**,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,T,T2,Tumor invades muscularis propria,B00083,125,109,Primary Tumor (T)**,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,T,T3,Tumor invades adventitia,B00083,125,109,Primary Tumor (T)**,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,T,T4,Tumor invades adjacent structures,B00083,125,109,Primary Tumor (T)**,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,T,T4a,"Resectable tumor invading pleura, pericardium, or diaphragm",B00083,125,109,Primary Tumor (T)**,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,T,T4b,"Unresectable tumor invading other adjacent struc- tures, such as aorta, vertebral body, trachea, etc. * See Figure 10.5 . ** (1) At least maximal dimension of the tumor must be recorded and (2) multiple tumors require the T(m) suffi x. *** High-grade dysplasia includes all noninvasive neoplastic epithelia that was formerly called carcinoma in situ, a diag- nosis that is no longer used for columnar mucosae anywhere in the gastrointestinal tract.",B00083,125,109,Primary Tumor (T)**,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,N,NX,Regional lymph nodes cannot be assessed,B00084,125,109,Regional Lymph Nodes (N)*,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,N,N0,No regional lymph node metastasis,B00084,125,109,Regional Lymph Nodes (N)*,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,N,N1,Metastasis in 1-2 regional lymph nodes,B00084,125,109,Regional Lymph Nodes (N)*,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,N,N2,Metastasis in 3-6 regional lymph nodes,B00084,125,109,Regional Lymph Nodes (N)*,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,N,N3,Metastasis in seven or more regional lymph nodes * Number must be recorded for total number of regional nodes sampled and total number of reported nodes with metastasis.,B00084,125,109,Regional Lymph Nodes (N)*,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,G,GX,Grade cannot be assessed - stage grouping as G1,B00086,127,111,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,G,G1,Well differentiated,B00086,127,111,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,G,G2,Moderately differentiated,B00086,127,111,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,G,G3,Poorly differentiated,B00086,127,111,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,G,G4,Undifferentiated - stage grouping as G3 squamous,B00086,127,111,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,T,T4b,NX N0 N1 N2 N3,B00087,129,113,PRIMARY TUMOR (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,N,N3,M0 M1,B00088,129,113,REGIONAL LYMPH NODES (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,M,M1,Squamous Cell Carcinoma* GROUP T N M Grade Tumor Location** Tumor Location** 0 Tis (HGD) N0,B00089,129,113,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,M,M0,1 Any IA T1 N0,B00089,129,113,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,M,M0,"1, X Any IB T1 N0",B00089,129,113,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,M,M0,2-3 Any T2-3 N0,B00089,129,113,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,M,M0,"1, X Lower, X IIA T2-3 N0",B00089,129,113,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,M,M0,"1, X Upper, middle T2-3 N0",B00089,129,113,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,M,M0,"2-3 Lower, X IIB T2-3 N0",B00089,129,113,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,M,M0,"2-3 Upper, middle T1-2 N1",B00089,129,113,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,M,M0,Any Any IIIA T1-2 N2,B00089,129,113,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,M,M0,Any Any T3 N1,B00089,129,113,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,M,M0,Any Any T4a N0,B00089,129,113,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,M,M0,Any Any IIIB T3 N2,B00089,129,113,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,M,M0,Any Any IIIC T4a N1-2,B00089,129,113,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,M,M0,Any Any T4b Any,B00089,129,113,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,M,M0,Any Any Any N3,B00089,129,113,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,M,M0,Any Any IV Any Any,B00089,129,113,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Esophagus and Esophagogastric Junction,M,M1,Any Any PATHOLOGIC Squamous Cell Carcinoma* GROUP T N M Grade 0 Tis (HGD) N0,B00089,129,113,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,T,TX,Primary tumor cannot be assessed,B00093,136,120,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,T,T0,No evidence of primary tumor,B00093,136,120,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,T,Tis,Carcinoma in situ: intraepithelial tumor without invasion of the lamina propria,B00093,136,120,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,T,T1,"Tumor invades lamina propria, muscularis mucosae, or submucosa",B00093,136,120,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,T,T1a,Tumor invades lamina propria or muscularis mucosae,B00093,136,120,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,T,T1b,Tumor invades submucosa,B00093,136,120,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,T,T2,Tumor invades muscularis propria*,B00093,136,120,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,T,T3,"Tumor penetrates subserosal connective tissue without invasion of visceral peritoneum or adjacent structures**,***",B00093,136,120,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,T,T4,"Tumor invades serosa (visceral peritoneum) or adjacent structures**,***",B00093,136,120,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,T,T4a,Tumor invades serosa (visceral peritoneum),B00093,136,120,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,T,T4b,"Tumor invades adjacent structures * Note : A tumor may penetrate the muscularis propria with extension into the gastrocolic or gastrohepatic ligaments, or into the greater or lesser omentum, without perforation of the visceral peritoneum covering these structures. In this case, the tumor is classifi ed T3. If there is perforation of the visceral peritoneum covering the gastric ligaments or the omentum, the tumor should be classifi ed T4. ** The adjacent structures of the stomach include the spleen, transverse colon, liver, diaphragm, pancreas, abdominal wall, adrenal gland, kidney, small intestine, and retroperitoneum. *** Intramural extension to the duodenum or esophagus is classifi ed by the depth of the greatest invasion in any of these sites, including the stomach.",B00093,136,120,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,N,NX,Regional lymph node(s) cannot be assessed,B00094,136,120,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,N,N0,No regional lymph node metastasis*,B00094,136,120,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,N,N1,Metastasis in 1-2 regional lymph nodes,B00094,136,120,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,N,N2,Metastasis in 3-6 regional lymph nodes,B00094,136,120,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,N,N3,Metastasis in seven or more regional lymph nodes,B00094,136,120,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,N,N3a,Metastasis in 7-15 regional lymph nodes,B00094,136,120,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,N,N3b,"Metastasis in 16 or more regional lymph nodes * Note : A designation of pN0 should be used if all examined lymph nodes are negative, regardless of the total number removed and examined.",B00094,136,120,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,G,GX,Grade cannot be assessed,B00096,136,120,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,G,G1,Well differentiated,B00096,136,120,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,G,G2,Moderately differentiated,B00096,136,120,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,G,G3,Poorly differentiated,B00096,136,120,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,G,G4,"Undifferentiated In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",B00096,136,120,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,T,T4b,NX N0 N1 N2 N3,B00097,139,123,PRIMARY TUMOR (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,N,N3a,Metastasis in 7 to15 regional lymph nodes,B00098,139,123,REGIONAL LYMPH NODES (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,N,N3b,Metastasis in 16 or more regional lymph nodes,B00098,139,123,REGIONAL LYMPH NODES (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Stomach,N,N3b,M0 M1,B00098,139,123,REGIONAL LYMPH NODES (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Small Intestine,T,TX,Primary tumor cannot be assessed,B00102,145,129,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Small Intestine,T,T0,No evidence of primary tumor,B00102,145,129,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Small Intestine,T,Tis,Carcinoma in situ,B00102,145,129,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Small Intestine,T,T1a,Tumor invades lamina propria,B00102,145,129,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Small Intestine,T,T1b,Tumor invades submucosa*,B00102,145,129,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Small Intestine,T,T2,Tumor invades muscularis propria,B00102,145,129,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Small Intestine,T,T3,Tumor invades through the muscularis propria into the subserosa or into the nonperitonealized perimuscular tissue (mesentery or retroperito- neum) with extension 2 cm or less*,B00102,145,129,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
