edition,site,category_type,category,candidate_definition,source_block_id,source_pdf_page,printed_page,section_heading,extraction_status,review_instruction
AJCC7,UNKNOWN,T,T0,No evidence of primary tumor,B00004,23,7,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,UNKNOWN,T,Tis,"Carcinoma in situ T1, T2, T3, T4 Increasing size and/or local extension of the primary tumor",B00004,23,7,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,UNKNOWN,T,TX,Primary tumor cannot be assessed (use of TX should be minimized),B00004,23,7,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,UNKNOWN,N,N0,"No regional lymph node metastases N1, N2, N3 Increasing number or extent of regional lymph node involvement",B00005,23,7,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,UNKNOWN,N,NX,"Regional lymph nodes cannot be assessed (use of NX should be minimized) In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",B00005,23,7,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,UNKNOWN,M,M0,No distant metastases,B00006,24,8,Distant Metastasis (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,UNKNOWN,M,M1,"Distant metastases present Note : The MX designation has been eliminated from the AJCC/UICC TNM system. The M1 category may be further specifi ed according to the following notation signifying the location of metastases: Pulmonary PUL Osseous OSS Hepatic HEP Brain BRA Lymph nodes LYM Bone marrow MAR Pleura PLE Peritoneum PER Adrenal ADR Skin SKI Other OTH Nonanatomic Prognostic Factors Required for Staging. In some cancer types, nonanatomic factors are required for assigning the anatomic stage/prognostic group. These are clearly defi ned in each chapter. These factors are collected separately from T, N, and M, which remain purely anatomic, and are used to assign stage groups. Where nonan- atomic factors are used in groupings, there is a defi nition of the groupings provided for cases where the nonanatomic factor is not available (X) or where it is desired to assign a group ignoring the nonanatomic factor. Use of the Unknown X Designation. The X category is used when information on a specifi c component is unknown. Cases where T or N is classifi ed as X cannot be assigned a stage (an exception is Any T or Any N M1 , which includes TX or NX, classifi ed as Stage IV - e.g., TX NX M1 or TX N3 M1 are Stage IV). Therefore, the X category for T and N should be used only when absolutely necessary. The category MX has been eliminated from the AJCC/ UICC TNM system. Unless there is clinical or pathologic evi- dence of distant metastases, the case is classifi ed as clinical M0 (cM0). Because of the requirement for pathologists to assign TNM on cancer pathology reports, and because the patholo- gist often does not have information to assign M, the CAP has dropped the M component from pathology templates to fur- ther discourage use of MX. The elimination of the code MX is a change in the seventh edition of the AJCC Cancer Staging Manual and UICC TNM Cancer Staging Manual . See later for rules for M classifi cation. The following general rules apply to application of T, N, and M for all sites and classifi cations (Table 1.3 ): 1. Microscopic confi rmation: All cases should be confi rmed microscopically for classifi cation by TNM (including clinical classifi cation). Rare cases that do not have any biopsy or cytology of the tumor can be staged, but sur- vival should be analyzed separately. These cases should not be included in overall disease survival analyses. TABLE 1.3. General rules for TNM staging General rules for staging Microscopic confi rmation Microscopic confi rmation required for TNM classifi cation Rare cases without microscopic confi rmation should be analyzed separately Cancers classifi ed by ICD-O-3 Recommend pathology reporting using CAP cancer protocols Timing of data eligible for clinical staging Data obtained before defi nitive treatment as part of primary treatment or within 4 months of diagnosis, whichever is shorter The time frame for collecting clinical stage data also ends when a decision is made for active surveillance (“watchful waiting”) without therapy Timing data eligible for pathologic staging Data obtained through defi nitive surgery as part of primary treatment or within 4 months of diagnosis, whichever is longer Timing of data eligible for staging with neoadjuvant therapy Stage in cases with neoadjuvant therapy is (a) clinical as defi ned earlier before initiation of therapy and (b) clinical or pathologic using data obtained after completion of neoadjuvant therapy (ycTNM or ypTNM) Staging in cases with uncertainty among T, N, or M categories Assign the lower (less advanced) category of T, N, or M, prognostic factor, or stage group Absence of staging-required nonanatomic prognostic factor Assign stage grouping by the group defi ned by the lower (less advanced) designation for that factor Multiple synchronous primary tumors in single organ Stage T by most advanced tumor; use “m” suffi x or the number of tumors in parentheses, e.g., pT3(m)N0M0 or pT3(4)N0M0 Synchronous primary tumors in paired organs Stage and report independently Metachronous primary tumors in single organ (not recurrence) Stage and report independently T0 staging - unknown primary Stage based on clinical suspicion of primary tumor (e.g., T0 N1 M0 Group IIA breast cancer) In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",B00006,24,8,Distant Metastasis (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,UNKNOWN,N,NX,Regional lymph nodes cannot be assessed,B00009,41,25,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,UNKNOWN,N,N0,"No regional lymph node metastasis N1* Metastasis in a single ipsilateral lymph node, 3 cm or less in greatest dimension N2* Metastasis in a single ipsilateral lymph node, more than 3 cm but not more than 6 cm in greatest dimension; or in multiple ipsilateral lymph nodes, none more than 6 cm in greatest dimension; or in bilateral or contralateral lymph nodes, none more than 6 cm in greatest dimension N2a* Metastasis in single ipsilateral lymph node more than 3 cm but not more than 6 cm in greatest dimension N2b* Metastasis in multiple ipsilateral lymph nodes, none more than 6 cm in greatest dimension N2c* Metastasis in bilateral or contralateral lymph nodes, none more than 6 cm in greatest dimension N3* Metastasis in a lymph node more than 6 cm in greatest dimension FIGURE 1. Schematic indicating the location of the lymph node levels in the neck as described in Table 1. In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",B00009,41,25,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,UNKNOWN,M,M0,No distant metastasis,B00010,42,26,Distant Metastasis (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,UNKNOWN,M,M1,"Distant metastasis OUTCOME RESULTS The survival curves shown for each anatomic site were constructed using head and neck cancer cases extracted from the National Cancer Data Base (NCDB) for cases diagnosed in 1997 and 1998. Only cases that were staged according to the fi fth edi- tion of the AJCC’s Cancer Staging Manual were included. The 5-year survival analyses for the different sites were stratifi ed by AJCC com- bined stage, which represents pathologic stage when available and only clinical stage when pathologic stage is not available. The survival methods were performed using SPSS software and included observed survival (death from all causes) as well as relative survival (representing an estimation of death from cancer derived from observed survival rates adjusted for expected deaths based on age, race, and gender). The 95% confi dence intervals were provided for each year-5 survival rate to permit analysis of signifi cant differences between the year-5 survival rates of the different stages. Anatomic sites and histologic types were coded according to the third edi- tion of the International Classification of Diseases for Oncology (ICD-0-3). The subsites included in each analysis were chosen on the basis of those listed in the fifth edition of the AJCC’s Cancer Staging Manual . Survival analysis for lip, oral cavity, oropharynx, nasopharynx, hypopharynx, and the larynx’s sub- sites was limited to squamous cell carcinomas only (M8050, 8051-8082). Sur- vival analyses for the maxillary sinus and the major salivary glands included all histologic types. Survival analyses for the thyroid gland included papillary adenocarcinoma (M8050, 8260, 8340, 8503-8604), follicular adenocarcinoma (M8330-8332), medullary carcinoma (M8510-M8512), and anaplastic carci- noma (M8021). BIBLIOGRAPHY Beahrs O, Henson DE, Hutter RVP, Kennedy BJ, editors. American Joint Committee on Cancer: manual for staging of cancer. 4th ed. Philadelphia: JB Lippincott; 1992. Bernier J, Cooper JS. Chemoradiation after surgery for high-risk head and neck cancer patients: how strong is the evidence? Oncologist. 2005;10(3):215-24. Cerezo L, Millan I, Torre A, Aragon G, Otero J. Prognostic factors for survival and tumor control in cervical lymph node metastases from head and neck cancer: a multivariate study of 492 cases. Cancer. 1992;69:1224-34. Cooper JS, Farnan NC, Asbell SO, et al. Recursive partitioning analysis of 2105 patients treated in Radiation Therapy Oncology Group studies of head and neck cancer. Cancer. 1996;77:1905-11. de Leeuw JR, de Graeff A, Ros WJ, Blijham GH, Hordijk GJ, Winnubst JA. Prediction of depressive symptomatology after treatment of head and neck cancer: the infl uence of pre-treatment physical and depressive symptoms, coping, and social support. Head Neck. 2000;22(8):799-807. Deleyiannis FW, Thomas DB, Vaughan TL, et al. Alcoholism: independent pre- dictor of survival in patients with head and neck cancer. J Natl Cancer Inst. 1996;88:542-9. In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",B00010,42,26,Distant Metastasis (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,T,TX,Primary tumor cannot be assessed,B00012,49,33,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,T,T0,No evidence of primary tumor,B00012,49,33,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,T,Tis,Carcinoma in situ,B00012,49,33,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,T,T1,Tumor 2 cm or less in greatest dimension,B00012,49,33,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,T,T2,Tumor more than 2 cm but not more than 4 cm in greatest dimension,B00012,49,33,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,T,T3,Tumor more than 4 cm in greatest dimension,B00012,49,33,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,T,T4a,"Moderately advanced local disease* (lip) Tumor invades through cortical bone, inferior alveolar nerve, fl oor of mouth, or skin of face, that is, chin or nose (oral cavity) Tumor invades adjacent structures only (e.g., through cortical bone [mandible or maxilla] into deep [extrinsic] muscle of tongue [genioglossus, hyoglossus, palatoglossus, and sty- loglossus], maxillary sinus, skin of face)",B00012,49,33,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,T,T4b,"Very advanced local disease Tumor invades masticator space, pterygoid plates, or skull base and/or encases internal carotid artery * Note : Superficial erosion alone of bone/tooth socket by gingival primary is not suffi cient to classify a tumor as T4.",B00012,49,33,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,N,NX,Regional lymph nodes cannot be assessed,B00013,49,33,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,N,N0,No regional lymph node metastasis,B00013,49,33,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,N,N1,"Metastasis in a single ipsilateral lymph node, 3 cm or less in greatest dimension",B00013,49,33,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,N,N2,"Metastasis in a single ipsilateral lymph node, more than 3 cm but not more than 6 cm in great- est dimension; or in multiple ipsilateral lymph nodes, none more than 6 cm in greatest dimen- sion; or in bilateral or contralateral lymph nodes, none more than 6 cm in greatest dimension",B00013,49,33,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,N,N2a,Metastasis in single ipsilateral lymph node more than 3 cm but not more than 6 cm in greatest dimension,B00013,49,33,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,N,N2b,"Metastasis in multiple ipsilateral lymph nodes, none more than 6 cm in greatest dimension",B00013,49,33,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,N,N2c,"Metastasis in bilateral or contralateral lymph nodes, none more than 6 cm in greatest dimension",B00013,49,33,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,N,N3,Metastasis in a lymph node more than 6 cm in greatest dimension,B00013,49,33,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,G,GX,Grade cannot be assessed,B00016,50,34,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,G,G1,Well differentiated,B00016,50,34,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,G,G2,Moderately differentiated,B00016,50,34,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,G,G3,Poorly differentiated,B00016,50,34,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Lip and Oral Cavity,G,G4,Undifferentiated,B00016,50,34,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",T,TX,Primary tumor cannot be assessed,B00023,60,44,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",T,T0,No evidence of primary tumor,B00023,60,44,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",T,Tis,Carcinoma in situ Nasopharynx,B00023,60,44,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",T,T1,"Tumor confi ned to the nasopharynx, or tumor extends to oropharynx and/or nasal cavity with- out parapharyngeal extension*",B00023,60,44,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",T,T2,Tumor with parapharyngeal extension*,B00023,60,44,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",T,T3,Tumor involves bony structures of skull base and/ or paranasal sinuses,B00023,60,44,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",T,T4,"Tumor with intracranial extension and/or involve- ment of cranial nerves, hypopharynx, orbit, or with extension to the infratemporal fossa/masticator space *Note: Parapharyngeal extension denotes posterolateral infi ltration of tumor. Oropharynx",B00023,60,44,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",T,T1,Tumor 2 cm or less in greatest dimension,B00023,60,44,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",T,T2,Tumor more than 2 cm but not more than 4 cm in greatest dimension,B00023,60,44,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",T,T3,Tumor more than 4 cm in greatest dimension or extension to lingual surface of epiglottis,B00023,60,44,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",T,T4a,"Moderately advanced local disease Tumor invades the larynx, extrinsic muscle of tongue, medial pterygoid, hard palate, or mandible*",B00023,60,44,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",T,T4b,"Very advanced local disease Tumor invades lateral pterygoid muscle, ptery- goid plates, lateral nasopharynx, or skull base or encases carotid artery *Note: Mucosal extension to lingual surface of epiglottis from primary tumors of the base of the tongue and vallecula does not constitute invasion of larynx. In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",B00023,60,44,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",N,NX,Regional lymph nodes cannot be assessed,B00024,61,45,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",N,N0,No regional lymph node metastasis,B00024,61,45,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",N,N1,"Unilateral metastasis in cervical lymph node(s), 6 cm or less in greatest dimension, above the supraclavicular fossa, and/or unilateral or bilat- eral, retropharyngeal lymph nodes, 6 cm or less, in greatest dimension*",B00024,61,45,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",N,N2,"Bilateral metastasis in cervical lymph node(s), 6 cm or less in greatest dimension, above the supr- aclavicular fossa*",B00024,61,45,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",N,N3,Metastasis in a lymph node(s)* >6 cm and/or to supraclavicular fossa*,B00024,61,45,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",N,N3a,Greater than 6 cm in dimension,B00024,61,45,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",N,N3b,"Extension to the supraclavicular fossa** *Note: Midline nodes are considered ipsilateral nodes. **Note: Supraclavicular zone or fossa is relevant to the stag- ing of nasopharyngeal carcinoma and is the triangular region originally described by Ho. It is defi ned by three points: (1) the superior margin of the sternal end of the clavicle, (2) the superior margin of the lateral end of the clavicle, (3) the point where the neck meets the shoulder (Figure 4.2). Note that this would include caudal portions of levels IV and VB. All cases with lymph nodes (whole or part) in the fossa are considered N3b.",B00024,61,45,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",N,N1,"Metastasis in a single ipsilateral lymph node, 3 cm or less in greatest dimension",B00025,61,45,Regional Lymph Nodes (N)*,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",N,N2,"Metastasis in a single ipsilateral lymph node, more than 3 cm but not more than 6 cm in greatest dimension, or in multiple ipsilateral lymph nodes, none more than 6 cm in greatest dimension, or in bilateral or contralateral lymph nodes, none more than 6 cm in greatest dimension",B00025,61,45,Regional Lymph Nodes (N)*,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",N,N2a,Metastasis in a single ipsilateral lymph node more than 3 cm but not more than 6 cm in greatest dimension,B00025,61,45,Regional Lymph Nodes (N)*,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",N,N2b,"Metastasis in multiple ipsilateral lymph nodes, none more than 6 cm in greatest dimension",B00025,61,45,Regional Lymph Nodes (N)*,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",N,N2c,"Metastasis in bilateral or contralateral lymph nodes, none more than 6 cm in greatest dimen- sion",B00025,61,45,Regional Lymph Nodes (N)*,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",N,N3,Metastasis in a lymph node more than 6 cm in greatest dimension *Note: Metastases at level VII are considered regional lymph node metastases.,B00025,61,45,Regional Lymph Nodes (N)*,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",M,M0,No distant metastasis,B00026,61,45,Distant Metastasis (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",M,M1,"Distant metastasis FIGURE 4.2. Shaded triangular area corresponds to the supraclavicular fossa used in staging carcinoma of the nasopharynx. In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",B00026,61,45,Distant Metastasis (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",G,GX,Grade cannot be assessed,B00028,63,47,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",G,G1,Well differentiated,B00028,63,47,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",G,G2,Moderately differentiated,B00028,63,47,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",G,G3,Poorly differentiated,B00028,63,47,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",G,G4,Undifferentiated,B00028,63,47,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",T,Tis,"Carcinoma in situ Nasopharynx Tumor confined to the nasopharynx, or extends to oropharynx and/or nasal cavity without parapharyngeal extension* Tumor with parapharyngeal extension* Tumor involves bony structures of skull base and/or paranasal sinuses Tumor with intracranial extension and/or involvement of involvement of cranial nerves, hypopharynx, orbit, or with extension to the infratemporal fossa/ masticator space * Parapharyngeal extension denotes posterolateral infiltration of tumor. Oropharynx Tumor 2 cm or less in greatest dimension Tumor more than 2 cm but not more than 4 cm in greatest dimension Tumor more than 4 cm in greatest dimension or extension to lingual surface of epiglottis Moderately advanced local disease. Tumor invades the larynx, extrinsic muscle of tongue, medial pterygoid, hard palate, or mandible* Very advanced local disease. Tumor invades lateral pterygoid muscle, pterygoid plates, lateral nasopharynx, or skull base or encases carotid artery * Mucosal extension to lingual surface of epiglottis from primary tumors of the base of the tongue and vallecula does not constitute invasion of larynx. Hypopharynx Tumor limited to one subsite of hypopharynx and 2 cm or less in greatest dimension Tumor invades more than one subsite of hypopharynx or an adjacent site, or measures more than 2 cm but not more than 4 cm in greatest dimension without fixation of hemilarynx Tumor more than 4 cm in greatest dimension or with fixation of hemilarynx or extension to esophagus Moderately advanced local disease. Tumor invades thyroid/cricoid cartilage, hyoid bone, thyroid gland, or central compartment soft tissue* Very advanced local disease. Tumor invades prevertebral fascia, encases carotid artery, or involves mediastinal structures * Central compartment soft tissue includes prelaryngeal strap muscles and subcutaneous fat.",B00029,67,51,PRIMARY TUMOR (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",T,T4b,"(continued on next page) In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",B00029,67,51,PRIMARY TUMOR (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,"Pharynx (Including base of tongue, soft palate, and uvula)",N,N3,M0 M1,B00030,68,52,REGIONAL LYMPH NODES (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,T,TX,Primary tumor cannot be assessed,B00034,75,59,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,T,T0,No evidence of primary tumor,B00034,75,59,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,T,Tis,Carcinoma in situ Supraglottis,B00034,75,59,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,T,T1,Tumor limited to one subsite of supraglottis with normal vocal cord mobility,B00034,75,59,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,T,T2,"Tumor invades mucosa of more than one adjacent subsite of supraglottis or glottis or region outside the supraglottis (e.g., mucosa of base of tongue, vallecula, medial wall of pyriform sinus) without fi xation of the larynx",B00034,75,59,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,T,T3,"Tumor limited to larynx with vocal cord fi xation and/or invades any of the following: postcricoid area, preepiglottic space, paraglottic space, and/or inner cortex of thyroid cartilage",B00034,75,59,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Larynx,T,T4a,"Moderately advanced local disease Tumor invades through the thyroid cartilage and/ or invades tissues beyond the larynx (e.g., trachea, soft tissues of neck including deep extrinsic muscle of the tongue, strap muscles, thyroid, or esophagus)",B00034,75,59,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
