edition,site,category_type,category,definition_match
AJCC7,Corpus Uteri – Carcinoma and Carcinosarcoma,T,T1c,exact
AJCC7,Corpus Uteri – Carcinoma and Carcinosarcoma,T,T2,exact
AJCC7,Corpus Uteri – Carcinoma and Carcinosarcoma,T,T3,exact
AJCC7,Corpus Uteri – Carcinoma and Carcinosarcoma,T,T3a,exact
AJCC7,Corpus Uteri – Carcinoma and Carcinosarcoma,T,T3b,exact
AJCC7,Corpus Uteri – Carcinoma and Carcinosarcoma,T,T4,exact
AJCC7,Corpus Uteri – Carcinoma and Carcinosarcoma,T,Tis,exact
AJCC7,Corpus Uteri – Carcinoma and Carcinosarcoma,N,N0,exact
AJCC7,Corpus Uteri – Carcinoma and Carcinosarcoma,N,N1,exact
AJCC7,Corpus Uteri – Carcinoma and Carcinosarcoma,M,M0,exact
AJCC7,Corpus Uteri – Carcinoma and Carcinosarcoma,M,M1,exact
AJCC7,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,T,T1,exact
AJCC7,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,T,T1a,exact
AJCC7,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,T,T1b,exact
AJCC7,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,T,T1c,exact
AJCC7,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,T,T2,exact
AJCC7,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,T,T3,exact
AJCC7,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,T,T3a,exact
AJCC7,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,T,T3b,exact
AJCC7,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,T,T4,exact
AJCC7,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,T,Tis,exact
AJCC7,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,N,N0,exact
AJCC7,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,N,N1,exact
AJCC7,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,M,M0,exact
AJCC7,Corpus Uteri – Leiomyosarcoma and Endometrial Stromal Sarcoma,M,M1,exact
AJCC7,Corpus Uteri – Adenosarcoma,T,T1,exact
AJCC7,Corpus Uteri – Adenosarcoma,T,T1a,exact
AJCC7,Corpus Uteri – Adenosarcoma,T,T1b,exact
AJCC7,Corpus Uteri – Adenosarcoma,T,T1c,exact
AJCC7,Corpus Uteri – Adenosarcoma,T,T2,exact
AJCC7,Corpus Uteri – Adenosarcoma,T,T3,exact
AJCC7,Corpus Uteri – Adenosarcoma,T,T3a,exact
AJCC7,Corpus Uteri – Adenosarcoma,T,T3b,exact
AJCC7,Corpus Uteri – Adenosarcoma,T,T4,exact
AJCC7,Corpus Uteri – Adenosarcoma,T,Tis,exact
AJCC7,Corpus Uteri – Adenosarcoma,N,N0,exact
AJCC7,Corpus Uteri – Adenosarcoma,N,N1,exact
AJCC7,Corpus Uteri – Adenosarcoma,M,M0,exact
AJCC7,Corpus Uteri – Adenosarcoma,M,M1,exact
AJCC7,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",T,T1,exact
AJCC7,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",T,T1a,exact
AJCC7,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",T,T1b,exact
AJCC7,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",T,T1c,exact
AJCC7,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",T,T2,exact
AJCC7,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",T,T2a,exact
AJCC7,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",T,T2b,exact
AJCC7,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",T,T2c,exact
AJCC7,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",T,T3,exact
AJCC7,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",T,T3a,exact
AJCC7,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",T,T3b,exact
AJCC7,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",T,T3c,exact
AJCC7,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",T,Tis,exact
AJCC7,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",N,N0,exact
AJCC7,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",N,N1,exact
AJCC7,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",M,M0,exact
AJCC7,"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",M,M1,exact
AJCC7,Penis,T,T1,exact
AJCC7,Penis,T,T1a,exact
AJCC7,Penis,T,T1b,exact
AJCC7,Penis,T,T2,exact
AJCC7,Penis,T,T3,exact
AJCC7,Penis,T,T4,exact
AJCC7,Penis,T,TA,exact
AJCC7,Penis,T,Tis,exact
AJCC7,Penis,N,N0,exact
AJCC7,Penis,N,N1,exact
AJCC7,Penis,N,N2,exact
AJCC7,Penis,N,N3,exact
AJCC7,Penis,M,M0,exact
AJCC7,Penis,M,M1,exact
AJCC7,Prostate,T,T1,exact
AJCC7,Prostate,T,T1a,exact
AJCC7,Prostate,T,T1b,exact
AJCC7,Prostate,T,T1c,exact
AJCC7,Prostate,T,T2,exact
AJCC7,Prostate,T,T2a,exact
AJCC7,Prostate,T,T2b,exact
AJCC7,Prostate,T,T2c,exact
AJCC7,Prostate,T,T3a,exact
AJCC7,Prostate,T,T3b,exact
AJCC7,Prostate,T,T4,exact
AJCC7,Prostate,N,AnyM1,exact
AJCC7,Prostate,N,N0,exact
AJCC7,Prostate,N,N1,exact
AJCC7,Prostate,M,AnyPSA,exact
AJCC7,Prostate,M,M0,exact
AJCC7,Prostate,M,M1,exact
AJCC7,Testis,T,AnypT,exact
AJCC7,Testis,T,T1,exact
AJCC7,Testis,T,T2,exact
AJCC7,Testis,T,T3,exact
AJCC7,Testis,T,T4,exact
AJCC7,Testis,T,TX,exact
AJCC7,Testis,T,Tis,exact
AJCC7,Testis,N,N0,exact
AJCC7,Testis,N,N1,exact
AJCC7,Testis,N,N2,exact
AJCC7,Testis,N,N3,exact
AJCC7,Testis,M,M0,exact
AJCC7,Testis,M,M1,exact
AJCC7,Testis,M,M1a,exact
AJCC7,Testis,M,M1b,exact
AJCC7,Kidney,T,T1,exact
AJCC7,Kidney,T,T2,exact
AJCC7,Kidney,T,T3,exact
AJCC7,Kidney,T,T4,exact
AJCC7,Kidney,N,N0,exact
AJCC7,Kidney,N,N1,exact
AJCC7,Kidney,M,M0,exact
AJCC7,Kidney,M,M1,exact
AJCC7,Urinary Bladder: Urothelial Carcinomas,T,T1,exact
AJCC7,Urinary Bladder: Urothelial Carcinomas,T,T2a,exact
AJCC7,Urinary Bladder: Urothelial Carcinomas,T,T2b,exact
AJCC7,Urinary Bladder: Urothelial Carcinomas,T,T3a,exact
AJCC7,Urinary Bladder: Urothelial Carcinomas,T,T3b,exact
AJCC7,Urinary Bladder: Urothelial Carcinomas,T,T4a,exact
AJCC7,Urinary Bladder: Urothelial Carcinomas,T,T4b,exact
AJCC7,Urinary Bladder: Urothelial Carcinomas,T,TA,exact
AJCC7,Urinary Bladder: Urothelial Carcinomas,T,Tis,exact
AJCC7,Urinary Bladder: Urothelial Carcinomas,N,N0,exact
AJCC7,Urinary Bladder: Urothelial Carcinomas,N,N1,exact
AJCC7,Urinary Bladder: Urothelial Carcinomas,N,N2,exact
AJCC7,Urinary Bladder: Urothelial Carcinomas,N,N3,exact
AJCC7,Urinary Bladder: Urothelial Carcinomas,M,M0,exact
AJCC7,Urinary Bladder: Urothelial Carcinomas,M,M1,exact
AJCC7,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,T,T1,exact
AJCC7,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,T,T2a,exact
AJCC7,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,T,T2b,exact
AJCC7,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,T,T3a,exact
AJCC7,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,T,T3b,exact
AJCC7,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,T,T4a,exact
AJCC7,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,T,T4b,exact
AJCC7,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,T,TA,exact
AJCC7,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,T,Tis,exact
AJCC7,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,N,N0,exact
AJCC7,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,N,N1,exact
AJCC7,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,N,N2,exact
AJCC7,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,N,N3,exact
AJCC7,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,M,M0,exact
AJCC7,Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,M,M1,exact
AJCC7,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,T,T1,exact
AJCC7,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,T,T2,exact
AJCC7,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,T,T3,exact
AJCC7,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,T,T4,exact
AJCC7,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,T,TA,exact
AJCC7,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,T,Tis,exact
AJCC7,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,T,Tispd,exact
AJCC7,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,T,Tispu,exact
AJCC7,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,N,N0,exact
AJCC7,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,N,N1,exact
AJCC7,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,N,N2,exact
AJCC7,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,M,M0,exact
AJCC7,Male Penile Urethra and Female Urethra: Urothelial Carcinomas,M,M1,exact
AJCC7,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,T1,exact
AJCC7,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,T2,exact
AJCC7,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,T3,exact
AJCC7,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,T4,exact
AJCC7,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,TA,exact
AJCC7,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,Tis,exact
AJCC7,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,Tispd,exact
AJCC7,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,Tispu,exact
AJCC7,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,N,N0,exact
AJCC7,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,N,N1,exact
AJCC7,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,N,N2,exact
AJCC7,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,M,M0,exact
AJCC7,Male Penile and Female Urethra: Squamous Cell Carcinoma and Adenocarcinoma,M,M1,exact
AJCC7,Prostatic Urethra: Urothelial Carcinomas,T,T1,exact
AJCC7,Prostatic Urethra: Urothelial Carcinomas,T,T2,exact
AJCC7,Prostatic Urethra: Urothelial Carcinomas,T,T3,exact
AJCC7,Prostatic Urethra: Urothelial Carcinomas,T,T4,exact
AJCC7,Prostatic Urethra: Urothelial Carcinomas,T,TA,exact
AJCC7,Prostatic Urethra: Urothelial Carcinomas,T,Tis,exact
AJCC7,Prostatic Urethra: Urothelial Carcinomas,T,Tispd,exact
AJCC7,Prostatic Urethra: Urothelial Carcinomas,T,Tispu,exact
AJCC7,Prostatic Urethra: Urothelial Carcinomas,N,N0,exact
AJCC7,Prostatic Urethra: Urothelial Carcinomas,N,N1,exact
AJCC7,Prostatic Urethra: Urothelial Carcinomas,N,N2,exact
AJCC7,Prostatic Urethra: Urothelial Carcinomas,M,M0,exact
AJCC7,Prostatic Urethra: Urothelial Carcinomas,M,M1,exact
AJCC7,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,T1,exact
AJCC7,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,T2,exact
AJCC7,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,T3,exact
AJCC7,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,T4,exact
AJCC7,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,TA,exact
AJCC7,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,Tis,exact
AJCC7,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,Tispd,exact
AJCC7,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,T,Tispu,exact
AJCC7,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,N,N0,exact
AJCC7,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,N,N1,exact
AJCC7,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,N,N2,exact
AJCC7,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,M,M0,exact
AJCC7,Prostatic Urethra: Squamous Cell Carcinoma and Adenocarcinoma,M,M1,exact
AJCC7,Eyelid Carcinoma,T,T1,exact
AJCC7,Eyelid Carcinoma,T,T2a,exact
AJCC7,Eyelid Carcinoma,T,T2b,exact
AJCC7,Eyelid Carcinoma,T,T3a,exact
AJCC7,Eyelid Carcinoma,T,T3b,exact
AJCC7,Eyelid Carcinoma,T,T4,exact
AJCC7,Eyelid Carcinoma,T,Tis,exact
AJCC7,Eyelid Carcinoma,N,N0,exact
AJCC7,Eyelid Carcinoma,N,N1,exact
AJCC7,Eyelid Carcinoma,M,M0,exact
AJCC7,Eyelid Carcinoma,M,M1,exact
AJCC7,Uveal Melanoma – Iris Melanoma,T,T1a,exact
AJCC7,Uveal Melanoma – Iris Melanoma,T,T1b-d,exact
AJCC7,Uveal Melanoma – Iris Melanoma,T,T2a,exact
AJCC7,Uveal Melanoma – Iris Melanoma,T,T2b,exact
AJCC7,Uveal Melanoma – Iris Melanoma,T,T2c-d,exact
AJCC7,Uveal Melanoma – Iris Melanoma,T,T3a,exact
AJCC7,Uveal Melanoma – Iris Melanoma,T,T3b,exact
AJCC7,Uveal Melanoma – Iris Melanoma,T,T3c,exact
AJCC7,Uveal Melanoma – Iris Melanoma,T,T3d,exact
AJCC7,Uveal Melanoma – Iris Melanoma,T,T4a,exact
AJCC7,Uveal Melanoma – Iris Melanoma,T,T4b,exact
AJCC7,Uveal Melanoma – Iris Melanoma,T,T4c,exact
AJCC7,Uveal Melanoma – Iris Melanoma,T,T4d-e,exact
AJCC7,Uveal Melanoma – Iris Melanoma,N,N0,exact
AJCC7,Uveal Melanoma – Iris Melanoma,N,N1,exact
AJCC7,Uveal Melanoma – Iris Melanoma,M,M0,exact
AJCC7,Uveal Melanoma – Iris Melanoma,M,M1a,exact
AJCC7,Uveal Melanoma – Iris Melanoma,M,M1b,exact
AJCC7,Uveal Melanoma – Iris Melanoma,M,M1c,exact
AJCC7,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T1a,exact
AJCC7,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T1b-d,exact
AJCC7,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T2a,exact
AJCC7,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T2b,exact
AJCC7,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T2c-d,exact
AJCC7,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T3a,exact
AJCC7,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T3b,exact
AJCC7,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T3c,exact
AJCC7,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T3d,exact
AJCC7,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T4a,exact
AJCC7,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T4b,exact
AJCC7,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T4c,exact
AJCC7,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,T,T4d-e,exact
AJCC7,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,N,N0,exact
AJCC7,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,N,N1,exact
AJCC7,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,M,M0,exact
AJCC7,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,M,M1a,exact
AJCC7,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,M,M1b,exact
AJCC7,Uveal Melanoma – Choroidal and Ciliary Body Melanoma,M,M1c,exact
AJCC7,Thyroid – Differentiated,M,M0,exact
AJCC7,Thyroid – Differentiated,M,M1,exact
AJCC7,Thyroid – Differentiated,T,T1,exact
AJCC7,Thyroid – Differentiated,T,T2,exact
AJCC7,Thyroid – Differentiated,T,T3,exact
AJCC7,Thyroid – Differentiated,T,T4a,exact
AJCC7,Thyroid – Differentiated,T,T4b,exact
AJCC7,Thyroid – Differentiated,N,N0,exact
AJCC7,Thyroid – Differentiated,N,N1a,exact
AJCC7,Thyroid – Differentiated,N,N1b,exact
AJCC7,Thyroid – Anaplastic,M,M0,exact
AJCC7,Thyroid – Anaplastic,M,M1,exact
AJCC7,Thyroid – Anaplastic,T,T1,exact
AJCC7,Thyroid – Anaplastic,T,T2,exact
AJCC7,Thyroid – Anaplastic,T,T3,exact
AJCC7,Thyroid – Anaplastic,T,T4a,exact
AJCC7,Thyroid – Anaplastic,T,T4b,exact
AJCC7,Thyroid – Anaplastic,N,N0,exact
AJCC7,Thyroid – Anaplastic,N,N1a,exact
AJCC7,Thyroid – Anaplastic,N,N1b,exact
AJCC7,Thyroid – Medullary,M,M0,exact
AJCC7,Thyroid – Medullary,M,M1,exact
AJCC7,Thyroid – Medullary,T,T1,exact
AJCC7,Thyroid – Medullary,T,T2,exact
AJCC7,Thyroid – Medullary,T,T3,exact
AJCC7,Thyroid – Medullary,T,T4a,exact
AJCC7,Thyroid – Medullary,T,T4b,exact
AJCC7,Thyroid – Medullary,N,N0,exact
AJCC7,Thyroid – Medullary,N,N1a,exact
AJCC7,Thyroid – Medullary,N,N1b,exact
AJCC7,Adrenal Cortical Carcinoma,T,T1,exact
AJCC7,Adrenal Cortical Carcinoma,T,T2,exact
AJCC7,Adrenal Cortical Carcinoma,T,T3,exact
AJCC7,Adrenal Cortical Carcinoma,T,T4,exact
AJCC7,Adrenal Cortical Carcinoma,N,N0,exact
AJCC7,Adrenal Cortical Carcinoma,N,N1,exact
AJCC7,Adrenal Cortical Carcinoma,M,M0,exact
AJCC7,Adrenal Cortical Carcinoma,M,M1,exact
AJCC7,Adrenal – Neuroendocrine Tumors,T,T1,exact
AJCC7,Adrenal – Neuroendocrine Tumors,T,T2,exact
AJCC7,Adrenal – Neuroendocrine Tumors,T,T3,exact
AJCC7,Adrenal – Neuroendocrine Tumors,T,T4,exact
AJCC7,Adrenal – Neuroendocrine Tumors,T,Tis,exact
AJCC7,Adrenal – Neuroendocrine Tumors,N,N0,exact
AJCC7,Adrenal – Neuroendocrine Tumors,N,N1,exact
AJCC7,Adrenal – Neuroendocrine Tumors,M,M0,exact
AJCC7,Adrenal – Neuroendocrine Tumors,M,M1,exact
AJCC7,Renal Pelvis and Ureter,T,T1,exact
AJCC7,Renal Pelvis and Ureter,T,T2,exact
AJCC7,Renal Pelvis and Ureter,T,T3,exact
AJCC7,Renal Pelvis and Ureter,T,T4,exact
AJCC7,Renal Pelvis and Ureter,T,TA,exact
AJCC7,Renal Pelvis and Ureter,T,Tis,exact
AJCC7,Renal Pelvis and Ureter,N,N0,exact
AJCC7,Renal Pelvis and Ureter,N,N1,exact
AJCC7,Renal Pelvis and Ureter,N,N2,exact
AJCC7,Renal Pelvis and Ureter,N,N3,exact
AJCC7,Renal Pelvis and Ureter,M,M0,exact
AJCC7,Renal Pelvis and Ureter,M,M1,exact
AJCC8,Cervical Lymph Nodes and Unknown Primary Tumors of the Head and Neck,T,T0,exact
AJCC8,Cervical Lymph Nodes and Unknown Primary Tumors of the Head and Neck,N,N1,exact
AJCC8,Cervical Lymph Nodes and Unknown Primary Tumors of the Head and Neck,N,N2,exact
AJCC8,Cervical Lymph Nodes and Unknown Primary Tumors of the Head and Neck,N,N3,exact
AJCC8,Cervical Lymph Nodes and Unknown Primary Tumors of the Head and Neck,M,M0,exact
AJCC8,Oral Cavity,T,2,exact
AJCC8,Oral Cavity,T,3,exact
AJCC8,Oral Cavity,T,4A,exact
AJCC8,Oral Cavity,T,T1,exact
AJCC8,Oral Cavity,T,T2,exact
AJCC8,Oral Cavity,T,T3,exact
AJCC8,Oral Cavity,T,T4a,exact
AJCC8,Oral Cavity,T,T4b,exact
AJCC8,Oral Cavity,T,Tis,exact
AJCC8,Oral Cavity,N,1,exact
AJCC8,Oral Cavity,N,N0,exact
AJCC8,Oral Cavity,N,N1,exact
AJCC8,Oral Cavity,N,N2,exact
AJCC8,Oral Cavity,N,N3,exact
AJCC8,Oral Cavity,M,M0,exact
AJCC8,Oral Cavity,M,M1,exact
AJCC8,Major Salivary Glands,T,T0,exact
AJCC8,Major Salivary Glands,T,T1,exact
AJCC8,Major Salivary Glands,T,T2,exact
AJCC8,Major Salivary Glands,T,T3,exact
AJCC8,Major Salivary Glands,T,T4a,exact
AJCC8,Major Salivary Glands,T,T4b,exact
AJCC8,Major Salivary Glands,N,N0,exact
AJCC8,Major Salivary Glands,N,N1,exact
AJCC8,Major Salivary Glands,N,N2,exact
AJCC8,Major Salivary Glands,M,M0,exact
AJCC8,HPV-Mediated (p16+) Oropharyngeal Cancer,T,T0,exact
AJCC8,HPV-Mediated (p16+) Oropharyngeal Cancer,T,T1,exact
AJCC8,HPV-Mediated (p16+) Oropharyngeal Cancer,T,T2,exact
AJCC8,HPV-Mediated (p16+) Oropharyngeal Cancer,T,T3,exact
AJCC8,HPV-Mediated (p16+) Oropharyngeal Cancer,T,T4,exact
AJCC8,HPV-Mediated (p16+) Oropharyngeal Cancer,N,N0,exact
AJCC8,HPV-Mediated (p16+) Oropharyngeal Cancer,N,N1,exact
AJCC8,HPV-Mediated (p16+) Oropharyngeal Cancer,N,N2,exact
AJCC8,HPV-Mediated (p16+) Oropharyngeal Cancer,N,N2or,parent
AJCC8,HPV-Mediated (p16+) Oropharyngeal Cancer,N,N3,exact
AJCC8,HPV-Mediated (p16+) Oropharyngeal Cancer,M,M0,exact
AJCC8,HPV-Mediated (p16+) Oropharyngeal Cancer,M,M1,exact
AJCC8,Maxillary Sinus,T,T1,exact
AJCC8,Maxillary Sinus,N,N0,exact
AJCC8,Maxillary Sinus,M,M0,exact
AJCC8,Nasal Cavity and Ethmoid Sinus,T,T1,exact
AJCC8,Nasal Cavity and Ethmoid Sinus,N,N0,exact
AJCC8,Nasal Cavity and Ethmoid Sinus,M,M0,exact
AJCC8,Larynx: Supraglottis,T,T1,exact
AJCC8,Larynx: Supraglottis,T,T2,exact
AJCC8,Larynx: Supraglottis,T,T3,exact
AJCC8,Larynx: Supraglottis,T,T4a,exact
AJCC8,Larynx: Supraglottis,T,Tis,exact
AJCC8,Larynx: Supraglottis,N,N0,exact
AJCC8,Larynx: Supraglottis,N,N2,exact
AJCC8,Larynx: Supraglottis,M,M0,exact
AJCC8,Larynx: Glottis,T,T1,exact
AJCC8,Larynx: Glottis,T,T2,exact
AJCC8,Larynx: Glottis,T,T3,exact
AJCC8,Larynx: Glottis,T,T4a,exact
AJCC8,Larynx: Glottis,T,Tis,exact
AJCC8,Larynx: Glottis,N,N0,exact
AJCC8,Larynx: Glottis,N,N2,exact
AJCC8,Larynx: Glottis,M,M0,exact
AJCC8,Larynx: Subglottis,T,T1,exact
AJCC8,Larynx: Subglottis,T,T2,exact
AJCC8,Larynx: Subglottis,T,T3,exact
AJCC8,Larynx: Subglottis,T,T4a,exact
AJCC8,Larynx: Subglottis,T,Tis,exact
AJCC8,Larynx: Subglottis,N,N0,exact
AJCC8,Larynx: Subglottis,N,N2,exact
AJCC8,Larynx: Subglottis,M,M0,exact
AJCC8,Cutaneous Carcinoma of the Head and Neck,T,T1,exact
AJCC8,Cutaneous Carcinoma of the Head and Neck,T,T2,exact
AJCC8,Cutaneous Carcinoma of the Head and Neck,T,T3,exact
AJCC8,Cutaneous Carcinoma of the Head and Neck,T,T4,exact
AJCC8,Cutaneous Carcinoma of the Head and Neck,T,Tis,exact
AJCC8,Cutaneous Carcinoma of the Head and Neck,N,N0,exact
AJCC8,Cutaneous Carcinoma of the Head and Neck,N,N1,exact
AJCC8,Cutaneous Carcinoma of the Head and Neck,N,N2,exact
AJCC8,Cutaneous Carcinoma of the Head and Neck,N,N3,exact
AJCC8,Cutaneous Carcinoma of the Head and Neck,M,M0,exact
AJCC8,Cutaneous Carcinoma of the Head and Neck,M,M1,exact
AJCC8,Breast,T,AnyAnyN,exact
AJCC8,Breast,T,AnyAnyNM1,exact
AJCC8,Breast,T,T0,exact
AJCC8,Breast,T,T1,exact
AJCC8,Breast,T,T2,exact
AJCC8,Breast,T,T3,exact
AJCC8,Breast,T,T4,exact
AJCC8,Breast,T,Tis,exact
AJCC8,Breast,T,TisN0M0,exact
AJCC8,Breast,N,N0,exact
AJCC8,Breast,N,N1,exact
AJCC8,Breast,N,N1mi,exact
AJCC8,Breast,N,N2,exact
AJCC8,Breast,M,M0,exact
AJCC8,Breast,M,M1,exact
AJCC8,Esophagus / EGJ - squamous,M,M0,exact
AJCC8,Esophagus / EGJ - squamous,M,M1,exact
AJCC8,Esophagus / EGJ - squamous,N,N0,exact
AJCC8,Esophagus / EGJ - squamous,N,N1,exact
AJCC8,Esophagus / EGJ - squamous,N,N2,exact
AJCC8,Esophagus / EGJ - squamous,N,N3,exact
AJCC8,Esophagus / EGJ - squamous,T,T1,exact
AJCC8,Esophagus / EGJ - squamous,T,T1a,exact
AJCC8,Esophagus / EGJ - squamous,T,T1b,exact
AJCC8,Esophagus / EGJ - squamous,T,T2,exact
AJCC8,Esophagus / EGJ - squamous,T,T3,exact
AJCC8,Esophagus / EGJ - squamous,T,T4,exact
AJCC8,Esophagus / EGJ - squamous,T,T4a,exact
AJCC8,Esophagus / EGJ - squamous,T,T4b,exact
AJCC8,Esophagus / EGJ - squamous,T,Tis,exact
AJCC8,Esophagus / EGJ - adenocarcinoma,M,M0,exact
AJCC8,Esophagus / EGJ - adenocarcinoma,M,M1,exact
AJCC8,Esophagus / EGJ - adenocarcinoma,N,N0,exact
AJCC8,Esophagus / EGJ - adenocarcinoma,N,N1,exact
AJCC8,Esophagus / EGJ - adenocarcinoma,N,N2,exact
AJCC8,Esophagus / EGJ - adenocarcinoma,N,N3,exact
AJCC8,Esophagus / EGJ - adenocarcinoma,T,T1,exact
AJCC8,Esophagus / EGJ - adenocarcinoma,T,T2,exact
AJCC8,Esophagus / EGJ - adenocarcinoma,T,T3,exact
AJCC8,Esophagus / EGJ - adenocarcinoma,T,T4a,exact
