map_id,v5_term,v5_soc,v5_page,v6_term,v6_soc,v6_page,map_type,change_flag,changed_fields,possible_counterpart_term,mapping_note
M0648,Precocious puberty,Endocrine disorders,16,Precocious puberty,Endocrine disorders,32,exact_term,Same,-,-,Exact same AE term in both versions.
M0649,Pregnancy loss,"Pregnancy, puerperium and perinatal conditions",114,Pregnancy loss,"Pregnancy, puerperium and perinatal conditions",232,exact_term,Same,-,-,Exact same AE term in both versions.
M0650,"Pregnancy, puerperium and perinatal conditions - Other, specify","Pregnancy, puerperium and perinatal conditions",114,"Pregnancy, puerperium and perinatal conditions - Other, specify","Pregnancy, puerperium and perinatal conditions",232,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0651,Premature delivery,"Pregnancy, puerperium and perinatal conditions",114,Premature delivery,"Pregnancy, puerperium and perinatal conditions",233,exact_term,Same,-,-,Exact same AE term in both versions.
M0652,Premature menopause,Reproductive system and breast disorders,126,-,-,-,v5_only,v5 only,-,-,-
M0653,Presyncope,Nervous system disorders,111,Presyncope,Nervous system disorders,224,exact_term,Changed,note,-,Exact same AE term in both versions.
M0654,Proctitis,Gastrointestinal disorders,39,Proctitis,Gastrointestinal disorders,73,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0655,Productive cough,"Respiratory, thoracic and mediastinal disorders",138,Productive cough,"Respiratory, thoracic and mediastinal disorders",283,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0656,Prolapse of intestinal stoma,"Injury, poisoning and procedural complications",78,Prolapse of intestinal stoma,"Injury, poisoning and procedural complications",152,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0657,Prolapse of urostomy,"Injury, poisoning and procedural complications",78,Prolapse of urostomy,"Injury, poisoning and procedural complications",152,exact_term,Same,-,-,Exact same AE term in both versions.
M0658,Prostate infection,Infections and infestations,65,Prostate infection,Infections and infestations,125,exact_term,Same,-,-,Exact same AE term in both versions.
M0659,Prostatic hemorrhage,Reproductive system and breast disorders,126,Prostatic hemorrhage,Reproductive system and breast disorders,259,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0660,Prostatic obstruction,Reproductive system and breast disorders,127,Prostatic obstruction,Reproductive system and breast disorders,259,exact_term,Same,-,-,Exact same AE term in both versions.
M0661,Prostatic pain,Reproductive system and breast disorders,127,Prostatic pain,Reproductive system and breast disorders,259,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0662,Proteinuria,Renal and urinary disorders,120,-,-,-,v5_only,v5 only,-,Urinary protein increased,Possible terminology update; not auto-merged.
M0663,Pruritus,Skin and subcutaneous tissue disorders,146,Pruritus,Skin and subcutaneous tissue disorders,298,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0664,"Psychiatric disorders - Other, specify",Psychiatric disorders,118,"Psychiatric disorders - Other, specify",Psychiatric disorders,239,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0665,Psychosis,Psychiatric disorders,117,Psychosis,Psychiatric disorders,239,exact_term,Same,-,-,Exact same AE term in both versions.
M0666,Pulmonary edema,"Respiratory, thoracic and mediastinal disorders",138,Pulmonary edema,"Respiratory, thoracic and mediastinal disorders",283,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0667,Pulmonary fibrosis,"Respiratory, thoracic and mediastinal disorders",138,Pulmonary fibrosis,"Respiratory, thoracic and mediastinal disorders",284,exact_term,Same,-,-,Exact same AE term in both versions.
M0668,Pulmonary fistula,"Respiratory, thoracic and mediastinal disorders",138,Pulmonary fistula,"Respiratory, thoracic and mediastinal disorders",284,exact_term,Same,-,-,Exact same AE term in both versions.
M0669,Pulmonary hypertension,"Respiratory, thoracic and mediastinal disorders",139,Pulmonary hypertension,"Respiratory, thoracic and mediastinal disorders",284,exact_term,Changed,g1; g2,-,Exact same AE term in both versions.
M0670,Pulmonary valve disease,Cardiac disorders,10,Pulmonary valve disease,Cardiac disorders,18,exact_term,Same,-,-,Exact same AE term in both versions.
M0671,Purpura,Skin and subcutaneous tissue disorders,146,Purpura,Skin and subcutaneous tissue disorders,298,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0672,-,-,-,Pustular drug eruption,Skin and subcutaneous tissue disorders,299,v6_only,v6 only,-,-,-
M0673,Pyramidal tract syndrome,Nervous system disorders,111,Pyramidal tract syndrome,Nervous system disorders,224,exact_term,Changed,g1; g2; g3,-,Exact same AE term in both versions.
M0674,Radiation recall reaction (dermatologic),"Injury, poisoning and procedural complications",79,Radiation recall reaction (dermatologic),"Injury, poisoning and procedural complications",153,exact_term,Same,-,-,Exact same AE term in both versions.
M0675,Radiculitis,Nervous system disorders,111,Radiculitis,Nervous system disorders,225,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0676,Rash acneiform,Skin and subcutaneous tissue disorders,146,-,-,-,v5_only,v5 only,-,-,-
M0677,Rash maculo-papular,Skin and subcutaneous tissue disorders,146,Rash maculo-papular,Skin and subcutaneous tissue disorders,299,exact_term,Changed,g1; g2; g3; g4; g5; definition; note,-,Exact same AE term in both versions.
M0678,Rash pustular,Infections and infestations,65,Rash pustular,Infections and infestations,125,exact_term,Changed,note,-,Exact same AE term in both versions.
M0679,Rectal anastomotic leak,"Injury, poisoning and procedural complications",79,Rectal anastomotic leak,"Injury, poisoning and procedural complications",153,exact_term,Same,-,-,Exact same AE term in both versions.
M0680,Rectal fissure,Gastrointestinal disorders,39,Rectal fissure,Gastrointestinal disorders,74,exact_term,Same,-,-,Exact same AE term in both versions.
M0681,Rectal fistula,Gastrointestinal disorders,39,Rectal fistula,Gastrointestinal disorders,74,exact_term,Same,-,-,Exact same AE term in both versions.
M0682,Rectal hemorrhage,Gastrointestinal disorders,39,-,-,-,v5_only,v5 only,-,-,-
M0683,Rectal mucositis,Gastrointestinal disorders,39,Rectal mucositis,Gastrointestinal disorders,74,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0684,Rectal necrosis,Gastrointestinal disorders,40,Rectal necrosis,Gastrointestinal disorders,75,exact_term,Same,-,-,Exact same AE term in both versions.
M0685,Rectal obstruction,Gastrointestinal disorders,40,Rectal obstruction,Gastrointestinal disorders,75,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0686,Rectal pain,Gastrointestinal disorders,40,Rectal pain,Gastrointestinal disorders,75,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0687,Rectal perforation,Gastrointestinal disorders,40,Rectal perforation,Gastrointestinal disorders,76,exact_term,Same,-,-,Exact same AE term in both versions.
M0688,Rectal stenosis,Gastrointestinal disorders,40,Rectal stenosis,Gastrointestinal disorders,76,exact_term,Same,-,-,Exact same AE term in both versions.
M0689,Rectal ulcer,Gastrointestinal disorders,40,Rectal ulcer,Gastrointestinal disorders,76,exact_term,Same,-,-,Exact same AE term in both versions.
M0690,Recurrent laryngeal nerve palsy,Nervous system disorders,111,Recurrent laryngeal nerve palsy,Nervous system disorders,225,exact_term,Changed,g1,-,Exact same AE term in both versions.
M0691,"Renal and urinary disorders - Other, specify",Renal and urinary disorders,122,"Renal and urinary disorders - Other, specify",Renal and urinary disorders,246,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0692,Renal calculi,Renal and urinary disorders,121,Renal calculi,Renal and urinary disorders,246,exact_term,Same,-,-,Exact same AE term in both versions.
M0693,Renal colic,Renal and urinary disorders,121,Renal colic,Renal and urinary disorders,247,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0694,Renal hemorrhage,Renal and urinary disorders,121,Renal hemorrhage,Renal and urinary disorders,247,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0695,"Reproductive system and breast disorders - Other, specify",Reproductive system and breast disorders,130,"Reproductive system and breast disorders - Other, specify",Reproductive system and breast disorders,260,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0696,Respiratory failure,"Respiratory, thoracic and mediastinal disorders",139,Respiratory failure,"Respiratory, thoracic and mediastinal disorders",285,exact_term,Changed,note,-,Exact same AE term in both versions.
M0697,"Respiratory, thoracic and mediastinal disorders - Other, specify","Respiratory, thoracic and mediastinal disorders",141,"Respiratory, thoracic and mediastinal disorders - Other, specify","Respiratory, thoracic and mediastinal disorders",285,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0698,Restlessness,Psychiatric disorders,117,Restlessness,Psychiatric disorders,239,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0699,Restrictive cardiomyopathy,Cardiac disorders,10,-,-,-,v5_only,v5 only,-,-,-
M0700,Retinal detachment,Eye disorders,21,Retinal detachment,Eye disorders,40,exact_term,Same,-,-,Exact same AE term in both versions.
M0701,Retinal tear,Eye disorders,21,Retinal tear,Eye disorders,41,exact_term,Changed,definition; note,-,Exact same AE term in both versions.
M0702,Retinal vascular disorder,Eye disorders,21,Retinal vascular disorder,Eye disorders,41,exact_term,Same,-,-,Exact same AE term in both versions.
M0703,Retinoic acid syndrome,"Respiratory, thoracic and mediastinal disorders",139,Retinoic acid syndrome,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",202,exact_term,Changed,soc,-,Exact same AE term in both versions.
M0704,Retinopathy,Eye disorders,21,Retinopathy,Eye disorders,41,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0705,Retroperitoneal hemorrhage,Gastrointestinal disorders,41,Retroperitoneal hemorrhage,Gastrointestinal disorders,77,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0706,Reversible posterior leukoencephalopathy syndrome,Nervous system disorders,111,Reversible posterior leukoencephalopathy syndrome,Nervous system disorders,226,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0707,Rhabdomyolysis,Musculoskeletal and connective tissue disorders,101,Rhabdomyolysis,Musculoskeletal and connective tissue disorders,197,exact_term,Changed,note,-,Exact same AE term in both versions.
M0708,Rhinitis infective,Infections and infestations,65,Rhinitis infective,Infections and infestations,126,exact_term,Same,-,-,Exact same AE term in both versions.
M0709,Rhinorrhea,"Respiratory, thoracic and mediastinal disorders",139,Rhinorrhea,"Respiratory, thoracic and mediastinal disorders",285,exact_term,Same,-,-,Exact same AE term in both versions.
M0710,Right ventricular dysfunction,Cardiac disorders,10,-,-,-,v5_only,v5 only,-,-,-
M0711,Rotator cuff injury,Musculoskeletal and connective tissue disorders,101,Rotator cuff injury,Musculoskeletal and connective tissue disorders,198,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0712,Salivary duct inflammation,Gastrointestinal disorders,41,Salivary duct inflammation,Gastrointestinal disorders,77,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0713,Salivary gland fistula,Gastrointestinal disorders,41,Salivary gland fistula,Gastrointestinal disorders,77,exact_term,Same,-,-,Exact same AE term in both versions.
M0714,Salivary gland infection,Infections and infestations,65,Salivary gland infection,Infections and infestations,126,exact_term,Same,-,-,Exact same AE term in both versions.
M0715,Scalp pain,Skin and subcutaneous tissue disorders,147,Scalp pain,Skin and subcutaneous tissue disorders,299,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0716,Scleral disorder,Eye disorders,22,Scleral disorder,Eye disorders,42,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0717,Scoliosis,Musculoskeletal and connective tissue disorders,101,Scoliosis,Musculoskeletal and connective tissue disorders,198,exact_term,Changed,g2; g3; definition,-,Exact same AE term in both versions.
M0718,Scrotal infection,Infections and infestations,65,Scrotal infection,Infections and infestations,126,exact_term,Same,-,-,Exact same AE term in both versions.
M0719,Scrotal pain,Reproductive system and breast disorders,127,Scrotal pain,Reproductive system and breast disorders,260,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0720,-,-,-,Secondary hemophagocytic lymphohistiocytosis,Immune system disorders,101,v6_only,v6 only,-,-,-
M0721,Seizure,Nervous system disorders,112,Seizure,Nervous system disorders,226,exact_term,Changed,g1; g2; g3; g4,-,Exact same AE term in both versions.
M0722,Sepsis,Infections and infestations,66,Sepsis,Infections and infestations,126,exact_term,Changed,g3; g4; definition; note,-,Exact same AE term in both versions.
M0723,Seroma,"Injury, poisoning and procedural complications",79,Seroma,"Injury, poisoning and procedural complications",153,exact_term,Same,-,-,Exact same AE term in both versions.
M0724,Serum amylase increased,Investigations,89,Serum amylase increased,Investigations,171,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0725,Serum sickness,Immune system disorders,51,Serum sickness,Immune system disorders,102,exact_term,Changed,g1,-,Exact same AE term in both versions.
M0726,Shingles,Infections and infestations,66,Shingles,Infections and infestations,127,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0727,Sick sinus syndrome,Cardiac disorders,10,Sick sinus syndrome,Cardiac disorders,19,exact_term,Same,-,-,Exact same AE term in both versions.
M0728,Sinus bradycardia,Cardiac disorders,10,Sinus bradycardia,Cardiac disorders,19,exact_term,Same,-,-,Exact same AE term in both versions.
M0729,Sinus disorder,"Respiratory, thoracic and mediastinal disorders",139,Sinus disorder,"Respiratory, thoracic and mediastinal disorders",286,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0730,Sinus pain,"Respiratory, thoracic and mediastinal disorders",139,Sinus pain,"Respiratory, thoracic and mediastinal disorders",286,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0731,Sinus tachycardia,Cardiac disorders,11,Sinus tachycardia,Cardiac disorders,19,exact_term,Changed,note,-,Exact same AE term in both versions.
M0732,Sinusitis,Infections and infestations,66,Sinusitis,Infections and infestations,127,exact_term,Same,-,-,Exact same AE term in both versions.
M0733,Sinusoidal obstruction syndrome,Hepatobiliary disorders,50,Sinusoidal obstruction syndrome,Hepatobiliary disorders,98,exact_term,Changed,g2,-,Exact same AE term in both versions.
M0734,"Skin and subcutaneous tissue disorders - Other, specify",Skin and subcutaneous tissue disorders,149,"Skin and subcutaneous tissue disorders - Other, specify",Skin and subcutaneous tissue disorders,300,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0735,Skin atrophy,Skin and subcutaneous tissue disorders,147,Skin atrophy,Skin and subcutaneous tissue disorders,300,exact_term,Changed,g1; g2; g3,-,Exact same AE term in both versions.
M0736,Skin hyperpigmentation,Skin and subcutaneous tissue disorders,147,Skin hyperpigmentation,Skin and subcutaneous tissue disorders,300,exact_term,Changed,g1; g2,-,Exact same AE term in both versions.
M0737,Skin hypopigmentation,Skin and subcutaneous tissue disorders,147,Skin hypopigmentation,Skin and subcutaneous tissue disorders,301,exact_term,Changed,g1; g2,-,Exact same AE term in both versions.
M0738,Skin induration,Skin and subcutaneous tissue disorders,147,Skin induration,Skin and subcutaneous tissue disorders,301,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0739,Skin infection,Infections and infestations,66,Skin infection,Infections and infestations,127,exact_term,Same,-,-,Exact same AE term in both versions.
M0740,Skin papilloma,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",103,Skin papilloma,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",203,exact_term,Same,-,-,Exact same AE term in both versions.
M0741,Skin ulceration,Skin and subcutaneous tissue disorders,147,Skin ulceration,Skin and subcutaneous tissue disorders,301,exact_term,Same,-,-,Exact same AE term in both versions.
M0742,Sleep apnea,"Respiratory, thoracic and mediastinal disorders",140,Sleep apnea,"Respiratory, thoracic and mediastinal disorders",287,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0743,Small intestinal anastomotic leak,"Injury, poisoning and procedural complications",79,Small intestinal anastomotic leak,"Injury, poisoning and procedural complications",154,exact_term,Same,-,-,Exact same AE term in both versions.
M0744,Small intestinal mucositis,Gastrointestinal disorders,41,Small intestinal mucositis,Gastrointestinal disorders,78,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0745,Small intestinal obstruction,Gastrointestinal disorders,41,Small intestinal obstruction,Gastrointestinal disorders,78,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0746,Small intestinal perforation,Gastrointestinal disorders,41,Small intestinal perforation,Gastrointestinal disorders,78,exact_term,Changed,note,-,Exact same AE term in both versions.
M0747,Small intestinal stenosis,Gastrointestinal disorders,42,Small intestinal stenosis,Gastrointestinal disorders,79,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0748,Small intestine infection,Infections and infestations,66,Small intestine infection,Infections and infestations,128,exact_term,Same,-,-,Exact same AE term in both versions.
M0749,Small intestine ulcer,Gastrointestinal disorders,42,Small intestine ulcer,Gastrointestinal disorders,79,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0750,Sneezing,"Respiratory, thoracic and mediastinal disorders",140,Sneezing,"Respiratory, thoracic and mediastinal disorders",287,exact_term,Same,-,-,Exact same AE term in both versions.
M0751,"Social circumstances - Other, specify",Social circumstances,150,"Social circumstances - Other, specify",Social circumstances,304,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0752,Soft tissue infection,Infections and infestations,67,Soft tissue infection,Infections and infestations,128,exact_term,Same,-,-,Exact same AE term in both versions.
M0753,Soft tissue necrosis lower limb,Musculoskeletal and connective tissue disorders,101,Soft tissue necrosis lower limb,Musculoskeletal and connective tissue disorders,199,exact_term,Same,-,-,Exact same AE term in both versions.
M0754,Soft tissue necrosis upper limb,Musculoskeletal and connective tissue disorders,102,Soft tissue necrosis upper limb,Musculoskeletal and connective tissue disorders,199,exact_term,Same,-,-,Exact same AE term in both versions.
M0755,Somnolence,Nervous system disorders,112,Somnolence,Nervous system disorders,226,exact_term,Changed,g2,-,Exact same AE term in both versions.
M0756,Sore throat,"Respiratory, thoracic and mediastinal disorders",140,Sore throat,"Respiratory, thoracic and mediastinal disorders",287,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0757,Spasticity,Nervous system disorders,112,Spasticity,Nervous system disorders,227,exact_term,Same,-,-,Exact same AE term in both versions.
M0758,Spermatic cord anastomotic leak,"Injury, poisoning and procedural complications",79,Spermatic cord anastomotic leak,"Injury, poisoning and procedural complications",154,exact_term,Same,-,-,Exact same AE term in both versions.
M0759,Spermatic cord hemorrhage,Reproductive system and breast disorders,127,Spermatic cord hemorrhage,Reproductive system and breast disorders,260,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0760,Spermatic cord obstruction,Reproductive system and breast disorders,127,Spermatic cord obstruction,Reproductive system and breast disorders,261,exact_term,Same,-,-,Exact same AE term in both versions.
M0761,Spinal cord compression,Nervous system disorders,112,Spinal cord compression,Nervous system disorders,227,exact_term,Changed,g1; g2; g3,-,Exact same AE term in both versions.
M0762,Spinal fracture,"Injury, poisoning and procedural complications",80,-,-,-,v5_only,v5 only,-,-,-
M0763,Splenic infection,Infections and infestations,67,Splenic infection,Infections and infestations,128,exact_term,Same,-,-,Exact same AE term in both versions.
M0764,Stenosis of gastrointestinal stoma,"Injury, poisoning and procedural complications",80,Stenosis of gastrointestinal stoma,"Injury, poisoning and procedural complications",154,exact_term,Same,-,-,Exact same AE term in both versions.
M0765,Stevens-Johnson syndrome,Skin and subcutaneous tissue disorders,148,Stevens-Johnson syndrome,Skin and subcutaneous tissue disorders,302,exact_term,Changed,g3; g4,-,Exact same AE term in both versions.
M0766,Stoma site infection,Infections and infestations,67,Stoma site infection,Infections and infestations,129,exact_term,Same,-,-,Exact same AE term in both versions.
M0767,Stomach pain,Gastrointestinal disorders,42,Stomach pain,Gastrointestinal disorders,79,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0768,Stomal ulcer,"Injury, poisoning and procedural complications",80,Stomal ulcer,"Injury, poisoning and procedural complications",155,exact_term,Same,-,-,Exact same AE term in both versions.
M0769,Stridor,"Respiratory, thoracic and mediastinal disorders",140,Stridor,"Respiratory, thoracic and mediastinal disorders",288,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0770,Stroke,Nervous system disorders,112,Stroke,Nervous system disorders,227,exact_term,Changed,g2; g3; definition,-,Exact same AE term in both versions.
M0771,Subcutaneous emphysema,Skin and subcutaneous tissue disorders,148,Subcutaneous emphysema,Skin and subcutaneous tissue disorders,302,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0772,Sudden death NOS,General disorders and administration site conditions,47,Sudden death NOS,General disorders and administration site conditions,90,exact_term,Same,-,-,Exact same AE term in both versions.
M0773,Suicidal ideation,Psychiatric disorders,117,Suicidal ideation,Psychiatric disorders,240,exact_term,Same,-,-,Exact same AE term in both versions.
M0774,Suicide attempt,Psychiatric disorders,117,Suicide attempt,Psychiatric disorders,240,exact_term,Same,-,-,Exact same AE term in both versions.
M0775,Superficial soft tissue fibrosis,Musculoskeletal and connective tissue disorders,102,Superficial soft tissue fibrosis,Musculoskeletal and connective tissue disorders,199,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0776,Superficial thrombophlebitis,Vascular disorders,154,Superficial thrombophlebitis,Vascular disorders,310,exact_term,Same,-,-,Exact same AE term in both versions.
M0777,Superior vena cava syndrome,Vascular disorders,154,Superior vena cava syndrome,Vascular disorders,310,exact_term,Same,-,-,Exact same AE term in both versions.
M0778,Supraventricular tachycardia,Cardiac disorders,11,Supraventricular tachycardia,Cardiac disorders,19,exact_term,Same,-,-,Exact same AE term in both versions.
M0779,"Surgical and medical procedures - Other, specify",Surgical and medical procedures,151,"Surgical and medical procedures - Other, specify",Surgical and medical procedures,305,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0780,Syncope,Nervous system disorders,112,Syncope,Nervous system disorders,228,exact_term,Changed,note,-,Exact same AE term in both versions.
M0781,-,-,-,Systemic post-immunization reaction,"Injury, poisoning and procedural complications",155,v6_only,v6 only,-,-,-
M0782,Telangiectasia,Skin and subcutaneous tissue disorders,148,Telangiectasia,Skin and subcutaneous tissue disorders,302,exact_term,Changed,g1; g2,-,Exact same AE term in both versions.
M0783,Tendon reflex decreased,Nervous system disorders,112,Tendon reflex decreased,Nervous system disorders,228,exact_term,Changed,note,-,Exact same AE term in both versions.
M0784,Testicular disorder,Reproductive system and breast disorders,127,Testicular disorder,Reproductive system and breast disorders,261,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0785,Testicular hemorrhage,Reproductive system and breast disorders,127,Testicular hemorrhage,Reproductive system and breast disorders,261,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0786,Testicular pain,Reproductive system and breast disorders,128,Testicular pain,Reproductive system and breast disorders,262,exact_term,Changed,g2; g3; note,-,Exact same AE term in both versions.
M0787,Testosterone deficiency,Endocrine disorders,17,Testosterone deficiency,Endocrine disorders,32,exact_term,Same,-,-,Exact same AE term in both versions.
M0788,-,-,-,Thrombocytopenia,Blood and lymphatic system disorders,8,v6_only,v6 only,-,Platelet count decreased,Possible related/successor lab AE in v5; confirm against protocol before treating as equivalent.
M0789,-,-,-,Thrombocytosis,Blood and lymphatic system disorders,9,v6_only,v6 only,-,-,-
M0790,Thromboembolic event,Vascular disorders,155,-,-,-,v5_only,v5 only,-,Venous thromboembolism,Related thromboembolism terminology; not auto-merged.
M0791,-,-,-,Thrombotic microangiopathy,Blood and lymphatic system disorders,9,v6_only,v6 only,-,-,-
M0792,Thrombotic thrombocytopenic purpura,Blood and lymphatic system disorders,5,Thrombotic thrombocytopenic purpura,Blood and lymphatic system disorders,9,exact_term,Changed,definition,-,Exact same AE term in both versions.
M0793,Thrush,Infections and infestations,67,-,-,-,v5_only,v5 only,-,Candidiasis,Related infection terminology; not auto-merged.
M0794,Thyroid stimulating hormone increased,Investigations,89,Thyroid stimulating hormone increased,Investigations,171,exact_term,Changed,g1; definition,-,Exact same AE term in both versions.
M0795,-,-,-,Thyroiditis,Endocrine disorders,32,v6_only,v6 only,-,-,-
M0796,Tinnitus,Ear and labyrinth disorders,14,Tinnitus,Ear and labyrinth disorders,26,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0797,-,-,-,Tissue injury,"Injury, poisoning and procedural complications",155,v6_only,v6 only,-,-,-
M0798,Tooth development disorder,Gastrointestinal disorders,42,Tooth development disorder,Gastrointestinal disorders,80,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0799,Tooth discoloration,Gastrointestinal disorders,42,Tooth discoloration,Gastrointestinal disorders,80,exact_term,Same,-,-,Exact same AE term in both versions.
M0800,Tooth infection,Infections and infestations,67,Tooth infection,Infections and infestations,129,exact_term,Changed,note,-,Exact same AE term in both versions.
M0801,Toothache,Gastrointestinal disorders,42,Toothache,Gastrointestinal disorders,80,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0802,Toxic epidermal necrolysis,Skin and subcutaneous tissue disorders,148,Toxic epidermal necrolysis,Skin and subcutaneous tissue disorders,303,exact_term,Changed,g4,-,Exact same AE term in both versions.
M0803,Tracheal fistula,"Respiratory, thoracic and mediastinal disorders",140,Tracheal fistula,"Respiratory, thoracic and mediastinal disorders",288,exact_term,Same,-,-,Exact same AE term in both versions.
M0804,Tracheal hemorrhage,"Injury, poisoning and procedural complications",80,Tracheal hemorrhage,"Injury, poisoning and procedural complications",156,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0805,Tracheal mucositis,"Respiratory, thoracic and mediastinal disorders",140,Tracheal mucositis,"Respiratory, thoracic and mediastinal disorders",288,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0806,Tracheal obstruction,"Injury, poisoning and procedural complications",80,Tracheal obstruction,"Injury, poisoning and procedural complications",156,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0807,Tracheal stenosis,"Respiratory, thoracic and mediastinal disorders",141,Tracheal stenosis,"Respiratory, thoracic and mediastinal disorders",289,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0808,Tracheitis,Infections and infestations,67,Tracheitis,Infections and infestations,129,exact_term,Same,-,-,Exact same AE term in both versions.
M0809,Tracheostomy site bleeding,"Injury, poisoning and procedural complications",80,Tracheostomy site bleeding,"Injury, poisoning and procedural complications",156,exact_term,Changed,g3,-,Exact same AE term in both versions.
M0810,Transient ischemic attacks,Nervous system disorders,113,Transient ischemic attacks,Nervous system disorders,228,exact_term,Changed,note,-,Exact same AE term in both versions.
M0811,Treatment related secondary malignancy,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",103,Treatment related secondary malignancy,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",203,exact_term,Same,-,-,Exact same AE term in both versions.
M0812,Tremor,Nervous system disorders,113,Tremor,Nervous system disorders,228,exact_term,Changed,g2; g3,-,Exact same AE term in both versions.
M0813,Tricuspid valve disease,Cardiac disorders,11,Tricuspid valve disease,Cardiac disorders,20,exact_term,Same,-,-,Exact same AE term in both versions.
M0814,Trigeminal nerve disorder,Nervous system disorders,113,Trigeminal nerve disorder,Nervous system disorders,229,exact_term,Changed,g1; g2; g3,-,Exact same AE term in both versions.
M0815,Trismus,Musculoskeletal and connective tissue disorders,102,Trismus,Musculoskeletal and connective tissue disorders,200,exact_term,Same,-,-,Exact same AE term in both versions.
M0816,Trochlear nerve disorder,Nervous system disorders,113,Trochlear nerve disorder,Nervous system disorders,229,exact_term,Changed,g1; g2; g3,-,Exact same AE term in both versions.
M0817,-,-,-,Tubulointerstitial nephritis,Renal and urinary disorders,247,v6_only,v6 only,-,-,-
M0818,Tumor hemorrhage,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",103,Tumor hemorrhage,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",203,exact_term,Changed,g3,-,Exact same AE term in both versions.
